Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-ENG-004-01-02,CAT-ENG-004,CAT-ENG-004,Release Planning & Roadmap Coordination,"Coordinate cross-team release plans, dependency tracking, stakeholder communications, and release readiness checklists for product launches. Primary frontline role is a Release Coordinator. Output unit is a release plan or launch readiness pack; SLAs include milestone adherence and go/no-go readiness criteria.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-005-01-01,CAT-ENG-005,CAT-ENG-005,Manual Functional Testing Services,"Execute test cases against defined requirements, document defects with repro steps, and validate fixes across releases. Primary frontline role is a QA Tester. Output unit is a test case executed or defect logged/verified; SLAs include test cycle completion, defect turnaround, and escape rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-005-01-02,CAT-ENG-005,CAT-ENG-005,Manual QA & Functional Testing,"Execute manual test cases, exploratory testing, regression testing, and user acceptance testing to validate software functionality against requirements. The primary frontline role is a QA Analyst / Manual Tester. Typical unit of output is a test cycle or test case execution. SLAs focus on test coverage, defect detection rate, and cycle completion time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-005-01-03,CAT-ENG-005,CAT-ENG-005,Performance & Load Testing Services,"Plan and execute performance, load, stress, and scalability testing; identify bottlenecks and provide optimization recommendations. The primary frontline role is a Performance Test Engineer. Typical unit of output is a performance test execution and report. SLAs focus on test execution turnaround, issue identification accuracy, and SLA threshold validation.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-005-01-04,CAT-ENG-005,CAT-ENG-005,Security Testing & Code Review Services,"Conduct application security testing including SAST, DAST, penetration testing, and secure code reviews to identify vulnerabilities. The primary frontline role is a Security Test Engineer. Typical unit of output is a completed security assessment or test report. SLAs focus on test coverage, vulnerability detection rate, and report turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-005-01-05,CAT-ENG-005,CAT-ENG-005,Test Automation Engineering,"Design, develop, and maintain automated test frameworks and scripts for regression, integration, and end-to-end testing across CI/CD pipelines. The primary frontline role is a Test Automation Engineer. Typical unit of output is automated test suite coverage or pipeline execution. SLAs focus on automation coverage, test execution time, and flaky test rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-005-01-06,CAT-ENG-005,CAT-ENG-005,Test Automation Engineering Services,"Build and maintain automated test suites (UI/API) integrated into CI pipelines, including framework upkeep and flaky test remediation. Primary frontline role is a Test Automation Engineer. Output unit is an automated test added/maintained; SLAs include pipeline pass rate, automation coverage, and maintenance responsiveness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-01,CAT-ENG-006,CAT-ENG-006,API Development & Integration Services,"Design, develop, and maintain APIs and system integrations connecting enterprise applications, third-party services, and data platforms. The primary frontline role is an Integration Developer. Typical unit of output is a delivered API or integration. SLAs focus on API uptime, integration error rates, and delivery milestone adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-02,CAT-ENG-006,CAT-ENG-006,Application Development (Feature Build) Services,"Deliver defined software features or components under agreed technical specs, including code, unit tests, and peer review participation. Primary frontline role is a Software Engineer. Output unit is a story/feature delivered; SLAs include sprint commitment attainment, code quality gates, and defect density targets.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-03,CAT-ENG-006,CAT-ENG-006,Application Maintenance & L2/L3 Engineering Support,"Provide ongoing application maintenance including bug fixes, minor enhancements, and production incident resolution support integrated with ITSM. Primary frontline role is a Support Engineer. Output unit is an incident resolved or defect fixed; SLAs include MTTR, severity-based response times, and change success rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-04,CAT-ENG-006,CAT-ENG-006,Application Maintenance & Support,"Provide ongoing maintenance, bug fixes, enhancements, and production support for existing software applications across technology stacks. The primary frontline role is an Application Support Developer. Typical unit of output is a resolved ticket or completed enhancement. SLAs focus on incident resolution time, SLA compliance, and defect fix turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-05,CAT-ENG-006,CAT-ENG-006,Commercial Software Product Development,"Provide end-to-end coding, architecture, and feature development for external-facing commercial software products. The primary frontline role is a Software Engineer. SLAs commonly track sprint velocity, code quality/defect density, and adherence to release schedules.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-06,CAT-ENG-006,CAT-ENG-006,Custom Application Development,"Design, develop, and deliver custom software applications (web, mobile, enterprise) from requirements through deployment using agile methodologies. The primary frontline role is a Software Developer. Typical unit of output is a delivered feature, sprint, or application release. SLAs focus on sprint velocity, defect density, and release schedule adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-07,CAT-ENG-006,CAT-ENG-006,Mobile Application Development,"Design and develop native and cross-platform mobile applications for iOS and Android with app store deployment and lifecycle management. The primary frontline role is a Mobile Developer. Typical unit of output is a mobile app release or feature. SLAs focus on app store approval rates, crash rates, and release cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-006-01-08,CAT-ENG-006,CAT-ENG-006,Product QA & Automated Testing,"Build and execute manual and automated test scripts to ensure commercial software releases are bug-free and meet performance criteria. The primary frontline role is a QA Automation Engineer. SLAs typically include test coverage percentage, defect leakage rate to production, and testing cycle time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-007-01-01,CAT-ENG-007,CAT-ENG-007,API Reference Generation & Documentation Ops,"Operate documentation build pipelines (docs-as-code), generate API references from source, and manage publishing workflows across portals. Primary frontline role is a Documentation Operations Specialist. Output unit is a docs build/release; SLAs include publish success rate and on-time release documentation.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-007-01-02,CAT-ENG-007,CAT-ENG-007,Technical Writing & Developer Documentation Services,"Create and maintain technical documentation including API docs, runbooks, user guides, and release notes with version control. Primary frontline role is a Technical Writer. Output unit is a document page/update published; SLAs include update timeliness, accuracy, and documentation coverage for releases.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-001-01-01,CAT-FR-001,CAT-FR-001,Capital Projects Management (Facilities) Services,"Manage facility capital projects including scope definition support, contractor coordination, schedule/budget tracking, and closeout documentation. Primary frontline role is a Facilities Project Manager. Output unit is a project milestone delivered; SLAs include schedule adherence, budget variance thresholds, and punch-list closure time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-001-01-02,CAT-FR-001,CAT-FR-001,Design & Build General Contracting Services,"Provide general contracting for build-outs or renovations, coordinating trades, permits, inspections, and site safety compliance. Primary frontline role is a Construction Superintendent. Output unit is a project delivered; SLAs include on-time completion, safety incident rates, and inspection pass rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-002-01-01,CAT-FR-002,CAT-FR-002,EHS Compliance Monitoring Services,"Perform routine site audits and monitor regulatory compliance requirements for environmental, health, and workplace safety standards. The primary frontline role is an EHS Compliance Auditor. SLAs commonly include audit schedule adherence, regulatory documentation completeness, and issue identification accuracy.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-002-01-02,CAT-FR-002,CAT-FR-002,Emergency Preparedness & Business Continuity Drill Support,"Plan and execute emergency drills, maintain evacuation plans, coordinate with local responders, and document drill outcomes and actions. Primary frontline role is a Business Continuity Specialist. Output unit is a drill completed; SLAs include drill schedule adherence and corrective action completion rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-002-01-03,CAT-FR-002,CAT-FR-002,Workplace Health & Safety Program Support,"Support EHS programs including inspections, incident reporting administration, corrective action tracking, and safety training coordination. Primary frontline role is an EHS Coordinator. Output unit is an inspection or corrective action closed; SLAs include inspection cadence, closure time, and compliance documentation completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-002-01-04,CAT-FR-002,CAT-FR-002,Workplace Incident Management Services,"Triage and document workplace accidents or near-miss incidents, ensuring proper routing for investigation and OSHA-style reporting. The primary frontline role is an EHS Coordinator. SLAs typically include incident reporting timeliness, documentation thoroughness, and corrective action tracking compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-003-01-01,CAT-FR-003,CAT-FR-003,Energy Management & Optimization Services,"Monitor and optimize building energy consumption through BMS management, utility tracking, energy audits, and efficiency improvement programs. The primary frontline role is an Energy Manager. Typical unit of output is an energy audit or optimization initiative. SLAs focus on energy reduction targets, reporting accuracy, and audit completion.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-003-01-02,CAT-FR-003,CAT-FR-003,Janitorial & Custodial Services,"Deliver cleaning services for offices/facilities including daily routines, periodic deep cleans, and consumables replenishment to defined standards. Primary frontline role is a Custodian. Output unit is a cleaned area shift or service day; SLAs include cleanliness audit scores, response time for spills, and complaint rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-003-01-03,CAT-FR-003,CAT-FR-003,Waste Management & Recycling Services,"Manage waste streams including collection, sorting, recycling programs, hazardous waste handling, and waste diversion tracking and reporting. The primary frontline role is a Waste Management Coordinator. Typical unit of output is a managed waste program or collection cycle. SLAs focus on diversion rate, collection schedule adherence, and regulatory compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-004-01-01,CAT-FR-004,CAT-FR-004,Fleet Management & Maintenance Administration,"Administer fleet operations including vehicle assignment, maintenance scheduling, fuel/telematics reporting, and vendor coordination. Primary frontline role is a Fleet Coordinator. Output unit is a maintenance event scheduled/closed or vehicle managed per month; SLAs include vehicle uptime, maintenance cycle time, and cost controls.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-004-01-02,CAT-FR-004,CAT-FR-004,Shuttle & Transportation Services,"Provide shuttle or transportation operations for campuses/sites including route management, driver staffing, and safety compliance. Primary frontline role is a Shuttle Driver. Output unit is a trip completed; SLAs include on-time performance, safety incident rates, and rider satisfaction.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-005-01-01,CAT-FR-005,CAT-FR-005,Cafeteria & Food Service Operations,"Operate onsite food service including kitchen operations, point-of-sale, staffing, and sanitation management for employee dining. Primary frontline role is a Food Service Worker. Output unit is a meal served; SLAs include service speed, health inspection compliance, and customer satisfaction.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-005-01-02,CAT-FR-005,CAT-FR-005,Onsite Catering & Event Food Services,"Provide catering for meetings and events including menu planning, preparation, delivery/setup, and service staffing. Primary frontline role is a Catering Attendant. Output unit is an order/event served; SLAs include on-time delivery, food quality scores, and allergen/food safety compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-006-01-01,CAT-FR-006,CAT-FR-006,Facilities Helpdesk & Work Order Management,"Operate facilities service desk intake, triage, dispatch, and work order closure tracking across building services and vendors. The primary frontline role is a Facilities Coordinator. SLAs include response time, time-to-close, and work order backlog age.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-006-01-02,CAT-FR-006,CAT-FR-006,Hard Facilities Maintenance Services,"Maintain and repair physical building infrastructure (HVAC, electrical, plumbing) through preventive and break-fix work orders. The primary frontline role is a Hard Facilities Technician. SLAs typically include response time, system uptime, and preventive maintenance compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-006-01-03,CAT-FR-006,CAT-FR-006,Integrated Facilities Management (IFM) Services,"Deliver integrated facilities management across multiple site services (maintenance coordination, janitorial oversight, vendor management, and reporting) under a single contract. The primary frontline role is a Facilities Manager. SLAs include uptime, response times, preventive maintenance completion, and user satisfaction.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-006-01-04,CAT-FR-006,CAT-FR-006,Integrated Facilities Management Services,"Coordinate multi-site facilities operations across hard and soft services, managing work orders, vendors, and service schedules under a single operating model. The primary frontline role is an IFM Coordinator or Facilities Operations Manager. SLAs generally include work order SLA compliance, service quality scores, and cost/budget adherence reporting.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-006-01-05,CAT-FR-006,CAT-FR-006,Soft Facilities Services Management,"Deliver cleaning and janitorial services according to defined schedules and site standards for hygiene and presentation. The primary frontline role is a Janitorial/Soft Facilities Associate. SLAs commonly include schedule adherence, cleanliness audit scores, and issue response times.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-007-01-01,CAT-FR-007,CAT-FR-007,Building Maintenance & Repair Services,"Provide routine and corrective maintenance for building systems (HVAC, electrical, plumbing) including inspections, repairs, and documentation. The primary frontline role is a Maintenance Technician. SLAs include response times by severity, preventive maintenance completion, and uptime targets.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-007-01-02,CAT-FR-007,CAT-FR-007,Building Maintenance Services,"Provide routine and reactive maintenance for building systems (e.g., basic repairs, work orders, preventive tasks) to keep facilities operational. The primary frontline role is a Facilities Maintenance Technician. SLAs often include response time to tickets, preventive maintenance completion, and first-time-fix rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-007-01-03,CAT-FR-007,CAT-FR-007,HVAC Maintenance & Monitoring Services,"Deliver HVAC preventive and corrective maintenance, filter changes, monitoring, and seasonal readiness checks for building climate systems. The primary frontline role is an HVAC Technician. SLAs include uptime, response times, and compliance with maintenance schedules.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-007-01-04,CAT-FR-007,CAT-FR-007,Landscaping & Grounds Maintenance Services,"Maintain exterior grounds including lawn care, tree/shrub maintenance, irrigation management, snow removal, and seasonal planting. The primary frontline role is a Grounds Maintenance Technician. Typical unit of output is a maintained property area. SLAs focus on service frequency adherence, appearance standards, and seasonal task completion.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-007-01-05,CAT-FR-007,CAT-FR-007,Soft Facilities (Janitorial & Cleaning) Services,"Deliver cleaning and janitorial services according to defined schedules and site standards for hygiene and presentation. The primary frontline role is a Janitorial/Soft Facilities Associate. SLAs commonly include schedule adherence, cleanliness audit scores, and issue response times.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-008-01-01,CAT-FR-008,CAT-FR-008,Lease Administration & Facilities Real Estate Support,"Support lease administration including critical date tracking, landlord communications, rent schedule validation, and document management. The primary frontline role is a Lease Administrator. SLAs include on-time notice delivery, data accuracy, and document completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-008-01-02,CAT-FR-008,CAT-FR-008,Lease Administration Services,"Administer real estate leases by tracking key dates, processing lease payments, and maintaining lease abstracts and records in portfolio systems. The primary frontline role is a Lease Administrator. SLAs commonly include data accuracy, critical date notification timeliness, and payment processing timeliness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-008-01-03,CAT-FR-008,CAT-FR-008,Property Management Services,"Provide day-to-day property management including tenant coordination, vendor dispatch, budget tracking, and site inspections. The primary frontline role is a Property Manager. SLAs include issue response times, maintenance closure rates, and tenant satisfaction.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-008-01-04,CAT-FR-008,CAT-FR-008,Real Estate Transaction Support Services,"Support corporate real estate transactions including site selection research, market analysis, lease negotiation support, and transaction coordination. The primary frontline role is a Real Estate Analyst. Typical unit of output is a transaction support engagement. SLAs focus on analysis turnaround, deal milestone adherence, and data accuracy.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-008-01-05,CAT-FR-008,CAT-FR-008,Space & Occupancy Management,"Maintain space and occupancy data, support moves/adds/changes, and produce utilization reports for workplace planning. The primary frontline role is a Space Management Coordinator. SLAs typically include request turnaround time, data accuracy in space systems, and reporting timeliness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-009-01-01,CAT-FR-009,CAT-FR-009,Access Control & Badge Administration,"Operate access control processes such as badge issuance, credential updates, and visitor access provisioning in coordination with site security. The primary frontline role is an Access Control Administrator. SLAs typically include request turnaround time, access change accuracy, and audit log completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-009-01-02,CAT-FR-009,CAT-FR-009,Fire & Life Safety Systems Management,"Inspect, test, and maintain fire alarm, suppression, and life safety systems; manage code compliance and inspection scheduling. The primary frontline role is a Life Safety Technician. Typical unit of output is a completed inspection or maintenance event. SLAs focus on inspection schedule adherence, deficiency correction time, and code compliance rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-009-01-03,CAT-FR-009,CAT-FR-009,Physical Security & Guard Services,"Provide onsite security presence, patrols, and incident response to protect people and property according to site protocols. The primary frontline role is a Security Guard. SLAs commonly include incident response time, patrol completion, and incident documentation completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-009-01-04,CAT-FR-009,CAT-FR-009,Physical Security Guarding Services,"Provide on-site security guarding including access control, patrols, visitor management, and incident reporting. The primary frontline role is a Security Officer. SLAs include coverage adherence, incident response times, and compliance with post orders.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-009-01-05,CAT-FR-009,CAT-FR-009,Security Monitoring & Control Room Operations,"Operate security monitoring including CCTV observation, alarm response, access system monitoring, and escalation procedures. The primary frontline role is a Security Control Room Operator. SLAs include alarm response time, incident escalation accuracy, and monitoring uptime.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-009-01-06,CAT-FR-009,CAT-FR-009,Video Surveillance & Monitoring Services,"Operate and monitor CCTV/video surveillance systems including real-time monitoring, footage retrieval, system maintenance, and incident documentation. The primary frontline role is a Surveillance Operator. Typical unit of output is a monitored facility or footage retrieval. SLAs focus on monitoring uptime, incident detection rate, and footage retrieval turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-01,CAT-FR-010,CAT-FR-010,Corporate Food & Amenity Services,"Manage corporate dining, cafeteria operations, vending, and workplace amenity programs including catering and pantry services. The primary frontline role is a Food Services Coordinator. Typical unit of output is a managed dining program or catering event. SLAs focus on food safety compliance, service satisfaction, and cost per meal.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-02,CAT-FR-010,CAT-FR-010,Document Printing & Reprographics Services,"Provide print/copy services including job intake, production, finishing, and secure handling for confidential materials. Primary frontline role is a Print Services Associate. Output unit is a print job completed; SLAs include turnaround time, print quality, and security handling compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-03,CAT-FR-010,CAT-FR-010,Front Desk & Reception Services,"Provide reception services including visitor check-in, badge issuance, call handling, and meeting room support. The primary frontline role is a Receptionist. SLAs include coverage, wait times, and visitor satisfaction.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-04,CAT-FR-010,CAT-FR-010,Mailroom & Document Services,"Operate mailroom and document services, including receiving/sorting deliveries, scanning, routing, and chain-of-custody handling where required. The primary frontline role is a Mailroom/Document Services Associate. SLAs typically include processing turnaround time, routing accuracy, and loss/damage incident rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-05,CAT-FR-010,CAT-FR-010,Mailroom Operations & Package Handling,"Run mailroom workflows including inbound sorting, outbound shipping, package receiving, delivery routes, and tracking with chain-of-custody controls. Primary frontline role is a Mailroom Clerk. Output unit is a parcel processed; SLAs include delivery timeliness, scan accuracy, and loss/damage rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-06,CAT-FR-010,CAT-FR-010,Reception & Visitor Management,"Manage front-desk reception and visitor check-in/out, including ID verification, host notifications, and basic workplace support. The primary frontline role is a Receptionist or Workplace Experience Associate. SLAs commonly include visitor wait time, check-in accuracy, and service satisfaction scores.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FR-010-01-07,CAT-FR-010,CAT-FR-010,"Workplace Moves, Adds & Changes (MAC) Services","Coordinate workplace moves including desk reconfigurations, furniture relocation, IT handoffs, and space readiness checklists. The primary frontline role is a Workplace Coordinator. SLAs include move schedule adherence, completion quality, and incident-free transitions.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-001-01-01,CAT-FA-001,CAT-FA-001,Accounts Payable Operations,"Run core AP workflows including invoice intake, matching, exception handling, and payment scheduling in finance systems. The primary frontline role is an Accounts Payable Specialist. SLAs commonly include invoice cycle time, exception resolution time, and payment accuracy/duplicate prevention rates.",Async,T&M,Hour,Accounts_Payable,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-001-01-02,CAT-FA-001,CAT-FA-001,Supplier Master Data Management Services,"Onboard and maintain supplier master records (bank details, tax IDs, remittance info) with validation and audit controls. The primary frontline role is a Master Data Analyst. SLAs typically include onboarding turnaround time, data accuracy, and compliance/verification completion rates.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-002-01-01,CAT-FA-002,CAT-FA-002,Accounts Receivable Operations,"Execute AR workflows such as customer invoicing support, cash posting coordination, and routine account maintenance. The primary frontline role is an Accounts Receivable Specialist. SLAs commonly include billing accuracy, posting turnaround time, and backlog/aging reduction targets.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-002-01-02,CAT-FA-002,CAT-FA-002,Debt Collections Services,"Contact customers to recover overdue balances and manage payment promises and disputes within collections playbooks. The primary frontline role is a Collections Agent. SLAs typically include contact rate, promise-to-pay fulfillment, and dispute resolution turnaround time.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-003-01-01,CAT-FA-003,CAT-FA-003,Financial Consolidation Services,"Perform consolidation activities such as entity roll-ups, eliminations, and consolidation system updates to produce group financials. The primary frontline role is a Consolidation Analyst. SLAs typically include consolidation timetable adherence, accuracy of eliminations, and rework/adjustment rates.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-003-01-02,CAT-FA-003,CAT-FA-003,Month-End Close Management,"Coordinate and execute close activities (close checklist, journal processing support, variance prep) to meet period-end deadlines. The primary frontline role is a Close Analyst. SLAs commonly include close-cycle duration, task on-time completion, and rework/error rates.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-004-01-01,CAT-FA-004,CAT-FA-004,Corporate Travel & Lodging,"Coordinate corporate travel bookings and itinerary changes while applying travel policies and preferred supplier programs. The primary frontline role is a Corporate Travel Coordinator. SLAs typically include booking response time, itinerary accuracy, and traveler support resolution time.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-004-01-02,CAT-FA-004,CAT-FA-004,Travel Policy Compliance & Expense Audit,"Coordinate corporate travel bookings and itinerary changes while applying travel policies and preferred supplier programs. The primary frontline role is a Corporate Travel Coordinator. SLAs typically include booking response time, itinerary accuracy, and traveler support resolution time.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-005-01-01,CAT-FA-005,CAT-FA-005,Corporate Card & Expense Policy Administration,"Administer corporate card programs and expense policies, including cardholder setup, limit changes, and policy exception tracking. The primary frontline role is a T&E Program Administrator. SLAs typically include request turnaround time, policy compliance rates, and issue resolution time for card incidents.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-005-01-02,CAT-FA-005,CAT-FA-005,Expense Reimbursement Processing,"Process employee expense reports and reimbursements, including policy checks, receipt validation, and exception handling. The primary frontline role is an Expense Processing Specialist. SLAs commonly include reimbursement turnaround time, audit accuracy, and exception resolution time.",Async,T&M,Hour,Order_Processing,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-006-01-01,CAT-FA-006,CAT-FA-006,Account Reconciliation Services,"Reconcile balance sheet accounts by matching subledgers and supporting documents, investigating variances, and documenting adjustments. The primary frontline role is a Reconciliation Analyst. SLAs typically include reconciliation completion timeliness, break resolution time, and documentation quality/QA.",Async,T&M,Hour,GL_Reconciliation,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-006-01-02,CAT-FA-006,CAT-FA-006,Journal Entry Processing,"Prepare and post journal entries following close calendars and approval workflows to keep the general ledger accurate. The primary frontline role is a General Accounting Analyst. SLAs often include posting accuracy, cut-off compliance, and turnaround time for entry requests.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-007-01-01,CAT-FA-007,CAT-FA-007,Intercompany Allocations,"Calculate and book intercompany allocations for shared services, overhead, or cost recharges according to allocation rules and calendars. The primary frontline role is an Intercompany Accounting Analyst. SLAs typically include posting timeliness, allocation accuracy, and dispute resolution cycle time.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-007-01-02,CAT-FA-007,CAT-FA-007,Intercompany Recharge Administration,"Administer intercompany recharge processes by managing chargeback files, supporting documentation, and settlement follow-ups. The primary frontline role is an Intercompany Recharge Administrator. SLAs commonly include cycle-time adherence, documentation completeness, and out-of-balance issue resolution time.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
