Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence,Source,Usage_Count,Created_Date,Is_Active,Tower_Code
ALI-01445,workplace strategy services,ST-FR-009-01-01,Workplace Strategy Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-01446,synthetic data generation services,ST-AI-004-01-02,Synthetic Data Generation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,AI
ALI-01447,synthetic,ST-AI-004-01-02,Synthetic Data Generation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,AI
ALI-01448,data,ST-AI-004-01-02,Synthetic Data Generation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,AI
ALI-01449,customer experience analytics services,ST-CO-002-01-02,Customer Experience Analytics Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01450,customer,ST-CO-002-01-02,Customer Experience Analytics Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01451,experience,ST-CO-002-01-02,Customer Experience Analytics Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01452,customer experience training & nesting support,ST-CO-002-01-03,Customer Experience Training & Nesting Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01453,customer,ST-CO-002-01-03,Customer Experience Training & Nesting Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01454,experience,ST-CO-002-01-03,Customer Experience Training & Nesting Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01455,quality assurance & monitoring services,ST-CO-002-01-04,Quality Assurance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01456,quality,ST-CO-002-01-04,Quality Assurance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01457,assurance,ST-CO-002-01-04,Quality Assurance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01458,workforce management & scheduling services,ST-CO-002-01-05,Workforce Management & Scheduling Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01459,workforce,ST-CO-002-01-05,Workforce Management & Scheduling Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01460,management,ST-CO-002-01-05,Workforce Management & Scheduling Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01461,customer inquiry & case resolution services,ST-CO-004-01-03,Customer Inquiry & Case Resolution Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01462,customer,ST-CO-004-01-03,Customer Inquiry & Case Resolution Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01463,inquiry,ST-CO-004-01-03,Customer Inquiry & Case Resolution Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01464,digital & messaging support,ST-CO-004-01-04,Digital & Messaging Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01465,digital,ST-CO-004-01-04,Digital & Messaging Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01466,messaging,ST-CO-004-01-04,Digital & Messaging Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01467,email & messaging support operations,ST-CO-004-01-05,Email & Messaging Support Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01468,email,ST-CO-004-01-05,Email & Messaging Support Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01469,messaging,ST-CO-004-01-05,Email & Messaging Support Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01470,escalations & complaints management,ST-CO-004-01-06,Escalations & Complaints Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01471,escalations,ST-CO-004-01-06,Escalations & Complaints Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01472,complaints,ST-CO-004-01-06,Escalations & Complaints Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01473,inbound contact center agent services,ST-CO-004-01-07,Inbound Contact Center Agent Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01474,inbound,ST-CO-004-01-07,Inbound Contact Center Agent Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01475,contact,ST-CO-004-01-07,Inbound Contact Center Agent Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01476,inbound voice support,ST-CO-004-01-08,Inbound Voice Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01477,inbound,ST-CO-004-01-08,Inbound Voice Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01478,voice,ST-CO-004-01-08,Inbound Voice Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01479,multilingual & overflow support services,ST-CO-004-01-09,Multilingual & Overflow Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01480,multilingual,ST-CO-004-01-09,Multilingual & Overflow Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01481,overflow,ST-CO-004-01-09,Multilingual & Overflow Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01482,outbound contact center sales & retention services,ST-CO-004-01-10,Outbound Contact Center Sales & Retention Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01483,outbound,ST-CO-004-01-10,Outbound Contact Center Sales & Retention Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01484,contact,ST-CO-004-01-10,Outbound Contact Center Sales & Retention Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01485,outbound customer contact services,ST-CO-004-01-11,Outbound Customer Contact Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01486,outbound,ST-CO-004-01-11,Outbound Customer Contact Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01487,customer,ST-CO-004-01-11,Outbound Customer Contact Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01488,customer renewal & expansion support,ST-CO-005-01-04,Customer Renewal & Expansion Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01489,customer,ST-CO-005-01-04,Customer Renewal & Expansion Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01490,renewal,ST-CO-005-01-04,Customer Renewal & Expansion Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01491,customer retention & win-back services,ST-CO-005-01-05,Customer Retention & Win-Back Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01492,customer,ST-CO-005-01-05,Customer Retention & Win-Back Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01493,retention,ST-CO-005-01-05,Customer Retention & Win-Back Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01494,proactive customer success management,ST-CO-005-01-06,Proactive Customer Success Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01495,proactive,ST-CO-005-01-06,Proactive Customer Success Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01496,customer,ST-CO-005-01-06,Proactive Customer Success Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01497,voice of customer & feedback operations,ST-CO-005-01-07,Voice of Customer & Feedback Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01498,voice,ST-CO-005-01-07,Voice of Customer & Feedback Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01499,customer,ST-CO-005-01-07,Voice of Customer & Feedback Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01500,billing & subscription support services,ST-CO-006-01-02,Billing & Subscription Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01501,billing,ST-CO-006-01-02,Billing & Subscription Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01502,subscription,ST-CO-006-01-02,Billing & Subscription Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01503,catalog & product content management,ST-CO-006-01-03,Catalog & Product Content Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01504,catalog,ST-CO-006-01-03,Catalog & Product Content Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01505,product,ST-CO-006-01-03,Catalog & Product Content Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01506,collections & receivables management,ST-CO-006-01-04,Collections & Receivables Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01507,collections,ST-CO-006-01-04,Collections & Receivables Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01508,receivables,ST-CO-006-01-04,Collections & Receivables Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01509,marketplace operations & seller support,ST-CO-006-01-05,Marketplace Operations & Seller Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01510,marketplace,ST-CO-006-01-05,Marketplace Operations & Seller Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01511,operations,ST-CO-006-01-05,Marketplace Operations & Seller Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01512,order management & fulfillment support,ST-CO-006-01-06,Order Management & Fulfillment Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01513,order,ST-CO-006-01-06,Order Management & Fulfillment Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01514,management,ST-CO-006-01-06,Order Management & Fulfillment Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01515,subscription & renewal management services,ST-CO-006-01-07,Subscription & Renewal Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01516,subscription,ST-CO-006-01-07,Subscription & Renewal Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01517,renewal,ST-CO-006-01-07,Subscription & Renewal Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01518,outbound telesales services,ST-CO-007-01-05,Outbound Telesales Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01519,outbound,ST-CO-007-01-05,Outbound Telesales Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01520,telesales,ST-CO-007-01-05,Outbound Telesales Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01521,quote-to-cash deal desk support,ST-CO-007-01-06,Quote-to-Cash Deal Desk Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01522,quote-to-cash,ST-CO-007-01-06,Quote-to-Cash Deal Desk Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01523,deal,ST-CO-007-01-06,Quote-to-Cash Deal Desk Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01524,sales enablement content & training support,ST-CO-007-01-07,Sales Enablement Content & Training Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01525,sales,ST-CO-007-01-07,Sales Enablement Content & Training Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01526,enablement,ST-CO-007-01-07,Sales Enablement Content & Training Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01527,sales support & proposal services,ST-CO-007-01-08,Sales Support & Proposal Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01528,sales,ST-CO-007-01-08,Sales Support & Proposal Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01529,support,ST-CO-007-01-08,Sales Support & Proposal Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01530,knowledge base & self-service content operations,ST-CO-008-01-04,Knowledge Base & Self-Service Content Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01531,knowledge,ST-CO-008-01-04,Knowledge Base & Self-Service Content Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01532,base,ST-CO-008-01-04,Knowledge Base & Self-Service Content Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01533,tier 1 technical support services,ST-CO-008-01-05,Tier 1 Technical Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01534,tier,ST-CO-008-01-05,Tier 1 Technical Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01535,technical,ST-CO-008-01-05,Tier 1 Technical Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,CO
ALI-01536,child safety & exploitation response operations,ST-COP-003-01-03,Child Safety & Exploitation Response Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01537,child,ST-COP-003-01-03,Child Safety & Exploitation Response Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01538,safety,ST-COP-003-01-03,Child Safety & Exploitation Response Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01539,"fraud, scam & abuse investigation services",ST-COP-003-01-04,"Fraud, Scam & Abuse Investigation Services",MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01540,fraud,ST-COP-003-01-04,"Fraud, Scam & Abuse Investigation Services",MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01541,scam,ST-COP-003-01-04,"Fraud, Scam & Abuse Investigation Services",MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01542,policy enforcement operations,ST-COP-003-01-05,Policy Enforcement Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01543,policy,ST-COP-003-01-05,Policy Enforcement Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01544,enforcement,ST-COP-003-01-05,Policy Enforcement Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01545,user appeals & escalations management,ST-COP-003-01-06,User Appeals & Escalations Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01546,user,ST-COP-003-01-06,User Appeals & Escalations Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01547,appeals,ST-COP-003-01-06,User Appeals & Escalations Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01548,csam & illegal content triage,ST-COP-004-01-03,CSAM & Illegal Content Triage,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01549,csam,ST-COP-004-01-03,CSAM & Illegal Content Triage,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01550,illegal,ST-COP-004-01-03,CSAM & Illegal Content Triage,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01551,image moderation services,ST-COP-004-01-04,Image Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01552,image,ST-COP-004-01-04,Image Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01553,moderation,ST-COP-004-01-04,Image Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01554,text & comment moderation services,ST-COP-004-01-05,Text & Comment Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01555,text,ST-COP-004-01-05,Text & Comment Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01556,comment,ST-COP-004-01-05,Text & Comment Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01557,ugc community review & forum moderation,ST-COP-004-01-06,UGC Community Review & Forum Moderation,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01558,ugc,ST-COP-004-01-06,UGC Community Review & Forum Moderation,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01559,community,ST-COP-004-01-06,UGC Community Review & Forum Moderation,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01560,video & live stream moderation services,ST-COP-004-01-07,Video & Live Stream Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01561,video,ST-COP-004-01-07,Video & Live Stream Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01562,live,ST-COP-004-01-07,Video & Live Stream Moderation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,COP
ALI-01563,ci/cd pipeline engineering & operations,ST-ENG-001-01-01,CI/CD Pipeline Engineering & Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01564,pipeline,ST-ENG-001-01-01,CI/CD Pipeline Engineering & Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01565,engineering,ST-ENG-001-01-01,CI/CD Pipeline Engineering & Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01566,cloud infrastructure build & migration services,ST-ENG-001-01-02,Cloud Infrastructure Build & Migration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01567,cloud,ST-ENG-001-01-02,Cloud Infrastructure Build & Migration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01568,infrastructure,ST-ENG-001-01-02,Cloud Infrastructure Build & Migration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01569,cloud infrastructure engineering,ST-ENG-001-01-03,Cloud Infrastructure Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01570,cloud,ST-ENG-001-01-03,Cloud Infrastructure Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01571,infrastructure,ST-ENG-001-01-03,Cloud Infrastructure Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01572,devops & ci/cd pipeline services,ST-ENG-001-01-04,DevOps & CI/CD Pipeline Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01573,devops,ST-ENG-001-01-04,DevOps & CI/CD Pipeline Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01574,pipeline,ST-ENG-001-01-04,DevOps & CI/CD Pipeline Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01575,platform api & integration development services,ST-ENG-001-01-05,Platform API & Integration Development Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01576,platform,ST-ENG-001-01-05,Platform API & Integration Development Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01577,api,ST-ENG-001-01-05,Platform API & Integration Development Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01578,site reliability engineering (sre) services,ST-ENG-001-01-06,Site Reliability Engineering (SRE) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01579,site,ST-ENG-001-01-06,Site Reliability Engineering (SRE) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01580,reliability,ST-ENG-001-01-06,Site Reliability Engineering (SRE) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01581,embedded software & firmware development,ST-ENG-002-01-01,Embedded Software & Firmware Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01582,embedded,ST-ENG-002-01-01,Embedded Software & Firmware Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01583,software,ST-ENG-002-01-01,Embedded Software & Firmware Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01584,embedded software development services,ST-ENG-002-01-02,Embedded Software Development Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01585,embedded,ST-ENG-002-01-02,Embedded Software Development Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01586,software,ST-ENG-002-01-02,Embedded Software Development Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01587,embedded systems engineering,ST-ENG-002-01-03,Embedded Systems Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01588,embedded,ST-ENG-002-01-03,Embedded Systems Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01589,systems,ST-ENG-002-01-03,Embedded Systems Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01590,hardware design verification & validation services,ST-ENG-002-01-04,Hardware Design Verification & Validation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01591,hardware,ST-ENG-002-01-04,Hardware Design Verification & Validation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01592,design,ST-ENG-002-01-04,Hardware Design Verification & Validation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01593,hardware testing & certification support,ST-ENG-002-01-05,Hardware Testing & Certification Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01594,hardware,ST-ENG-002-01-05,Hardware Testing & Certification Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01595,testing,ST-ENG-002-01-05,Hardware Testing & Certification Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01596,pcb & hardware design services,ST-ENG-002-01-06,PCB & Hardware Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01597,pcb,ST-ENG-002-01-06,PCB & Hardware Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01598,hardware,ST-ENG-002-01-06,PCB & Hardware Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01599,simulation & cae services,ST-ENG-002-01-07,Simulation & CAE Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01600,simulation,ST-ENG-002-01-07,Simulation & CAE Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01601,cae,ST-ENG-002-01-07,Simulation & CAE Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01602,product management & roadmap support,ST-ENG-003-01-01,Product Management & Roadmap Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01603,product,ST-ENG-003-01-01,Product Management & Roadmap Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01604,management,ST-ENG-003-01-01,Product Management & Roadmap Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01605,product prototyping & wireframing,ST-ENG-003-01-02,Product Prototyping & Wireframing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01606,product,ST-ENG-003-01-02,Product Prototyping & Wireframing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01607,prototyping,ST-ENG-003-01-02,Product Prototyping & Wireframing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01608,ui/ux design production services,ST-ENG-003-01-03,UI/UX Design Production Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01609,design,ST-ENG-003-01-03,UI/UX Design Production Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01610,production,ST-ENG-003-01-03,UI/UX Design Production Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01611,ui/ux design services,ST-ENG-003-01-04,UI/UX Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01612,design,ST-ENG-003-01-04,UI/UX Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01613,services,ST-ENG-003-01-04,UI/UX Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01614,ux research & usability testing,ST-ENG-003-01-05,UX Research & Usability Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01615,research,ST-ENG-003-01-05,UX Research & Usability Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01616,usability,ST-ENG-003-01-05,UX Research & Usability Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01617,ux research operations & participant recruitment,ST-ENG-003-01-06,UX Research Operations & Participant Recruitment,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01618,research,ST-ENG-003-01-06,UX Research Operations & Participant Recruitment,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01619,operations,ST-ENG-003-01-06,UX Research Operations & Participant Recruitment,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01620,ux/ui design services,ST-ENG-003-01-07,UX/UI Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01621,design,ST-ENG-003-01-07,UX/UI Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01622,services,ST-ENG-003-01-07,UX/UI Design Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01623,product backlog administration & jira operations,ST-ENG-004-01-01,Product Backlog Administration & Jira Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01624,product,ST-ENG-004-01-01,Product Backlog Administration & Jira Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01625,backlog,ST-ENG-004-01-01,Product Backlog Administration & Jira Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01626,release planning & roadmap coordination,ST-ENG-004-01-02,Release Planning & Roadmap Coordination,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01627,release,ST-ENG-004-01-02,Release Planning & Roadmap Coordination,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01628,planning,ST-ENG-004-01-02,Release Planning & Roadmap Coordination,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01629,manual functional testing services,ST-ENG-005-01-01,Manual Functional Testing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01630,manual,ST-ENG-005-01-01,Manual Functional Testing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01631,functional,ST-ENG-005-01-01,Manual Functional Testing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01632,manual qa & functional testing,ST-ENG-005-01-02,Manual QA & Functional Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01633,manual,ST-ENG-005-01-02,Manual QA & Functional Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01634,functional,ST-ENG-005-01-02,Manual QA & Functional Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01635,performance & load testing services,ST-ENG-005-01-03,Performance & Load Testing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01636,performance,ST-ENG-005-01-03,Performance & Load Testing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01637,load,ST-ENG-005-01-03,Performance & Load Testing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01638,security testing & code review services,ST-ENG-005-01-04,Security Testing & Code Review Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01639,security,ST-ENG-005-01-04,Security Testing & Code Review Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01640,testing,ST-ENG-005-01-04,Security Testing & Code Review Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01641,test automation engineering,ST-ENG-005-01-05,Test Automation Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01642,test,ST-ENG-005-01-05,Test Automation Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01643,automation,ST-ENG-005-01-05,Test Automation Engineering,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01644,test automation engineering services,ST-ENG-005-01-06,Test Automation Engineering Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
