Mapping_ID,Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes,Maxx_Rec_Tier,Price_Position,Typical_Delivery_Location
SVM-00969,ST-IT-003-01-01,VND-0008,Wipro,Leader,Gartner 2025,1,Established,1980,HIGH,2025-01,Analyst,"Digital workplace services, omnichannel",,,
SVM-00970,ST-IT-003-01-01,VND-0003,TCS,Major Contender,Gartner 2025,2,Established,1974,HIGH,2025-01,Analyst,"Service desk delivery, global operations",,,
SVM-00971,ST-IT-003-01-01,VND-0805,Getronics,Niche Player,Gartner 2025,3,Established,1998,MEDIUM,2025-01,Analyst,European digital workplace specialist,,,
SVM-00972,ST-IT-003-01-01,VND-0049,DXC Technology,Major Contender,Industry 2024,2,Established,2017,HIGH,2025-01,Analyst,"IT support services, service desk",,,
SVM-00973,ST-IT-003-01-02,VND-0001,Accenture,Leader,Everest 2025,1,Established,1989,HIGH,2025-01,Analyst,Service request fulfillment,,,
SVM-00974,ST-IT-003-01-02,VND-0009,Cognizant,Leader,Everest 2025,1,Established,1994,HIGH,2025-01,Analyst,Service request management,,,
SVM-00975,ST-IT-003-01-02,VND-0174,Unisys,Leader,Everest 2025,1,Established,1986,HIGH,2025-01,Analyst,Service request fulfillment,,,
SVM-00976,ST-IT-003-01-02,VND-0008,Wipro,Major Contender,Everest 2025,2,Established,1980,HIGH,2025-01,Analyst,Service request handling,,,
SVM-00977,ST-IT-003-01-02,VND-0003,TCS,Major Contender,Everest 2025,2,Established,1974,HIGH,2025-01,Analyst,Service request management,,,
SVM-00978,ST-IT-003-01-03,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,"Password reset services, IAM",,,
SVM-00979,ST-IT-003-01-03,VND-0009,Cognizant,Major Contender,Industry 2024,2,Established,1994,HIGH,2025-01,Analyst,"Identity management, password reset",,,
SVM-00980,ST-IT-003-01-03,VND-0174,Unisys,Major Contender,Industry 2024,2,Established,1986,HIGH,2025-01,Analyst,"Identity services, password management",,,
SVM-00981,ST-IT-003-01-03,VND-1169,Okta,Leader,Industry 2024,1,Established,2009,HIGH,2025-01,Analyst,Identity management platform,,,
SVM-00982,ST-IT-003-01-03,VND-1095,Microsoft Entra (Azure AD),Leader,Industry 2024,1,Established,2009,HIGH,2025-01,Analyst,Cloud identity platform,,,
SVM-00993,ST-IT-003-01-04,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Remote desktop support,,,
SVM-00994,ST-IT-003-01-04,VND-0009,Cognizant,Major Contender,Industry 2024,2,Established,1994,HIGH,2025-01,Analyst,Remote support delivery,,,
SVM-00995,ST-IT-003-01-04,VND-1544,TeamViewer,Leader,Industry 2024,1,Established,2005,HIGH,2025-01,Analyst,Remote support platform,,,
SVM-00996,ST-IT-003-01-04,VND-0311,AnyDesk,Star Performer,Industry 2024,2,Established,2014,MEDIUM,2025-01,Analyst,Remote desktop platform,,,
SVM-00997,ST-IT-003-01-04,VND-0534,ConnectWise Control,Major Contender,Industry 2024,2,Established,2007,HIGH,2025-01,Analyst,Remote support software,,,
SVM-00998,ST-IT-003-01-05,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,VIP/Executive support,,,
SVM-00999,ST-IT-003-01-05,VND-0174,Unisys,Leader,Industry 2024,1,Established,1986,HIGH,2025-01,Analyst,Premium support services,,,
SVM-01000,ST-IT-003-01-05,VND-0009,Cognizant,Major Contender,Industry 2024,2,Established,1994,HIGH,2025-01,Analyst,Executive support services,,,
SVM-01001,ST-IT-003-01-05,VND-0008,Wipro,Major Contender,Industry 2024,2,Established,1980,HIGH,2025-01,Analyst,Premium support delivery,,,
SVM-01002,ST-IT-003-01-06,VND-1426,ServiceNow,Leader,Industry 2024,1,Established,2002,HIGH,2025-01,Analyst,Self-service portal management,,,
SVM-01003,ST-IT-003-01-06,VND-0001,Accenture,Major Contender,Industry 2024,2,Established,1989,HIGH,2025-01,Analyst,"Portal services, implementation",,,
SVM-01004,ST-IT-003-01-06,VND-0375,BMC,Leader,Industry 2024,1,Established,1980,HIGH,2025-01,Analyst,ITSM portal services,,,
SVM-01005,ST-IT-003-01-06,VND-0349,Atlassian,Leader,Industry 2024,1,Established,2002,HIGH,2025-01,Analyst,"Service portal, service desk",,,
SVM-01006,ST-IT-003-01-06,VND-0776,Freshworks,Major Contender,Industry 2024,2,Established,2010,HIGH,2025-01,Analyst,"Service portal, ticketing",,,
SVM-01007,ST-IT-003-01-07,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Onboarding/Offboarding,,,
SVM-01008,ST-IT-003-01-07,VND-0009,Cognizant,Major Contender,Industry 2024,2,Established,1994,HIGH,2025-01,Analyst,Identity lifecycle management,,,
SVM-01009,ST-IT-003-01-07,VND-1169,Okta,Leader,Industry 2024,1,Established,2009,HIGH,2025-01,Analyst,"Identity provisioning, offboarding",,,
SVM-01010,ST-IT-003-01-07,VND-1394,Sailpoint,Leader,Industry 2024,1,Established,2005,HIGH,2025-01,Analyst,"Identity governance, onboarding",,,
SVM-01011,ST-IT-003-01-07,VND-1094,Microsoft Entra,Major Contender,Industry 2024,2,Established,2009,HIGH,2025-01,Analyst,"Identity lifecycle, provisioning",,,
SVM-01031,ST-IT-004-01-01,VND-0005,IBM,Leader,Everest 2024,1,Established,1911,HIGH,2025-01,Analyst,"Hybrid cloud leadership, OpenShift",,,
SVM-01032,ST-IT-004-01-01,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,Cloud platform services (ACP),,,
SVM-01033,ST-IT-004-01-01,VND-0004,Capgemini,Leader,Everest 2024,1,Established,1967,HIGH,2025-01,Analyst,Cloud infrastructure design/build,,,
SVM-01034,ST-IT-004-01-01,VND-0059,Deloitte,Leader,Gartner 2025,1,Established,1845,HIGH,2025-01,Analyst,Cloud transformation (5th consecutive year),,,
SVM-01035,ST-IT-004-01-01,VND-0003,TCS,Leader,Everest 2024,1,Established,1974,HIGH,2025-01,Analyst,Cloud infrastructure delivery,,,
SVM-01036,ST-IT-004-01-01,VND-0010,Infosys,Leader,Everest 2024,1,Established,1981,HIGH,2025-01,Analyst,"Cloud services, hyperscaler",,,
SVM-01037,ST-IT-004-01-01,VND-0008,Wipro,Leader,Everest 2024,1,Established,1980,HIGH,2025-01,Analyst,Cloud infrastructure operations,,,
SVM-01038,ST-IT-004-01-01,VND-0047,HCLTech,Leader,Everest 2024,1,Established,1999,HIGH,2025-01,Analyst,"Cloud infrastructure, VersaStack",,,
SVM-01039,ST-IT-004-01-01,VND-0174,Unisys,Leader,Everest 2024,1,Established,1986,HIGH,2025-01,Analyst,Cloud operations (mid-market),,,
SVM-01040,ST-IT-004-01-01,VND-0053,Persistent Systems,Major Contender,ISG 2024,2,Established,1990,HIGH,2025-01,Analyst,Cloud modernization (next-gen ADM),,,
SVM-01051,ST-IT-004-01-02,VND-1559,Ternary,Leader,ISG 2024,1,Emerging,2017,HIGH,2025-01,Analyst,Multicloud FinOps leader,,,
SVM-01052,ST-IT-004-01-02,VND-0750,Flexera,Leader,Forrester 2024,1,Established,1988,HIGH,2025-01,Analyst,"CCMO leader, ITAM \+ cloud",,,
SVM-01053,ST-IT-004-01-02,VND-0839,Harness,Leader,Forrester 2024,1,Emerging,2017,HIGH,2025-01,Analyst,"Auto-stopping, cluster optimization",,,
SVM-01054,ST-IT-004-01-02,VND-1118,Morpheus Data,Strong Performer,Forrester 2024,2,Established,2012,MEDIUM,2025-01,Analyst,"Multicloud management, automation",,,
SVM-01055,ST-IT-004-01-02,VND-0503,CloudBolt,Contender,Forrester 2024,3,Established,2009,HIGH,2025-01,Analyst,Cloud cost \+ multicloud,,,
SVM-01056,ST-IT-004-01-02,VND-0507,Cloudzerox,Emerging,Industry 2024,3,Emerging,2020,MEDIUM,2025-01,Analyst,Pure-play cloud cost analytics,,,
SVM-01057,ST-IT-004-01-02,VND-0960,Kion,Evaluated,Forrester 2024,3,Emerging,2017,MEDIUM,2025-01,Analyst,Cloud cost \+ governance,,,
SVM-01075,ST-IT-004-01-03,VND-0005,IBM,Leader,Everest 2024,1,Established,1911,HIGH,2025-01,Analyst,Cloud backup & recovery,,,
SVM-01076,ST-IT-004-01-03,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,Cloud backup services,,,
SVM-01077,ST-IT-004-01-03,VND-1640,Veeam,Leader,Industry 2024,1,Established,2006,HIGH,2025-01,Analyst,Cloud backup platform,,,
SVM-01078,ST-IT-004-01-03,VND-0518,Cohesity,Leader,Industry 2024,1,Established,2013,HIGH,2025-01,Analyst,Cloud backup platform,,,
SVM-01079,ST-IT-004-01-03,VND-0245,AWS Backup,Leader,Industry 2024,1,Established,2019,HIGH,2025-01,Analyst,Managed backup service,,,
SVM-01080,ST-IT-004-01-04,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Multicloud management,,,
SVM-01081,ST-IT-004-01-04,VND-0174,Unisys,Leader,Industry 2024,1,Established,1986,HIGH,2025-01,Analyst,Multicloud operations,,,
SVM-01082,ST-IT-004-01-04,VND-1118,Morpheus Data,Leader,Industry 2024,1,Established,2012,HIGH,2025-01,Analyst,Multicloud platform,,,
SVM-01083,ST-IT-004-01-04,VND-1406,Scalr,Star Performer,Industry 2024,2,Established,2008,MEDIUM,2025-01,Analyst,Multicloud infrastructure,,,
SVM-01093,ST-IT-005-01-01,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,"Comprehensive SOC services, mySecurity",,,
SVM-01094,ST-IT-005-01-01,VND-0059,Deloitte,Leader,Everest 2024,1,Established,1845,HIGH,2025-01,Analyst,"SOC transformation, GRC",,,
SVM-01095,ST-IT-005-01-01,VND-0003,TCS,Leader,Everest 2024,1,Established,1974,HIGH,2025-01,Analyst,Large-scale SOC delivery,,,
SVM-01096,ST-IT-005-01-01,VND-0005,IBM,Leader,Everest 2024,1,Established,1911,HIGH,2025-01,Analyst,Enterprise SOC services,,,
SVM-01097,ST-IT-005-01-01,VND-0047,HCLTech,Leader,Everest 2024,1,Established,1999,HIGH,2025-01,Analyst,"SOC operations, threat intelligence",,,
SVM-01098,ST-IT-005-01-01,VND-0008,Wipro,Leader,Everest 2024,1,Established,1980,HIGH,2025-01,Analyst,"SOC operations, security",,,
SVM-01099,ST-IT-005-01-01,VND-0706,Eviden (Atos),Leader,Everest 2025,1,Established,1997,HIGH,2025-01,Analyst,"MDR \+ SOC, European leader",,,
SVM-01100,ST-IT-005-01-01,VND-0048,NTT DATA,Leader,Everest 2025,1,Established,1987,HIGH,2025-01,Analyst,"SOC/MDR services, global",,,
SVM-01101,ST-IT-005-01-01,VND-0061,EY,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,Cybersecurity services,,,
SVM-01102,ST-IT-005-01-01,VND-0185,LevelBlue,Leader,ISG 2024,1,Established,2004,HIGH,2025-01,Analyst,MSS leader (US midmarket),,,
SVM-01103,ST-IT-005-01-02,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,"Incident response, threat hunting",,,
SVM-01104,ST-IT-005-01-02,VND-0059,Deloitte,Leader,Industry 2024,1,Established,1845,HIGH,2025-01,Analyst,"Incident response, forensics",,,
SVM-01105,ST-IT-005-01-02,VND-0005,IBM,Leader,Industry 2024,1,Established,1911,HIGH,2025-01,Analyst,Incident response (Mandiant),,,
SVM-01106,ST-IT-005-01-02,VND-1049,Mandiant (Google Cloud),Leader,Industry 2024,1,Established,2004,HIGH,2025-01,Analyst,Incident response specialist,,,
SVM-01107,ST-IT-005-01-02,VND-1656,Verizon RISK,Leader,Industry 2024,1,Established,2008,HIGH,2025-01,Analyst,Incident response services,,,
SVM-01108,ST-IT-005-01-03,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Vulnerability management,,,
SVM-01109,ST-IT-005-01-03,VND-0059,Deloitte,Leader,Industry 2024,1,Established,1845,HIGH,2025-01,Analyst,Vulnerability consulting,,,
SVM-01110,ST-IT-005-01-03,VND-0181,Tenable,Leader,Industry 2024,1,Established,2002,HIGH,2025-01,Analyst,Vulnerability management platform,,,
SVM-01111,ST-IT-005-01-03,VND-0180,Qualys,Leader,Industry 2024,1,Established,1999,HIGH,2025-01,Analyst,"VM platform, cloud-native",,,
SVM-01112,ST-IT-005-01-03,VND-0179,Rapid7,Leader,Industry 2024,1,Established,2000,HIGH,2025-01,Analyst,Vulnerability management,,,
SVM-01113,ST-IT-005-01-04,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Penetration testing services,,,
SVM-01114,ST-IT-005-01-04,VND-0059,Deloitte,Leader,Industry 2024,1,Established,1845,HIGH,2025-01,Analyst,"Penetration testing, ethical hacking",,,
SVM-01115,ST-IT-005-01-04,VND-0178,Mandiant,Leader,Industry 2024,1,Established,2004,HIGH,2025-01,Analyst,Penetration testing services,,,
SVM-01116,ST-IT-005-01-04,VND-0423,Bugcrowd,Leader,Industry 2024,1,Established,2012,HIGH,2025-01,Analyst,Crowdsourced penetration testing,,,
SVM-01117,ST-IT-005-01-04,VND-0835,HackerOne,Leader,Industry 2024,1,Established,2012,HIGH,2025-01,Analyst,"Bug bounty, penetration testing",,,
SVM-01118,ST-IT-005-01-05,VND-0001,Accenture,Leader,Everest 2025,1,Established,1989,HIGH,2025-01,Analyst,"MDR services, mySecurity",,,
SVM-01119,ST-IT-005-01-05,VND-0059,Deloitte,Leader,Everest 2025,1,Established,1845,HIGH,2025-01,Analyst,MDR services,,,
SVM-01120,ST-IT-005-01-05,VND-0705,Eviden,Leader,Everest 2025,1,Established,1997,HIGH,2025-01,Analyst,"MDR leader, threat hunting",,,
SVM-01121,ST-IT-005-01-05,VND-0047,HCLTech,Leader,Everest 2025,1,Established,1999,HIGH,2025-01,Analyst,MDR services,,,
SVM-01122,ST-IT-005-01-05,VND-0005,IBM,Leader,Everest 2025,1,Established,1911,HIGH,2025-01,Analyst,Comprehensive MDR,,,
SVM-01123,ST-IT-005-01-05,VND-0048,NTT DATA,Leader,Everest 2025,1,Established,1987,HIGH,2025-01,Analyst,"MDR services, 24/7",,,
SVM-01124,ST-IT-005-01-05,VND-0003,TCS,Leader,Everest 2025,1,Established,1974,HIGH,2025-01,Analyst,Large-scale MDR,,,
SVM-01125,ST-IT-005-01-05,VND-0008,Wipro,Leader,Everest 2025,1,Established,1980,HIGH,2025-01,Analyst,MDR services,,,
SVM-01126,ST-IT-005-01-05,VND-0711,Expel,Representative,Gartner 2025,2,Emerging,2014,MEDIUM,2025-01,Analyst,Human-led threat investigation,,,
SVM-01127,ST-IT-005-01-05,VND-0185,LevelBlue,Leader,ISG 2024,1,Established,2004,HIGH,2025-01,Analyst,Enhanced MDR (2nd consecutive year),,,
SVM-01134,ST-IT-005-01-06,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Security awareness training,,,
SVM-01135,ST-IT-005-01-06,VND-0059,Deloitte,Major Contender,Industry 2024,2,Established,1845,HIGH,2025-01,Analyst,Security training consulting,,,
SVM-01136,ST-IT-005-01-06,VND-0967,KnowBe4,Leader,Industry 2024,1,Established,2010,HIGH,2025-01,Analyst,Awareness training platform,,,
SVM-01137,ST-IT-005-01-06,VND-1272,Proofpoint,Leader,Industry 2024,1,Established,2002,HIGH,2025-01,Analyst,Security awareness platform,,,
SVM-01138,ST-IT-005-01-06,VND-0901,Infosec,Star Performer,Industry 2024,2,Established,2011,MEDIUM,2025-01,Analyst,"Security training, certifications",,,
SVM-01139,ST-IT-005-01-07,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,SIEM management services,,,
SVM-01140,ST-IT-005-01-07,VND-0005,IBM,Leader,Industry 2024,1,Established,1911,HIGH,2025-01,Analyst,"SIEM services, QRadar",,,
SVM-01141,ST-IT-005-01-07,VND-1475,Splunk,Leader,Industry 2024,1,Established,2003,HIGH,2025-01,Analyst,"SIEM platform, monitoring",,,
SVM-01142,ST-IT-005-01-07,VND-1098,Microsoft Sentinel,Leader,Industry 2024,1,Established,2019,HIGH,2025-01,Analyst,Cloud SIEM platform,,,
SVM-01143,ST-IT-005-01-07,VND-0663,Elastic Security,Major Contender,Industry 2024,2,Established,2011,HIGH,2025-01,Analyst,SIEM \+ EDR platform,,,
SVM-01144,ST-IT-005-01-08,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,EDR management services,,,
SVM-01145,ST-IT-005-01-08,VND-0005,IBM,Leader,Industry 2024,1,Established,1911,HIGH,2025-01,Analyst,EDR services,,,
SVM-01146,ST-IT-005-01-08,VND-0063,CrowdStrike,Leader,Industry 2024,1,Established,2011,HIGH,2025-01,Analyst,EDR platform leader,,,
SVM-01147,ST-IT-005-01-08,VND-1093,Microsoft Defender,Leader,Industry 2024,1,Established,2016,HIGH,2025-01,Analyst,"EDR \+ SIEM, Windows-native",,,
SVM-01148,ST-IT-005-01-08,VND-0175,SentinelOne,Leader,Industry 2024,1,Established,2013,HIGH,2025-01,Analyst,Autonomous EDR/XDR,,,
SVM-01154,ST-IT-005-01-09,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,Network security operations,,,
SVM-01155,ST-IT-005-01-09,VND-0005,IBM,Major Contender,Industry 2024,2,Established,1911,HIGH,2025-01,Analyst,Network security services,,,
SVM-01156,ST-IT-005-01-09,VND-0064,Palo Alto Networks,Leader,Industry 2024,1,Established,2005,HIGH,2025-01,Analyst,Network security platform,,,
SVM-01157,ST-IT-005-01-09,VND-0177,Fortinet,Leader,Industry 2024,1,Established,2000,HIGH,2025-01,Analyst,Network security appliances,,,
SVM-01158,ST-IT-005-01-09,VND-0491,Cisco Security,Leader,Industry 2024,1,Established,1984,HIGH,2025-01,Analyst,Network security services,,,
SVM-01169,ST-IT-006-01-01,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,"End-to-end data engineering, AI",,,
SVM-01170,ST-IT-006-01-01,VND-0004,Capgemini,Leader,Everest 2024,1,Established,1967,HIGH,2025-01,Analyst,"Data modernization, analytics",,,
SVM-01171,ST-IT-006-01-01,VND-0009,Cognizant,Leader,Everest 2024,1,Established,1994,HIGH,2025-01,Analyst,"Advanced analytics, AI/ML",,,
SVM-01172,ST-IT-006-01-01,VND-0059,Deloitte,Leader,Everest 2024,1,Established,1845,HIGH,2025-01,Analyst,"Data strategy, analytics",,,
SVM-01173,ST-IT-006-01-01,VND-0005,IBM,Leader,Everest 2024,1,Established,1911,HIGH,2025-01,Analyst,"Analytics cloud, AI/ML",,,
SVM-01174,ST-IT-006-01-01,VND-0010,Infosys,Leader,Everest 2024,1,Established,1981,HIGH,2025-01,Analyst,Data modernization,,,
SVM-01175,ST-IT-006-01-01,VND-0003,TCS,Leader,Everest 2024,1,Established,1974,HIGH,2025-01,Analyst,Large-scale data services,,,
SVM-01176,ST-IT-006-01-01,VND-0008,Wipro,Leader,Everest 2024,1,Established,1980,HIGH,2025-01,Analyst,Data intelligence (WDIS),,,
SVM-01177,ST-IT-006-01-01,VND-0647,EXL Analytics,Leader,Everest 2024,1,Established,1999,HIGH,2025-01,Analyst,Analytics/AI specialist,,,
SVM-01178,ST-IT-006-01-01,VND-0771,Fractal Analytics,Leader,Everest 2024,1,Established,2000,HIGH,2025-01,Analyst,AI-native consulting,,,
SVM-01251,ST-HR-001-01-01,VND-0309,Anthem,Leader,Industry Practice,1,Established,1996,HIGH,2025-01,Analyst,Major carrier with integrated claims adjudication; HIPAA-compliant processing,,,
SVM-01252,ST-HR-001-01-01,VND-1614,UnitedHealthcare,Major Contender,Industry Practice,2,Established,1977,HIGH,2025-01,Analyst,Large-scale claims adjudication with real-time processing,,,
SVM-01253,ST-HR-001-01-01,VND-0486,Cigna,Major Contender,Industry Practice,2,Established,1792,HIGH,2025-01,Analyst,Integrated medical/pharmacy claims processing,,,
SVM-01286,ST-HR-002-01-01,VND-0022,Korn Ferry,Leader,Industry Practice,1,Established,1969,HIGH,2025-01,Analyst,HR advisory services; transformation roadmaps,,,
SVM-01287,ST-HR-002-01-01,VND-1074,Mercer,Leader,Industry Practice,1,Established,1945,HIGH,2025-01,Analyst,HR strategy; cost optimization,,,
SVM-01294,ST-HR-003-01-01,VND-0030,Magnit,Leader,Industry Practice,1,Established,1998,HIGH,2025-01,Analyst,Contingent workforce mgmt; 17.4% market share,,,
SVM-01295,ST-HR-003-01-01,VND-0154,SAP Fieldglass,Major Contender,Industry Practice,2,Established,2012,HIGH,2025-01,Analyst,Contingent labor management platform,,,
SVM-01306,ST-HR-004-01-01,VND-0234,ADP SmartCompliance,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,Unemployment claims mgmt; 50-state compliance,,,
SVM-01307,ST-HR-004-01-01,VND-1417,Sedgwick,Major Contender,Industry Practice,2,Established,1998,HIGH,2025-01,Analyst,UC claims mgmt; cost savings focus,,,
SVM-01308,ST-HR-004-01-02,VND-1417,Sedgwick,Leader,Industry Practice,1,Established,1998,HIGH,2025-01,Analyst,Workers comp claims admin; 50+ yrs experience,,,
SVM-01309,ST-HR-004-01-02,VND-1672,Voya Specialty Benefits,Major Contender,Industry Practice,2,Established,2011,HIGH,2025-01,Analyst,Workers comp TPA services,,,
SVM-01686,ST-SC-001-01-01,VND-0041,Genpact,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01687,ST-SC-001-01-01,VND-0001,Accenture,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01688,ST-SC-001-01-01,VND-0010,Infosys,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01689,ST-SC-001-01-01,VND-0003,TCS,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01690,ST-SC-001-01-01,VND-1027,LogicSource,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01691,ST-SC-001-01-01,VND-1155,Nexdigm,Emerging,Everest 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01692,ST-SC-001-01-01,VND-0187,Datamatics,Emerging,Everest 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01693,ST-SC-001-01-01,VND-0009,Cognizant,Emerging,Everest 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01694,ST-SC-001-01-02,VND-0001,Accenture,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01695,ST-SC-001-01-02,VND-0041,Genpact,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01696,ST-SC-001-01-02,VND-0005,IBM,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01697,ST-SC-001-01-02,VND-0010,Infosys,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01698,ST-SC-001-01-02,VND-0004,Capgemini,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01699,ST-SC-001-01-02,VND-0479,Chain IQ,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01700,ST-SC-001-01-02,VND-0549,Corbus,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01701,ST-SC-001-01-02,VND-0644,EPG,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01710,ST-SC-001-01-03,VND-0041,Genpact,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01711,ST-SC-001-01-03,VND-0001,Accenture,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01712,ST-SC-001-01-03,VND-0003,TCS,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01713,ST-SC-001-01-03,VND-0010,Infosys,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01714,ST-SC-001-01-03,VND-0047,HCLTech,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01715,ST-SC-001-01-03,VND-0710,Exela Technologies,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01716,ST-SC-001-01-03,VND-0549,Corbus,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01717,ST-SC-001-01-03,VND-1643,Velocity,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01726,ST-SC-001-01-04,VND-0001,Accenture,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01727,ST-SC-001-01-04,VND-0041,Genpact,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01728,ST-SC-001-01-04,VND-0004,Capgemini,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01729,ST-SC-001-01-04,VND-0010,Infosys,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01730,ST-SC-001-01-04,VND-0003,TCS,Leader,Everest 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01731,ST-SC-001-01-04,VND-0193,WNS Procurement,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01732,ST-SC-001-01-04,VND-0644,EPG,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01733,ST-SC-001-01-04,VND-1027,LogicSource,Emerging,Everest 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01758,ST-SC-002-01-01,VND-0041,Genpact,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01759,ST-SC-002-01-01,VND-0001,Accenture,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01760,ST-SC-002-01-01,VND-0010,Infosys,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01761,ST-SC-002-01-01,VND-0047,HCLTech,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01762,ST-SC-002-01-01,VND-0005,IBM,Leader,Everest 2024-25,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01763,ST-SC-002-01-01,VND-1027,LogicSource,Emerging,Everest 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01764,ST-SC-002-01-01,VND-0006,Conduent,Emerging,Everest 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01765,ST-SC-002-01-01,VND-0549,Corbus,Emerging,Everest 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01790,ST-SC-003-01-01,VND-0093,Kuehne+Nagel,Leader,"A\&A 2025, Flexible 2024",1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01791,ST-SC-003-01-01,VND-0091,DHL,Leader,"A\&A 2025, Flexible 2024",1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01792,ST-SC-003-01-01,VND-0092,DSV,Leader,"A\&A 2025, Flexible 2024",1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01793,ST-SC-003-01-01,VND-0197,DB Schenker,Leader,"A\&A 2025, Flexible 2024",1,Established,,HIGH,2025-01,Analyst,,,,
