Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence
ALI-00347,data drift detection,ST-AI-005-03-03,Data Drift Detection,HIGH
ALI-00348,data engineering,ST-IT-006-01-01,Data Engineering Services,MEDIUM
ALI-00349,data engineering services,ST-IT-006-01-01,Data Engineering Services,HIGH
ALI-00350,data entry,ST-CO-005-02-01,Data Entry,HIGH
ALI-00351,data governance,ST-IT-006-04-01,Data Governance Services,MEDIUM
ALI-00352,data governance services,ST-IT-006-04-01,Data Governance Services,HIGH
ALI-00353,data keying,ST-CO-005-02-01,Data Entry,MEDIUM
ALI-00354,data pipeline maintenance,ST-AI-003-01-02,Data Pipeline Maintenance,HIGH
ALI-00355,data quality,ST-AI-003-02-02,Data Quality Management,MEDIUM
ALI-00356,data quality management,ST-AI-003-02-02,Data Quality Management,HIGH
ALI-00357,data science / ml,ST-IT-006-03-01,Data Science / ML Services,MEDIUM
ALI-00358,data science / ml services,ST-IT-006-03-01,Data Science / ML Services,HIGH
ALI-00359,data warehouse design,ST-AI-003-02-01,Data Warehouse Design,HIGH
ALI-00360,database,ST-CL-004-01-02,Database Management,MEDIUM
ALI-00361,database backup & recovery,ST-IT-002-05-03,Database Backup & Recovery,HIGH
ALI-00362,database management,ST-CL-004-01-02,Database Management,HIGH
ALI-00363,database migration,ST-IT-002-05-09,Database Migration Services,MEDIUM
ALI-00364,database migration services,ST-IT-002-05-09,Database Migration Services,HIGH
ALI-00365,database monitoring,ST-IT-002-05-01,Database Monitoring,HIGH
ALI-00366,database patching & upgrades,ST-IT-002-05-05,Database Patching & Upgrades,HIGH
ALI-00367,database performance tuning,ST-IT-002-05-02,Database Performance Tuning,HIGH
ALI-00368,database provisioning,ST-IT-002-05-07,Database Provisioning,HIGH
ALI-00369,database security,ST-IT-002-05-04,Database Security Management,MEDIUM
ALI-00370,database security management,ST-IT-002-05-04,Database Security Management,HIGH
ALI-00371,day porter,ST-FR-005-02-01,Day Porter Services,MEDIUM
ALI-00372,day porter services,ST-FR-005-02-01,Day Porter Services,HIGH
ALI-00373,dcp mastering,ST-ME-003-01-01,DCP Mastering,HIGH
ALI-00374,debt/investment,ST-FA-005-01-07,Debt/Investment Management,MEDIUM
ALI-00375,debt/investment management,ST-FA-005-01-07,Debt/Investment Management,HIGH
ALI-00376,decision support,ST-FA-008-02-01,Financial Modeling,LOW
ALI-00377,decommissioning & remediation,ST-EN-007-03-01,Decommissioning & Remediation Services,MEDIUM
ALI-00378,decommissioning & remediation services,ST-EN-007-03-01,Decommissioning & Remediation Services,HIGH
ALI-00379,deductions/disputes,ST-FA-002-01-03,Deductions/Disputes Management,MEDIUM
ALI-00380,deductions/disputes management,ST-FA-002-01-03,Deductions/Disputes Management,HIGH
ALI-00381,demand forecasting,ST-SC-006-01-02,Demand Forecasting,HIGH
ALI-00382,demand planning,ST-SC-007-03-01,Demand Planning Services,MEDIUM
ALI-00383,demand planning services,ST-SC-007-03-01,Demand Planning Services,HIGH
ALI-00384,demand response,ST-EN-008-01-01,Demand Response Management,MEDIUM
ALI-00385,demand response management,ST-EN-008-01-01,Demand Response Management,HIGH
ALI-00386,departing employees,ST-HR-006-04-01,Outplacement Services,LOW
ALI-00387,dependent verification,ST-HR-007-02-02,Dependent Verification,HIGH
ALI-00388,desktop imaging,ST-IT-003-03-01,Desktop Imaging,HIGH
ALI-00389,desktop repair,ST-IT-003-02-03,Desktop Repair,HIGH
ALI-00390,devops implementation,ST-IT-001-05-01,DevOps Implementation,HIGH
ALI-00391,dfm analysis,ST-MO-004-01-02,DFM Analysis,HIGH
ALI-00392,die casting tooling,ST-MO-005-01-02,Die Casting Tooling,HIGH
ALI-00393,digital advertising,ST-PS-002-02-01,Digital Advertising,HIGH
ALI-00394,digital analytics,ST-ME-007-02-01,Digital Analytics Services,MEDIUM
ALI-00395,digital analytics services,ST-ME-007-02-01,Digital Analytics Services,HIGH
ALI-00396,digital archive,ST-ME-007-01-04,Digital Archive Management,MEDIUM
ALI-00397,digital archive management,ST-ME-007-01-04,Digital Archive Management,HIGH
ALI-00398,digital compositing,ST-ME-008-01-04,Digital Compositing,HIGH
ALI-00399,digital mailroom,ST-FR-006-01-03,Digital Mailroom,HIGH
ALI-00400,digital marketing,ST-PS-007-03-01,Digital Marketing Services,MEDIUM
ALI-00401,digital marketing services,ST-PS-007-03-01,Digital Marketing Services,HIGH
ALI-00402,digital strategy,ST-PS-003-02-01,Digital Strategy,HIGH
ALI-00403,digitization,ST-ME-006-02-01,Digitization Services,MEDIUM
ALI-00404,digitization services,ST-ME-006-02-01,Digitization Services,HIGH
ALI-00405,direct load control,ST-EN-008-01-03,Direct Load Control,HIGH
ALI-00406,disaster recovery as a,ST-IT-002-03-03,Disaster Recovery as a Service,MEDIUM
ALI-00407,disaster recovery as a service,ST-IT-002-03-03,Disaster Recovery as a Service,HIGH
ALI-00408,discount capture optimization,ST-FA-001-01-05,Discount Capture Optimization,HIGH
ALI-00409,dispute & litigation support,ST-PS-006-04-01,Dispute & Litigation Support Services,MEDIUM
ALI-00410,dispute & litigation support services,ST-PS-006-04-01,Dispute & Litigation Support Services,HIGH
ALI-00411,distribution center operations,ST-SC-004-04-01,Distribution Center Operations Services,MEDIUM
ALI-00412,distribution center operations services,ST-SC-004-04-01,Distribution Center Operations Services,HIGH
ALI-00413,distribution maintenance,ST-EN-004-02-01,Distribution Maintenance,HIGH
ALI-00414,dns/dhcp,ST-IT-002-04-07,DNS/DHCP Management,MEDIUM
ALI-00415,dns/dhcp management,ST-IT-002-04-07,DNS/DHCP Management,HIGH
ALI-00416,document,ST-CO-005-02-02,Document Processing,MEDIUM
ALI-00417,document annotation,ST-AI-002-06-01,Document Annotation Services,MEDIUM
ALI-00418,document annotation services,ST-AI-002-06-01,Document Annotation Services,HIGH
ALI-00419,document intelligence,ST-AI-001-03-03,Document Intelligence,HIGH
ALI-00420,document processing,ST-CO-005-02-02,Document Processing,HIGH
ALI-00421,document review,ST-PS-001-01-01,Document Review,HIGH
ALI-00422,domain expert rlhf,ST-AI-002-02-02,Domain Expert RLHF,HIGH
ALI-00423,dpo data generation,ST-AI-002-01-03,DPO Data Generation,HIGH
ALI-00424,drug testing coordination,ST-HR-006-05-02,Drug Testing Coordination,HIGH
ALI-00425,due diligence support,ST-PS-001-02-05,Due Diligence Support,HIGH
ALI-00426,duplicate payment prevention,ST-FA-001-01-04,Duplicate Payment Prevention,HIGH
ALI-00427,e-commerce,ST-SC-009-01-01,Fulfillment Services,LOW
ALI-00428,e-commerce fulfillment,ST-SC-005-04-01,E-commerce Fulfillment Services,MEDIUM
ALI-00429,e-commerce fulfillment services,ST-SC-005-04-01,E-commerce Fulfillment Services,HIGH
ALI-00430,early visibility,ST-FA-004-01-06,Flash Reporting,LOW
ALI-00431,early-stage collections,ST-CO-006-01-01,Early-Stage Collections,HIGH
ALI-00432,ecommerce fulfillment,ST-SC-004-02-01,eCommerce Fulfillment,HIGH
ALI-00433,ecrf design,ST-CL-004-01-01,eCRF Design,HIGH
ALI-00434,ectd publishing,ST-CL-002-01-05,eCTD Publishing,HIGH
ALI-00435,edc/cdms implementation,ST-CL-006-03-01,EDC/CDMS Implementation Services,MEDIUM
ALI-00436,edc/cdms implementation services,ST-CL-006-03-01,EDC/CDMS Implementation Services,HIGH
ALI-00437,ediscovery,ST-PS-001-01-02,eDiscovery Processing,MEDIUM
ALI-00438,ediscovery processing,ST-PS-001-01-02,eDiscovery Processing,HIGH
ALI-00439,edr,ST-IT-005-01-08,EDR Management,MEDIUM
ALI-00440,edr management,ST-IT-005-01-08,EDR Management,HIGH
ALI-00441,elearning content,ST-COP-001-05-01,eLearning Content,HIGH
ALI-00442,electrical design,ST-PS-005-01-03,Electrical Design,HIGH
ALI-00443,electrical systems,ST-FR-003-01-02,Electrical Systems,HIGH
ALI-00444,electromechanical integration,ST-MO-001-02-02,Electromechanical Integration,HIGH
ALI-00445,electronic sub-assembly,ST-MO-006-01-02,Electronic Sub-Assembly,HIGH
ALI-00446,elevator maintenance,ST-FR-003-01-05,Elevator Maintenance,HIGH
ALI-00447,email marketing,ST-PS-002-02-06,Email Marketing,HIGH
ALI-00448,email response,ST-CO-007-02-01,Email Response,HIGH
ALI-00449,embedded systems development,ST-PS-005-02-01,Embedded Systems Development,HIGH
ALI-00450,emergencies,ST-IT-002-05-10,24/7 DBA On-Call Support,LOW
ALI-00451,emergency,ST-FR-004-02-01,Emergency Management,MEDIUM
ALI-00452,emergency management,ST-FR-004-02-01,Emergency Management,HIGH
ALI-00453,emergency restoration,ST-EN-004-01-01,Emergency Restoration,HIGH
ALI-00454,employee assistance programs,ST-HR-005-01-01,Employee Assistance Programs,HIGH
ALI-00455,employee benefits inquiries,ST-HR-007-01-04,Benefits Call Center,LOW
ALI-00456,employee engagement surveys,ST-HR-009-03-02,Employee Engagement Surveys,HIGH
ALI-00457,employee investigations,ST-HR-002-05-01,Employee Investigations,HIGH
ALI-00458,employee records,ST-HR-009-01-01,Employee Records Management,MEDIUM
ALI-00459,employee records management,ST-HR-009-01-01,Employee Records Management,HIGH
ALI-00460,employees across multiple state jurisdictions,ST-HR-009-02-06,Multi-State Payroll,LOW
ALI-00461,employment verification,ST-HR-009-01-04,Employment Verification,HIGH
ALI-00462,ems operations,ST-EN-002-01-04,EMS Operations,HIGH
ALI-00463,energy,ST-FR-003-02-02,Energy Management,MEDIUM
ALI-00464,energy consulting,ST-FR-010-02-01,Energy Consulting Services,MEDIUM
ALI-00465,energy consulting services,ST-FR-010-02-01,Energy Consulting Services,HIGH
ALI-00466,energy efficiency programs,ST-EN-008-02-01,Energy Efficiency Programs,HIGH
ALI-00467,energy management,ST-FR-003-02-02,Energy Management,HIGH
ALI-00468,energy risk,ST-EN-006-02-01,Energy Risk Management,MEDIUM
ALI-00469,energy risk management,ST-EN-006-02-01,Energy Risk Management,HIGH
ALI-00470,energy scheduling,ST-EN-006-01-01,Energy Scheduling,HIGH
ALI-00471,engineering staffing,ST-HR-003-03-01,Engineering Staffing,HIGH
ALI-00472,enrollment,ST-HR-007-01-03,FSA/HSA Administration,LOW
ALI-00473,enrollment,ST-HR-007-03-01,Carrier Data Integration,LOW
ALI-00474,enterprise architecture,ST-IT-007-02-01,Enterprise Architecture Services,MEDIUM
ALI-00475,enterprise architecture services,ST-IT-007-02-01,Enterprise Architecture Services,HIGH
ALI-00476,environmental changes (os,ST-IT-001-02-03,Adaptive Maintenance,LOW
ALI-00477,environmental compliance,ST-EN-007-02-01,Environmental Compliance,HIGH
ALI-00478,environmental compliance,ST-EN-008-03-01,Environmental Compliance Services,MEDIUM
ALI-00479,environmental compliance services,ST-EN-008-03-01,Environmental Compliance Services,HIGH
ALI-00480,environmental monitoring,ST-MO-006-04-01,Environmental Monitoring Services,MEDIUM
ALI-00481,environmental monitoring services,ST-MO-006-04-01,Environmental Monitoring Services,HIGH
ALI-00482,environmental testing,ST-MO-007-01-02,Environmental Testing,HIGH
ALI-00483,environmental/retail design,ST-PS-012-04-01,Environmental/Retail Design Services,MEDIUM
ALI-00484,environmental/retail design services,ST-PS-012-04-01,Environmental/Retail Design Services,HIGH
ALI-00485,equipment calibration,ST-MO-005-02-01,Equipment Calibration Services,MEDIUM
ALI-00486,equipment calibration services,ST-MO-005-02-01,Equipment Calibration Services,HIGH
ALI-00487,equipment installation,ST-MO-005-03-01,Equipment Installation Services,MEDIUM
ALI-00488,equipment installation services,ST-MO-005-03-01,Equipment Installation Services,HIGH
ALI-00489,equity and compliance,ST-HR-002-03-06,Pay Equity Analysis,LOW
ALI-00490,esg strategy,ST-PS-013-01-01,ESG Strategy Services,MEDIUM
ALI-00491,esg strategy services,ST-PS-013-01-01,ESG Strategy Services,HIGH
ALI-00492,etl pipeline development,ST-AI-003-01-01,ETL Pipeline Development,HIGH
ALI-00493,event security,ST-FR-004-01-05,Event Security,HIGH
ALI-00494,executive compensation support,ST-HR-002-03-05,Executive Compensation Support,HIGH
ALI-00495,executive dining,ST-FR-005-01-04,Executive Dining,HIGH
ALI-00496,executive protection,ST-FR-006-04-01,Executive Protection Services,MEDIUM
ALI-00497,executive protection services,ST-FR-006-04-01,Executive Protection Services,HIGH
ALI-00498,executive search,ST-HR-006-01-01,Executive Search,HIGH
ALI-00499,exit interview,ST-HR-006-04-02,Exit Interview Administration,MEDIUM
ALI-00500,exit interview administration,ST-HR-006-04-02,Exit Interview Administration,HIGH
ALI-00501,expansion/upsell programs,ST-CO-004-04-01,Expansion/Upsell Programs Services,MEDIUM
ALI-00502,expansion/upsell programs services,ST-CO-004-04-01,Expansion/Upsell Programs Services,HIGH
ALI-00503,expedited shipping,ST-SC-003-01-04,Expedited Shipping,HIGH
ALI-00504,expedited/hotshot,ST-SC-001-04-01,Expedited/Hotshot Services,MEDIUM
ALI-00505,expedited/hotshot services,ST-SC-001-04-01,Expedited/Hotshot Services,HIGH
ALI-00506,expense reimbursement,ST-FA-001-02-01,Expense Reimbursement Processing,MEDIUM
ALI-00507,expense reimbursement processing,ST-FA-001-02-01,Expense Reimbursement Processing,HIGH
ALI-00508,experiment tracking,ST-AI-005-01-04,Experiment Tracking,HIGH
ALI-00509,export compliance,ST-SC-007-01-04,Export Compliance,HIGH
ALI-00510,express/overnight,ST-SC-002-02-01,Express/Overnight Services,MEDIUM
ALI-00511,express/overnight services,ST-SC-002-02-01,Express/Overnight Services,HIGH
ALI-00512,external audit coordination,ST-FA-004-02-01,External Audit Coordination,HIGH
ALI-00513,external data,ST-CL-004-01-04,External Data Management,MEDIUM
ALI-00514,external data management,ST-CL-004-01-04,External Data Management,HIGH
ALI-00515,f&a,ST-FA-001-01-01,Invoice Processing,MEDIUM
ALI-00516,fact-checking,ST-COP-005-01-04,Fact-Checking,HIGH
ALI-00517,fao,ST-FA-001-01-01,Invoice Processing,MEDIUM
ALI-00518,faq development,ST-COP-001-01-02,FAQ Development,HIGH
ALI-00519,feature store,ST-AI-005-01-01,Feature Store Management,MEDIUM
ALI-00520,feature store management,ST-AI-005-01-01,Feature Store Management,HIGH
ALI-00521,federal lobbying,ST-PS-011-01-01,Federal Lobbying Services,MEDIUM
ALI-00522,federal lobbying services,ST-PS-011-01-01,Federal Lobbying Services,HIGH
ALI-00523,field service dispatch,ST-CO-003-04-01,Field Service Dispatch Services,MEDIUM
ALI-00524,field service dispatch services,ST-CO-003-04-01,Field Service Dispatch Services,HIGH
ALI-00525,final delivery to end consumers,ST-SC-002-03-01,Last-Mile Delivery Services,LOW
ALI-00526,final product assembly,ST-MO-006-01-03,Final Product Assembly,HIGH
ALI-00527,final quality inspection,ST-MO-002-01-03,Final Quality Inspection,HIGH
ALI-00528,finance and accounting,ST-FA-001-01-01,Invoice Processing,MEDIUM
ALI-00529,financial ai data,ST-AI-006-04-01,Financial AI Data,HIGH
ALI-00530,financial consolidation,ST-FA-003-04-01,Financial Consolidation Services,MEDIUM
ALI-00531,financial consolidation,ST-FA-004-01-03,Financial Consolidation,HIGH
ALI-00532,financial consolidation services,ST-FA-003-04-01,Financial Consolidation Services,HIGH
ALI-00533,financial modeling,ST-FA-008-02-01,Financial Modeling,HIGH
ALI-00534,financial statement preparation,ST-FA-004-01-02,Financial Statement Preparation,HIGH
ALI-00535,financial statement schedules,ST-FA-004-02-02,Financial Statement Schedules,HIGH
ALI-00536,fire/life safety,ST-FR-003-01-04,Fire/Life Safety,HIGH
ALI-00537,firewall,ST-IT-002-04-04,Firewall Management,MEDIUM
ALI-00538,firewall management,ST-IT-002-04-04,Firewall Management,HIGH
ALI-00539,first article inspection,ST-MO-007-01-05,First Article Inspection,HIGH
ALI-00540,fixed asset accounting,ST-FA-003-02-01,Fixed Asset Accounting,HIGH
ALI-00541,fixture manufacturing,ST-MO-005-01-03,Fixture Manufacturing,HIGH
ALI-00542,flash reporting,ST-FA-004-01-06,Flash Reporting,HIGH
ALI-00543,fleet,ST-FR-012-03-01,Fleet Management,MEDIUM
ALI-00544,fleet leasing,ST-SC-010-01-01,Fleet Leasing Services,MEDIUM
ALI-00545,fleet leasing services,ST-SC-010-01-01,Fleet Leasing Services,HIGH
ALI-00546,fleet maintenance,ST-SC-010-02-01,Fleet Maintenance Services,MEDIUM
ALI-00547,fleet maintenance services,ST-SC-010-02-01,Fleet Maintenance Services,HIGH
ALI-00548,fleet management,ST-FR-012-03-01,Fleet Management,HIGH
ALI-00549,food,ST-MO-001-03-01,Consumer Products Co-Manufacturing Services,LOW
ALI-00550,footnote disclosure preparation,ST-FA-004-02-05,Footnote Disclosure Preparation,HIGH
ALI-00551,forecasting,ST-FA-008-01-02,Forecasting,HIGH
ALI-00552,forecasting,ST-FA-009-02-01,Forecasting Services,MEDIUM
ALI-00553,forecasting services,ST-FA-009-02-01,Forecasting Services,HIGH
ALI-00554,formulary,ST-HR-001-03-01,Formulary Management,MEDIUM
ALI-00555,formulary management,ST-HR-001-03-01,Formulary Management,HIGH
ALI-00556,free trade zone,ST-SC-008-04-01,Free Trade Zone Management,MEDIUM
ALI-00557,free trade zone management,ST-SC-008-04-01,Free Trade Zone Management,HIGH
ALI-00558,freight audit & payment,ST-SC-005-01-02,Freight Audit & Payment,HIGH
ALI-00559,freight forwarding,ST-SC-003-01-01,Freight Forwarding,HIGH
ALI-00560,freight forwarding,ST-SC-003-04-01,Freight Forwarding Services,MEDIUM
ALI-00561,freight forwarding services,ST-SC-003-04-01,Freight Forwarding Services,HIGH
ALI-00562,fsa/hsa,ST-HR-007-01-03,FSA/HSA Administration,MEDIUM
ALI-00563,fsa/hsa administration,ST-HR-007-01-03,FSA/HSA Administration,HIGH
ALI-00564,fta,ST-SC-007-01-03,FTA Management,MEDIUM
ALI-00565,fta management,ST-SC-007-01-03,FTA Management,HIGH
ALI-00566,ftl shipping,ST-SC-003-01-03,FTL Shipping,HIGH
ALI-00567,fuel,ST-SC-010-04-01,Fuel Management,MEDIUM
ALI-00568,fuel management,ST-SC-010-04-01,Fuel Management,HIGH
ALI-00569,fulfillment,ST-SC-009-01-01,Fulfillment Services,MEDIUM
ALI-00570,fulfillment services,ST-SC-009-01-01,Fulfillment Services,HIGH
ALI-00571,full cycle recruiting,ST-HR-006-02-01,Full-Cycle Recruitment,MEDIUM
ALI-00572,full-cycle recruiting,ST-HR-006-02-01,Full-Cycle Recruitment,MEDIUM
ALI-00573,full-cycle recruitment,ST-HR-006-02-01,Full-Cycle Recruitment,HIGH
ALI-00574,full-turnkey manufacturing,ST-MO-001-01-01,Full-Turnkey Manufacturing,HIGH
ALI-00575,functional qa,ST-COP-005-02-01,Functional QA,HIGH
ALI-00576,functional testing,ST-MO-007-01-01,Functional Testing,HIGH
ALI-00577,furniture procurement,ST-FR-009-04-01,Furniture Procurement Services,MEDIUM
ALI-00578,furniture procurement services,ST-FR-009-04-01,Furniture Procurement Services,HIGH
ALI-00579,fx exposure,ST-FA-005-01-08,FX Exposure Management,MEDIUM
ALI-00580,fx exposure management,ST-FA-005-01-08,FX Exposure Management,HIGH
ALI-00581,gaming localization,ST-COP-003-06-01,Gaming Localization,HIGH
ALI-00582,garnishment,ST-HR-009-02-03,Garnishment Processing,MEDIUM
ALI-00583,garnishment processing,ST-HR-009-02-03,Garnishment Processing,HIGH
ALI-00584,genai applications,ST-AI-003-04-01,Prompt Engineering Services,LOW
ALI-00585,general management consulting,ST-HR-002-02-01,General Management Consulting Services,MEDIUM
ALI-00586,general management consulting services,ST-HR-002-02-01,General Management Consulting Services,HIGH
ALI-00587,general repairs,ST-FR-004-04-01,General Repairs Services,MEDIUM
ALI-00588,general repairs services,ST-FR-004-04-01,General Repairs Services,HIGH
ALI-00589,generator/ups maintenance,ST-FR-003-01-06,Generator/UPS Maintenance,HIGH
ALI-00590,global payroll coordination,ST-HR-009-02-07,Global Payroll Coordination,HIGH
ALI-00591,global registrations,ST-CL-002-03-01,Global Registrations Services,MEDIUM
ALI-00592,global registrations services,ST-CL-002-03-01,Global Registrations Services,HIGH
ALI-00593,goods receipt,ST-FA-007-01-05,Goods Receipt Processing,MEDIUM
ALI-00594,goods receipt processing,ST-FA-007-01-05,Goods Receipt Processing,HIGH
ALI-00595,government ai data,ST-AI-006-03-01,Government AI Data,HIGH
ALI-00596,gps tracking,ST-SC-010-03-01,Telematics Services,LOW
ALI-00597,graphic design,ST-PS-006-01-03,Graphic Design,HIGH
ALI-00598,grid interconnection,ST-EN-007-04-01,Grid Interconnection Services,MEDIUM
ALI-00599,grid interconnection services,ST-EN-007-04-01,Grid Interconnection Services,HIGH
ALI-00600,grid management & balancing,ST-EN-002-03-01,Grid Management & Balancing Services,MEDIUM
ALI-00601,grid management & balancing services,ST-EN-002-03-01,Grid Management & Balancing Services,HIGH
ALI-00602,grievance,ST-HR-002-05-02,Grievance Management,MEDIUM
ALI-00603,grievance management,ST-HR-002-05-02,Grievance Management,HIGH
ALI-00604,gross-to-net,ST-HR-009-02-01,Payroll Processing,LOW
ALI-00605,growth strategy,ST-PS-003-01-02,Growth Strategy,HIGH
ALI-00606,hallucination detection,ST-AI-004-04-03,Hallucination Detection,HIGH
ALI-00607,handyman and general maintenance services,ST-FR-004-04-01,General Repairs Services,LOW
ALI-00608,hardware support,ST-IT-003-02-01,Hardware Support,HIGH
ALI-00609,hardware/device support,ST-CO-003-01-03,Hardware/Device Support,HIGH
ALI-00610,health,ST-HR-007-01-02,Benefits Eligibility Management,LOW
ALI-00611,health claims,ST-HR-001-01-01,Medical Claims Adjudication,MEDIUM
ALI-00612,healthcare claims,ST-HR-001-01-01,Medical Claims Adjudication,MEDIUM
ALI-00613,help desk,ST-HR-009-01-02,HR Help Desk,MEDIUM
ALI-00614,high availability & replication,ST-IT-002-05-06,High Availability & Replication,HIGH
ALI-00615,high-value customers,ST-CO-001-01-03,Premium/VIP Support,LOW
ALI-00616,home entertainment authoring,ST-ME-003-01-04,Home Entertainment Authoring,HIGH
ALI-00617,hr advisory,ST-HR-002-01-01,HR Advisory Services,MEDIUM
ALI-00618,hr advisory services,ST-HR-002-01-01,HR Advisory Services,HIGH
ALI-00619,hr compliance auditing,ST-HR-002-04-01,HR Compliance Auditing,HIGH
ALI-00620,hr help desk,ST-HR-009-01-02,HR Help Desk,HIGH
ALI-00621,hr outsourcing,ST-HR-009-01-01,Employee Records Management,MEDIUM
ALI-00622,hr technology platforms,ST-HR-009-01-08,HRIS Support,LOW
ALI-00623,hris implementation,ST-HR-009-01-07,HRIS Implementation,HIGH
ALI-00624,hris support,ST-HR-009-01-08,HRIS Support,HIGH
ALI-00625,hro,ST-HR-009-01-01,Employee Records Management,MEDIUM
ALI-00626,hs classification,ST-SC-007-01-02,HS Classification,HIGH
ALI-00627,hts and schedule b tariff determination,ST-SC-008-03-01,Classification Services,LOW
ALI-00628,human evaluation,ST-AI-004-01-01,Human Evaluation,HIGH
ALI-00629,human translation,ST-COP-003-01-01,Human Translation,HIGH
ALI-00630,hvac maintenance,ST-FR-003-01-01,HVAC Maintenance,HIGH
ALI-00631,i-9/e-verify,ST-HR-009-01-03,I-9/E-Verify Administration,MEDIUM
ALI-00632,i-9/e-verify administration,ST-HR-009-01-03,I-9/E-Verify Administration,HIGH
ALI-00633,icsr,ST-CL-007-01-01,ICSR Processing,MEDIUM
ALI-00634,icsr processing,ST-CL-007-01-01,ICSR Processing,HIGH
ALI-00635,identity & access,ST-IT-005-02-01,Identity & Access Management,MEDIUM
ALI-00636,identity & access management,ST-IT-005-02-01,Identity & Access Management,HIGH
ALI-00637,image bounding box annotation,ST-AI-001-01-01,Image Bounding Box Annotation,HIGH
ALI-00638,image classification,ST-AI-001-01-03,Image Classification,HIGH
ALI-00639,image collection,ST-AI-001-01-06,Image Collection,HIGH
ALI-00640,image moderation,ST-COP-002-01-02,Image Moderation,HIGH
ALI-00641,imaging core lab,ST-CL-008-04-01,Imaging Core Lab Services,MEDIUM
ALI-00642,imaging core lab services,ST-CL-008-04-01,Imaging Core Lab Services,HIGH
ALI-00643,immigration,ST-PS-005-04-01,Immigration Services,MEDIUM
ALI-00644,immigration services,ST-PS-005-04-01,Immigration Services,HIGH
ALI-00645,in-app messaging,ST-CO-007-01-03,In-App Messaging,HIGH
ALI-00646,in-house banking/netting,ST-FA-005-01-06,In-House Banking/Netting,HIGH
ALI-00647,in-process qc,ST-MO-002-01-02,In-Process QC,HIGH
ALI-00648,inbound calls,ST-CO-001-01-01,Tier 1 Voice Support,MEDIUM
ALI-00649,incident,ST-IT-003-01-01,Incident Management,MEDIUM
ALI-00650,incident management,ST-IT-003-01-01,Incident Management,HIGH
ALI-00651,incoming inspection,ST-MO-002-01-01,Incoming Inspection,HIGH
ALI-00652,ind/cta preparation,ST-CL-002-01-03,IND/CTA Preparation,HIGH
ALI-00653,industrial hygiene,ST-MO-006-03-01,Industrial Hygiene Services,MEDIUM
ALI-00654,industrial hygiene services,ST-MO-006-03-01,Industrial Hygiene Services,HIGH
ALI-00655,industrial packaging,ST-MO-008-01-05,Industrial Packaging,HIGH
ALI-00656,industrial/product design,ST-PS-012-03-01,Industrial/Product Design Services,MEDIUM
ALI-00657,industrial/product design services,ST-PS-012-03-01,Industrial/Product Design Services,HIGH
ALI-00658,industry analysis,ST-PS-009-04-01,Industry Analysis Services,MEDIUM
ALI-00659,industry analysis services,ST-PS-009-04-01,Industry Analysis Services,HIGH
ALI-00660,industry-specific compliance,ST-MO-007-04-01,Industry-Specific Compliance Services,MEDIUM
ALI-00661,industry-specific compliance services,ST-MO-007-04-01,Industry-Specific Compliance Services,HIGH
ALI-00662,influencer marketing,ST-PS-002-02-05,Influencer Marketing,HIGH
ALI-00663,informed consent forms,ST-CL-006-01-03,Informed Consent Forms,HIGH
ALI-00664,infrastructure monitoring,ST-IT-002-02-04,Infrastructure Monitoring,HIGH
ALI-00665,injection mold manufacturing,ST-MO-005-01-01,Injection Mold Manufacturing,HIGH
ALI-00666,inquiry response,ST-CO-001-01-02,Inquiry Response,HIGH
ALI-00667,insights and savings,ST-FA-007-03-01,Spend Analytics,LOW
ALI-00668,insights on productivity,ST-HR-009-01-06,Workforce Analytics,LOW
ALI-00669,integrated audit,ST-FA-006-03-01,Integrated Audit Services,MEDIUM
ALI-00670,integrated audit services,ST-FA-006-03-01,Integrated Audit Services,HIGH
ALI-00671,intellectual property litigation,ST-PS-003-04-01,Intellectual Property Litigation Services,MEDIUM
ALI-00672,intellectual property litigation services,ST-PS-003-04-01,Intellectual Property Litigation Services,HIGH
ALI-00673,intercompany accounting,ST-FA-003-01-04,Intercompany Accounting,HIGH
ALI-00674,intercompany accounting,ST-FA-003-03-01,Intercompany Accounting Services,MEDIUM
ALI-00675,intercompany accounting services,ST-FA-003-03-01,Intercompany Accounting Services,HIGH
ALI-00676,interim analysis,ST-CL-005-01-03,Interim Analysis,HIGH
ALI-00677,intermodal,ST-SC-001-03-01,Intermodal Services,MEDIUM
ALI-00678,intermodal services,ST-SC-001-03-01,Intermodal Services,HIGH
ALI-00679,intermodal transportation,ST-SC-003-02-01,Intermodal Transportation,HIGH
ALI-00680,internal communications,ST-PS-008-03-01,Internal Communications Services,MEDIUM
ALI-00681,internal communications services,ST-PS-008-03-01,Internal Communications Services,HIGH
ALI-00682,internal controls testing,ST-FA-004-02-03,Internal Controls Testing,HIGH
ALI-00683,internal equity and external alignment,ST-HR-002-03-02,Job Evaluation/Grading,LOW
ALI-00684,internal investigations,ST-PS-005-03-01,Internal Investigations Services,MEDIUM
ALI-00685,internal investigations services,ST-PS-005-03-01,Internal Investigations Services,HIGH
ALI-00686,interpretation,ST-COP-003-07-01,Interpretation Services,MEDIUM
ALI-00687,interpretation services,ST-COP-003-07-01,Interpretation Services,HIGH
ALI-00688,interview scheduling,ST-HR-006-02-04,Interview Scheduling,HIGH
ALI-00689,inventory planning,ST-SC-006-01-03,Inventory Planning,HIGH
