Rate_ID,Tower_Code,Agent_Type,Tier,Location_Code,Rate_Low_USD,Rate_High_USD,Rate_Median_USD,Currency_Local,Rate_Low_Local,Rate_High_Local,Rate_Unit,Pricing_Model,Effective_Date,Source,Confidence,Last_Updated
RATE-HR-PAY-STD-GLOBAL,HR,Payroll_Processing,Standard,GLOBAL,6.0,32.0,19.0,USD,6.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - PEPM,HIGH,2025-01-03
RATE-HR-PAY-MC-GLOBAL,HR,Payroll_Multi_Country,Standard,GLOBAL,29.0,150.0,89.5,USD,29.0,150.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - PEPM,HIGH,2025-01-03
RATE-HR-RPO-HV-GLOBAL,HR,RPO_High_Volume,Per_Hire,GLOBAL,500.0,1500.0,1000.0,USD,500.0,1500.0,Per_Hire,PPU,2025-01-01,SHRM Benchmark,HIGH,2025-01-03
RATE-HR-RPO-PRO-GLOBAL,HR,RPO_Professional,Per_Hire,GLOBAL,2500.0,5000.0,3750.0,USD,2500.0,5000.0,Per_Hire,PPU,2025-01-01,SHRM Benchmark,HIGH,2025-01-03
RATE-HR-RPO-EXEC-GLOBAL,HR,RPO_Executive,Per_Hire,GLOBAL,10000.0,50000.0,30000.0,USD,10000.0,50000.0,Per_Hire,PPU,2025-01-01,SHRM Benchmark,HIGH,2025-01-03
RATE-HR-HEL-T1-GLOBAL,HR,HR_Help_Desk,T1,GLOBAL,6.0,15.0,10.5,USD,6.0,15.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Ticket,HIGH,2025-01-03
RATE-HR-HEL-T2-GLOBAL,HR,HR_Help_Desk,T2,GLOBAL,15.0,25.0,20.0,USD,15.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Ticket,HIGH,2025-01-03
RATE-HR-HEL-T3-GLOBAL,HR,HR_Help_Desk,T3,GLOBAL,25.0,40.0,32.5,USD,25.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Ticket,HIGH,2025-01-03
RATE-HR-SSV-OFF-IN,HR,HR_Shared_Services,Offshore,IN-BLR,8.0,15.0,11.5,INR,8.0,15.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-SSV-OFF-PH,HR,HR_Shared_Services,Offshore,PH-MNL,10.0,18.0,14.0,PHP,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-SSV-NEAR-MX,HR,HR_Shared_Services,Nearshore,MX-MEX,18.0,28.0,23.0,MXN,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-SSV-ON-US,HR,HR_Shared_Services,Onshore,US-PHX,28.0,40.0,34.0,USD,28.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-FA-AP-AVG-GLOBAL,FA,AP_Processing,Average,GLOBAL,9.87,12.88,11.38,USD,9.87,12.88,Per_Hour,T&M,2025-01-01,IOFM Benchmark - Per Invoice,HIGH,2025-01-03
RATE-FA-AP-BIC-GLOBAL,FA,AP_Processing,Best_in_Class,GLOBAL,2.78,2.81,2.8,USD,2.78,2.81,Per_Hour,T&M,2025-01-01,IOFM Benchmark - Per Invoice,HIGH,2025-01-03
RATE-FA-AP-TQ-GLOBAL,FA,AP_Processing,Top_Quartile,GLOBAL,1.77,2.07,1.92,USD,1.77,2.07,Per_Hour,T&M,2025-01-01,IOFM Benchmark - Per Invoice,HIGH,2025-01-03
RATE-FA-AR-AVG-GLOBAL,FA,AR_Processing,Average,GLOBAL,3.0,8.0,5.5,USD,3.0,8.0,Per_Hour,T&M,2025-01-01,Industry Benchmark - Per Transaction,HIGH,2025-01-03
RATE-FA-AR-BIC-GLOBAL,FA,AR_Processing,Best_in_Class,GLOBAL,1.5,3.0,2.25,USD,1.5,3.0,Per_Hour,T&M,2025-01-01,Industry Benchmark - Per Transaction,HIGH,2025-01-03
RATE-FA-GL-STD-GLOBAL,FA,GL_Reconciliation,Standard,GLOBAL,15.0,40.0,27.5,USD,15.0,40.0,Per_Hour,T&M,2025-01-01,Industry Benchmark - Per Account/Month,HIGH,2025-01-03
RATE-FA-GL-BIC-GLOBAL,FA,GL_Reconciliation,Best_in_Class,GLOBAL,8.0,15.0,11.5,USD,8.0,15.0,Per_Hour,T&M,2025-01-01,Industry Benchmark - Per Account/Month,HIGH,2025-01-03
RATE-FA-CFO-STD-GLOBAL,FA,Outsourced_CFO,Standard,GLOBAL,3000.0,12000.0,7500.0,USD,3000.0,12000.0,Per_Month,Fixed_Monthly,2025-01-01,K-38 Research - Per Month,HIGH,2025-01-03
RATE-FA-FAA-OFF-IN,FA,FA_Accountant,Offshore,IN-BLR,10.0,18.0,14.0,INR,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-FA-FAA-OFF-PH,FA,FA_Accountant,Offshore,PH-MNL,12.0,20.0,16.0,PHP,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-FA-FAA-NEAR-MX,FA,FA_Accountant,Nearshore,MX-MEX,20.0,32.0,26.0,MXN,20.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-FA-FAA-ON-US,FA,FA_Accountant,Onshore,US-PHX,35.0,55.0,45.0,USD,35.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TXT-AUTO-GLOBAL,COP,Text_Moderation,Automated,GLOBAL,0.0004,0.001,0.0007,USD,0.0004,0.001,Per_Item,PPU,2025-01-01,FD6 Validated Research - Per Item,HIGH,2025-01-03
RATE-COP-TXT-HUM-GLOBAL,COP,Text_Moderation,Human,GLOBAL,0.5,0.65,0.58,USD,0.5,0.65,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Item,HIGH,2025-01-03
RATE-COP-IMG-AUTO-GLOBAL,COP,Image_Moderation,Automated,GLOBAL,0.0004,0.001,0.0007,USD,0.0004,0.001,Per_Item,PPU,2025-01-01,FD6 Validated Research - Per 1K Items,HIGH,2025-01-03
RATE-COP-IMG-HUM-OFF,COP,Image_Moderation,Human_Offshore,GLOBAL,10.0,15.0,12.5,USD,10.0,15.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Hour,HIGH,2025-01-03
RATE-COP-VID-HUM-GLOBAL,COP,Video_Moderation,Human,GLOBAL,0.5,10.0,5.25,USD,0.5,10.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Minute,HIGH,2025-01-03
RATE-COP-ANN-BB-GLOBAL,COP,Data_Annotation_BBox,Human,GLOBAL,0.03,0.06,0.05,USD,0.03,0.06,Per_Object,PPU,2025-01-01,Kili Technology - Per Label,HIGH,2025-01-03
RATE-COP-ANN-SEM-GLOBAL,COP,Data_Annotation_Semantic,Human,GLOBAL,0.06,0.87,0.47,USD,0.06,0.87,Per_Object,PPU,2025-01-01,Industry Benchmark - Per Label,HIGH,2025-01-03
RATE-COP-ANN-3D-GLOBAL,COP,Data_Annotation_3D,Human,GLOBAL,0.05,3.0,1.53,USD,0.05,3.0,Per_Object,PPU,2025-01-01,Premium Rate - Per Mask,HIGH,2025-01-03
RATE-COP-TRN-HUM-GLOBAL,COP,Translation_Human,Standard,GLOBAL,0.1,0.35,0.23,USD,0.1,0.35,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Word,HIGH,2025-01-03
RATE-COP-TRN-MTPE-GLOBAL,COP,Translation_MTPE,Standard,GLOBAL,0.05,0.15,0.1,USD,0.05,0.15,Per_Word,PPU,2025-01-01,FD6 Validated Research - Per Word,HIGH,2025-01-03
RATE-COP-TRN-RARE-GLOBAL,COP,Translation_Rare_Lang,Premium,GLOBAL,0.25,0.4,0.33,USD,0.25,0.4,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Word,HIGH,2025-01-03
RATE-COP-TRN-TECH-GLOBAL,COP,Translation_Technical,Premium,GLOBAL,0.12,0.46,0.29,USD,0.12,0.46,Per_Hour,T&M,2025-01-01,+20-30% on base - Per Word,HIGH,2025-01-03
RATE-COP-RLHF-OFF-GLOBAL,COP,RLHF_Annotation,Offshore,GLOBAL,2.0,5.0,3.5,USD,2.0,5.0,Per_Hour,T&M,2025-01-01,Privacy International - Per Hour,HIGH,2025-01-03
RATE-COP-RLHF-ON-GLOBAL,COP,RLHF_Annotation,Onshore,GLOBAL,10.0,25.0,17.5,USD,10.0,25.0,Per_Hour,T&M,2025-01-01,Contrary Research - Per Hour,HIGH,2025-01-03
RATE-PS-LEG-PAR-GLOBAL,PS,Legal_Paralegal,Standard,GLOBAL,35.0,75.0,55.0,USD,35.0,75.0,Per_Hour,T&M,2025-01-01,Perplexity Research,HIGH,2025-01-03
RATE-PS-LEG-ASC-GLOBAL,PS,Legal_Associate,Standard,GLOBAL,100.0,250.0,175.0,USD,100.0,250.0,Per_Hour,T&M,2025-01-01,Perplexity Research,HIGH,2025-01-03
RATE-PS-LEG-PTR-GLOBAL,PS,Legal_Partner,Standard,GLOBAL,300.0,400.0,350.0,USD,300.0,400.0,Per_Hour,T&M,2025-01-01,Perplexity Research,HIGH,2025-01-03
RATE-PS-MKT-RET-GLOBAL,PS,Marketing_Retainer,Standard,GLOBAL,2500.0,15000.0,8750.0,USD,2500.0,15000.0,Per_Month,Fixed_Monthly,2025-01-01,Perplexity Research - Per Month,HIGH,2025-01-03
RATE-PS-CON-ANL-GLOBAL,PS,Consulting_Analyst,Standard,GLOBAL,1500.0,2500.0,2000.0,USD,1500.0,2500.0,Per_Day,T&M,2025-01-01,Perplexity Research - Per Day,HIGH,2025-01-03
RATE-PS-CON-SR-GLOBAL,PS,Consulting_Senior,Standard,GLOBAL,2500.0,4500.0,3500.0,USD,2500.0,4500.0,Per_Day,T&M,2025-01-01,Perplexity Research - Per Day,HIGH,2025-01-03
RATE-PS-CON-PTR-GLOBAL,PS,Consulting_Partner,Standard,GLOBAL,5000.0,8000.0,6500.0,USD,5000.0,8000.0,Per_Day,T&M,2025-01-01,Perplexity Research - Per Day,HIGH,2025-01-03
RATE-SC-FRT-STD-GLOBAL,SC,Freight_Audit,Standard,GLOBAL,2.0,6.0,4.0,USD,2.0,6.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Invoice,HIGH,2025-01-03
RATE-SC-PIK-STD-GLOBAL,SC,Pick_and_Pack,Standard,GLOBAL,1.5,4.5,3.0,USD,1.5,4.5,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Order,HIGH,2025-01-03
RATE-SC-RET-STD-GLOBAL,SC,Returns_Processing,Standard,GLOBAL,2.5,7.0,4.75,USD,2.5,7.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Return,HIGH,2025-01-03
RATE-SC-INV-STD-GLOBAL,SC,Inventory_Management,Standard,GLOBAL,0.5,2.0,1.25,USD,0.5,2.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per SKU/Month,HIGH,2025-01-03
RATE-SC-3PL-STD-GLOBAL,SC,3PL_Fulfillment,Standard,GLOBAL,3.0,8.0,5.5,USD,3.0,8.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Order,HIGH,2025-01-03
RATE-MO-ASM-STD-GLOBAL,MO,Assembly_Services,Standard,GLOBAL,25.0,50.0,37.5,USD,25.0,50.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-MO-PCBA-STD-GLOBAL,MO,PCBA_Services,Standard,GLOBAL,0.015,0.08,0.048,USD,0.015,0.08,Per_Unit,PPU,2025-01-01,Perplexity Research - Per Joint,HIGH,2025-01-03
RATE-MO-PMC-STD-GLOBAL,MO,PM_Contract_Mfg,Standard,GLOBAL,2500.0,8000.0,5250.0,USD,2500.0,8000.0,Per_Month,Fixed_Monthly,2025-01-01,Perplexity Research - Per Month,HIGH,2025-01-03
RATE-MO-QC-STD-GLOBAL,MO,Quality_Control,Standard,GLOBAL,20.0,40.0,30.0,USD,20.0,40.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-ME-VED-STD-GLOBAL,ME,Video_Editing,Standard,GLOBAL,50.0,150.0,100.0,USD,50.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-ME-CLR-STD-GLOBAL,ME,Color_Grading,Standard,GLOBAL,400.0,600.0,500.0,USD,400.0,600.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-ME-SUB-STD-GLOBAL,ME,Subtitling,Standard,GLOBAL,4.0,12.0,8.0,USD,4.0,12.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Minute,HIGH,2025-01-03
RATE-ME-VFX-STD-GLOBAL,ME,VFX_Services,Standard,GLOBAL,75.0,250.0,162.5,USD,75.0,250.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-ME-AUD-STD-GLOBAL,ME,Audio_Services,Standard,GLOBAL,50.0,100.0,75.0,USD,50.0,100.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-EN-CLN-STD-GLOBAL,EN,Cleaning_Services,Standard,GLOBAL,0.1,0.25,0.18,USD,0.1,0.25,Per_Hour,T&M,2025-01-01,Perplexity Research - Per SF,HIGH,2025-01-03
RATE-EN-SEC-STD-GLOBAL,EN,Security_Services,Standard,GLOBAL,15.0,35.0,25.0,USD,15.0,35.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-EN-HVC-STD-GLOBAL,EN,HVAC_PM,Standard,GLOBAL,200.0,500.0,350.0,USD,200.0,500.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Unit/Quarter,HIGH,2025-01-03
RATE-EN-ELE-STD-GLOBAL,EN,Electrical_Maint,Standard,GLOBAL,45.0,85.0,65.0,USD,45.0,85.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-EN-PLB-STD-GLOBAL,EN,Plumbing_Maint,Standard,GLOBAL,40.0,75.0,57.5,USD,40.0,75.0,Per_Hour,T&M,2025-01-01,Perplexity Research - Per Hour,HIGH,2025-01-03
RATE-IT-vCISO-STD-GLOBAL,IT,vCISO_Services,Standard,GLOBAL,1600.0,20000.0,10800.0,USD,1600.0,20000.0,Per_Month,Fixed_Monthly,2025-01-01,Network Assured - Per Month,HIGH,2025-01-03
RATE-IT-SOCAAS-STD-GLOBAL,IT,SOC_as_a_Service,Standard,GLOBAL,10.0,20.0,15.0,USD,10.0,20.0,Per_Hour,T&M,2025-01-01,Industry Benchmark - Per Asset/Month,HIGH,2025-01-03
RATE-IT-SOCENT-STD-GLOBAL,IT,SOC_Enterprise,Standard,GLOBAL,150000.0,300000.0,225000.0,USD,150000.0,300000.0,Per_Year,Fixed_Annual,2025-01-01,UnderDefense - Per Year,HIGH,2025-01-03
RATE-IT-HEL-TKT-GLOBAL,IT,Help_Desk_Ticket,Per_Ticket,GLOBAL,6.0,25.0,15.5,USD,6.0,25.0,Per_Hour,T&M,2025-01-01,Industry Benchmark - T1-T3,HIGH,2025-01-03
RATE-IT-HEL-USR-GLOBAL,IT,Help_Desk_User,Per_User,GLOBAL,100.0,300.0,200.0,USD,100.0,300.0,Per_Hour,T&M,2025-01-01,Managed Services - Per Month,HIGH,2025-01-03
RATE-IT-HEL-DEV-GLOBAL,IT,Help_Desk_Device,Per_Device,GLOBAL,30.0,125.0,77.5,USD,30.0,125.0,Per_Hour,T&M,2025-01-01,Endpoint Support - Per Month,HIGH,2025-01-03
RATE-CO-PPR-STD-GLOBAL,CO,Per_Resolution,Standard,GLOBAL,2.7,5.6,4.15,USD,2.7,5.6,Per_Hour,T&M,2025-01-01,FD6 Validated Research - Per Call,HIGH,2025-01-03
RATE-CO-PPR-AI-GLOBAL,CO,Per_Resolution_AI,AI_Augmented,GLOBAL,2.99,2.99,2.99,USD,2.99,2.99,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OUT-STD-GLOBAL,CO,Outcome_Based,Standard,GLOBAL,3.0,9.0,6.0,USD,3.0,9.0,Per_Hour,T&M,2025-01-01,Industry Standard - Per Resolution,HIGH,2025-01-03
RATE-CO-CSA-T1-BR-SAO,CO,Customer_Service_Agent,T1,BR-SAO,12.0,18.0,15.0,BRL,12.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-ZA-CPT,CO,Customer_Service_Agent,T1,ZA-CPT,9.0,14.0,11.5,ZAR,9.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-EG-CAI,CO,Customer_Service_Agent,T1,EG-CAI,6.0,10.0,8.0,EGP,6.0,10.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-BR-SAO,CO,Technical_Support_Agent,T1,BR-SAO,14.0,22.0,18.0,BRL,14.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-ZA-CPT,CO,Technical_Support_Agent,T1,ZA-CPT,11.0,17.0,14.0,ZAR,11.0,17.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-BR-SAO,IT,Help_Desk_Agent,T1,BR-SAO,10.0,16.0,13.0,BRL,10.0,16.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-ZA-CPT,IT,Help_Desk_Agent,T1,ZA-CPT,8.0,14.0,11.0,ZAR,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-BR-SAO,IT,Developer,Junior,BR-SAO,20.0,35.0,27.5,BRL,20.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-ZA-CPT,IT,Developer,Junior,ZA-CPT,18.0,32.0,25.0,ZAR,18.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-BR-SAO,IT,Developer,Senior,BR-SAO,40.0,65.0,52.5,BRL,40.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-ZA-CPT,IT,Developer,Senior,ZA-CPT,35.0,60.0,47.5,ZAR,35.0,60.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-CR-SJO,CO,Customer_Service_Agent,T1,CR-SJO,14.0,18.0,16.0,CRC,14.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated - Premium Nearshore,HIGH,2025-01-03
RATE-CO-CSA-T2-CR-SJO,CO,Customer_Service_Agent,T2,CR-SJO,18.0,24.0,21.0,CRC,18.0,24.0,Per_Hour,T&M,2025-01-01,FD6 Validated - Premium Nearshore,HIGH,2025-01-03
RATE-CO-TSA-T1-CR-SJO,CO,Technical_Support_Agent,T1,CR-SJO,16.0,22.0,19.0,CRC,16.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated - Premium Nearshore,HIGH,2025-01-03
RATE-CO-TSA-T2-CR-SJO,CO,Technical_Support_Agent,T2,CR-SJO,22.0,30.0,26.0,CRC,22.0,30.0,Per_Hour,T&M,2025-01-01,FD6 Validated - Premium Nearshore,HIGH,2025-01-03
RATE-CO-CSA-T1-VN-SGN,CO,Customer_Service_Agent,T1,VN-SGN,5.0,9.0,7.0,VND,5.0,9.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-VN-SGN,CO,Technical_Support_Agent,T1,VN-SGN,7.0,12.0,9.5,VND,7.0,12.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-VN-SGN,IT,Help_Desk_Agent,T1,VN-SGN,5.0,10.0,7.5,VND,5.0,10.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-VN-SGN,IT,Developer,Junior,VN-SGN,12.0,22.0,17.0,VND,12.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-VN-SGN,IT,Developer,Senior,VN-SGN,25.0,45.0,35.0,VND,25.0,45.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-MY-KUL,CO,Customer_Service_Agent,T1,MY-KUL,7.0,12.0,9.5,MYR,7.0,12.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-MY-KUL,CO,Technical_Support_Agent,T1,MY-KUL,9.0,15.0,12.0,MYR,9.0,15.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-MY-KUL,IT,Help_Desk_Agent,T1,MY-KUL,7.0,13.0,10.0,MYR,7.0,13.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-MY-KUL,IT,Developer,Junior,MY-KUL,15.0,28.0,21.5,MYR,15.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-MY-KUL,IT,Developer,Senior,MY-KUL,30.0,55.0,42.5,MYR,30.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-TH-BKK,CO,Customer_Service_Agent,T1,TH-BKK,6.0,11.0,8.5,THB,6.0,11.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-TH-BKK,CO,Technical_Support_Agent,T1,TH-BKK,8.0,14.0,11.0,THB,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-TH-BKK,IT,Developer,Junior,TH-BKK,14.0,25.0,19.5,THB,14.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-TH-BKK,IT,Developer,Senior,TH-BKK,28.0,50.0,39.0,THB,28.0,50.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-GB-MAN,CO,Customer_Service_Agent,T1,GB-MAN,22.0,32.0,27.0,GBP,22.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-GB-MAN,CO,Technical_Support_Agent,T1,GB-MAN,28.0,40.0,34.0,GBP,28.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-GB-MAN,IT,Help_Desk_Agent,T1,GB-MAN,18.0,28.0,23.0,GBP,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-GB-MAN,IT,Developer,Junior,GB-MAN,45.0,70.0,57.5,GBP,45.0,70.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-GB-MAN,IT,Developer,Senior,GB-MAN,90.0,140.0,115.0,GBP,90.0,140.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-IE-DUB,CO,Customer_Service_Agent,T1,IE-DUB,25.0,35.0,30.0,EUR,25.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-IE-DUB,CO,Technical_Support_Agent,T1,IE-DUB,30.0,42.0,36.0,EUR,30.0,42.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-IE-DUB,IT,Help_Desk_Agent,T1,IE-DUB,22.0,32.0,27.0,EUR,22.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-IE-DUB,IT,Developer,Junior,IE-DUB,50.0,75.0,62.5,EUR,50.0,75.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-IE-DUB,IT,Developer,Senior,IE-DUB,100.0,150.0,125.0,EUR,100.0,150.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-CZ-PRG,CO,Customer_Service_Agent,T1,CZ-PRG,15.0,22.0,18.5,CZK,15.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-CZ-PRG,CO,Technical_Support_Agent,T1,CZ-PRG,18.0,28.0,23.0,CZK,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-CZ-PRG,IT,Help_Desk_Agent,T1,CZ-PRG,14.0,22.0,18.0,CZK,14.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-CZ-PRG,IT,Developer,Junior,CZ-PRG,32.0,48.0,40.0,CZK,32.0,48.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-CZ-PRG,IT,Developer,Senior,CZ-PRG,55.0,85.0,70.0,CZK,55.0,85.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-HU-BUD,CO,Customer_Service_Agent,T1,HU-BUD,13.0,20.0,16.5,HUF,13.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-HU-BUD,CO,Technical_Support_Agent,T1,HU-BUD,16.0,25.0,20.5,HUF,16.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-HU-BUD,IT,Help_Desk_Agent,T1,HU-BUD,12.0,20.0,16.0,HUF,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-HU-BUD,IT,Developer,Junior,HU-BUD,28.0,42.0,35.0,HUF,28.0,42.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-HU-BUD,IT,Developer,Senior,HU-BUD,50.0,78.0,64.0,HUF,50.0,78.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-CA-TOR,CO,Customer_Service_Agent,T1,CA-TOR,22.0,32.0,27.0,CAD,22.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-CA-TOR,CO,Technical_Support_Agent,T1,CA-TOR,28.0,38.0,33.0,CAD,28.0,38.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-HDA-T1-CA-TOR,IT,Help_Desk_Agent,T1,CA-TOR,18.0,28.0,23.0,CAD,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
