Service_Type_ID,SubCategory_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence
ST-FA-004-01-07,CAT-FA-004-01,Variance Analysis,Comparison of actuals to budget/forecast with explanations,N/A,Fixed_Monthly,Month,Tax_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-01,CAT-FA-005-01,Daily Cash Positioning,Daily monitoring and reporting of global cash positions,Async,PPU,Month,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-02,CAT-FA-005-01,Cash Forecasting,Short/long-term cash flow forecasting with scenario modeling,Async,Fixed_Monthly,Month,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,90% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-03,CAT-FA-005-01,Treasury Bank Reconciliation,Treasury-level reconciliation of bank statements,Async,PPU,Month,Treasury_Analyst,L1-L2,,Resolution,"Daily key accounts, 48hr resolution",Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-04,CAT-FA-005-01,Wire Transfer Execution,"Execution of treasury payments including wires, FX",Async,PPU,Transaction,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-05,CAT-FA-005-01,Bank Fee Analysis,"Review of bank charges, benchmarking, optimization",Async,Fixed_Monthly,Month,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-06,CAT-FA-005-01,In-House Banking/Netting,"Management of IC lending, pooling, netting settlements",Async,PPU,Transaction,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-07,CAT-FA-005-01,Debt/Investment Management,"Tracking debt facilities, covenants, investment positions",Async,Fixed_Monthly,Month,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-01-08,CAT-FA-005-01,FX Exposure Management,Monitoring currency exposures and hedge tracking,Async,Fixed_Monthly,Month,Treasury_Analyst,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-01-01,CAT-FA-006-01,Corporate Income Tax Compliance,Preparation and filing of corporate tax returns,N/A,PPU,Transaction,Auditor,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-01-02,CAT-FA-006-01,Tax Provision,Quarterly/annual provision calculations and disclosures (ASC 740),N/A,Fixed_Monthly,Month,Auditor,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-02-01,CAT-FA-006-02,Sales & Use Tax Compliance,Calculation and filing across jurisdictions,N/A,PPU,Transaction,Auditor,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-02-02,CAT-FA-006-02,VAT/GST Compliance,Preparation and filing of international VAT/GST returns,N/A,PPU,Transaction,Auditor,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-01-03,CAT-FA-006-01,Withholding Tax Management,Calculation and remittance of withholdings,N/A,PPU,Transaction,Auditor,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-01-04,CAT-FA-006-01,Tax Authority Correspondence,"Management of inquiries, notices, audit responses",N/A,PPU,Case,Auditor,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-01-05,CAT-FA-006-01,Transfer Pricing Documentation,Contemporaneous documentation and CbC reporting,N/A,PPU,Project,Auditor,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-02-03,CAT-FA-006-02,Property Tax Compliance,Personal and real property tax returns and payments,N/A,PPU,Transaction,Auditor,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-02-01,CAT-FA-004-02,External Audit Coordination,"PBC management, auditor requests, schedule preparation",N/A,PPU,Transaction,Tax_Specialist,L1-L3,,Delivery,"Timeline delivery, <5% follow-ups",Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-02-02,CAT-FA-004-02,Financial Statement Schedules,Preparation of supporting schedules and workpapers,N/A,PPU,Transaction,Tax_Specialist,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-02-03,CAT-FA-004-02,Internal Controls Testing,Testing and documentation for SOX compliance,N/A,PPU,Transaction,Tax_Specialist,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-02-04,CAT-FA-004-02,Account Certification,Balance certification process for all BS accounts,N/A,PPU,Month,Tax_Specialist,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-02-05,CAT-FA-004-02,Footnote Disclosure Preparation,Preparation of GAAP/IFRS footnotes and disclosures,N/A,PPU,Transaction,Tax_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-02-06,CAT-FA-004-02,Audit Analytics,"Ongoing analytics for anomalies, fraud risks, exceptions",N/A,Fixed_Monthly,Month,Tax_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-01-01,CAT-FA-007-01,Purchase Requisition Processing,"Review, validation, routing of purchase requisitions",Async,PPU,Transaction,FP&A_Analyst,L1-L3,,Processing,"24hr processing, 99% accuracy",Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-01-02,CAT-FA-007-01,Purchase Order Management,"Creation, issuance, management of purchase orders",Async,PPU,Transaction,FP&A_Analyst,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-01-03,CAT-FA-007-01,Supplier Onboarding,End-to-end supplier qualification and master data setup,Async,PPU,Case,FP&A_Analyst,L1-L3,,Processing,24hr processing,Compliance,100% compliance,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-02-01,CAT-FA-007-02,Contract Management,"Storage, tracking, administration of supplier contracts",Async,PPU,Month,FP&A_Analyst,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-01-04,CAT-FA-007-01,Catalog Management,Creation and maintenance of procurement catalogs,Async,PPU,Month,FP&A_Analyst,L1-L3,,Processing,"24hr updates, 100% pricing accuracy",Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-03-01,CAT-FA-007-03,Spend Analytics,Analysis of procurement spend for insights and savings,Async,Fixed_Monthly,Month,FP&A_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-03-02,CAT-FA-007-03,Sourcing Support,Administrative support for RFx and sourcing events,Async,PPU,Case,FP&A_Analyst,L1-L3,,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-01-05,CAT-FA-007-01,Goods Receipt Processing,Recording and validation of goods/services receipt,Async,PPU,Transaction,FP&A_Analyst,L1-L3,,Processing,24hr processing,Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-007-02-02,CAT-FA-007-02,Supplier Performance Management,Tracking and reporting of supplier KPIs and scorecards,Async,PPU,Case,FP&A_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-008-01-01,CAT-FA-008-01,Budget Development,Annual budget development and coordination,Async,PPU,Transaction,Payroll_Specialist,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-008-01-02,CAT-FA-008-01,Forecasting,Rolling forecasts and financial projections,Async,PPU,Transaction,Payroll_Specialist,None,3,Delivery,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-008-02-01,CAT-FA-008-02,Financial Modeling,Complex financial models for decision support,Async,PPU,Transaction,Payroll_Specialist,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-008-02-02,CAT-FA-008-02,Business Case Development,Development of business cases and ROI analysis,Async,PPU,Case,Payroll_Specialist,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-008-01-03,CAT-FA-008-01,KPI Reporting,Key performance indicator tracking and reporting,Async,Fixed_Monthly,Month,Payroll_Specialist,None,3,Delivery,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-CO-001-01-01,CAT-CO-001-01,Tier 1 Voice Support,Inbound customer inquiry handling via phone,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Response,"ASA <30s, 80% FCR",FCR,80% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-001-02-01,CAT-CO-001-02,Tier 2 Voice Support,Escalated customer support requiring specialized knowledge,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Resolution,24hr processing,CSAT,95% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-001-01-02,CAT-CO-001-01,Inquiry Response,General customer inquiry handling across channels,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Response,"<24hr response, 85% FCR",FCR,85% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-01-01,CAT-CO-002-01,Order Management,"Order entry, modification, and status inquiries",Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,99% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-001-03-01,CAT-CO-001-03,Complaint Resolution,Handling and resolution of customer complaints,Voice,PPU,Case,Customer_Service_Agent,L1-L3,6,Resolution,"<48hr resolution, 90% satisfaction",CSAT,90% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-001-01-03,CAT-CO-001-01,Premium/VIP Support,White-glove support for high-value customers,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Response,"<5min response, >95% CSAT",CSAT,95% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-001-01-04,CAT-CO-001-01,After-Hours Support,Extended hours and weekend customer support,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-001-01-05,CAT-CO-001-01,Bilingual Support,Customer support in multiple languages,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-02-01,CAT-CO-002-02,B2B Lead Generation,Outbound calling for qualified lead generation,Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-02-02,CAT-CO-002-02,Appointment Setting,Scheduling sales appointments for B2B teams,Live_Digital,PPU,Month,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-02-03,CAT-CO-002-02,B2C Telesales,Consumer sales via outbound calling,Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-02-04,CAT-CO-002-02,Upsell/Cross-sell,Revenue expansion through existing customer outreach,Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-02-05,CAT-CO-002-02,Survey Calling,NPS and satisfaction survey administration,Live_Digital,PPU,Case,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-02-06,CAT-CO-002-02,Renewal Calling,Proactive renewal outreach for subscriptions,Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-01-01,CAT-CO-003-01,Tier 1 Technical Support,Basic technical troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,L1-L4,12,Processing,"70% FCR, <8min AHT",FCR,80% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-02-01,CAT-CO-003-02,Tier 2 Technical Support,Advanced technical troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,L1-L4,12,Resolution,24hr processing,CSAT,90% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-03-01,CAT-CO-003-03,Tier 3 Technical Support,Expert technical support and escalation,Voice,PPU,Case,Technical_Support_Agent,L1-L4,12,Resolution,24hr processing,Accuracy,100% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-01-02,CAT-CO-003-01,Software Application Support,Software-specific technical assistance,Voice,PPU,Transaction,Technical_Support_Agent,L1-L4,12,Resolution,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-01-03,CAT-CO-003-01,Hardware/Device Support,Physical device troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,L1-L4,12,Resolution,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-01-04,CAT-CO-003-01,Network Support,Network connectivity troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,L1-L4,12,Processing,"P1 <15min, restoration targets",Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-01-01,CAT-CO-004-01,Customer Onboarding,New customer activation and training,Voice,PPU,Transaction,Collections_Agent,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-02-01,CAT-CO-004-02,Proactive CSM,Proactive customer success outreach,Voice,PPU,Month,Collections_Agent,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-02-02,CAT-CO-004-02,Churn Prevention,Save desk for at-risk customers,Voice,PPU,Transaction,Collections_Agent,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-02-03,CAT-CO-004-02,Win-Back Campaigns,Re-engagement of churned customers,Voice,PPU,Transaction,Collections_Agent,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-01-02,CAT-CO-004-01,Loyalty Program Support,Customer loyalty program administration,Voice,PPU,Transaction,Collections_Agent,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-01-01,CAT-CO-005-01,Order Processing,Back-office order entry and processing,Async,PPU,Transaction,Back_Office_Agent,None,4,Processing,24hr processing,Accuracy,99% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-02-01,CAT-CO-005-02,Data Entry,Manual data entry and capture services,Async,PPU,Transaction,Back_Office_Agent,None,4,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-02-02,CAT-CO-005-02,Document Processing,Document digitization and processing,Async,PPU,Transaction,Back_Office_Agent,None,4,Turnaround,24hr processing,Accuracy,99% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-03-01,CAT-CO-005-03,Claims Processing,Insurance or warranty claims processing,Async,PPU,Case,Back_Office_Agent,None,4,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-01-02,CAT-CO-005-01,Returns Processing,Product return authorization and processing,Async,PPU,Transaction,Back_Office_Agent,None,4,Processing,"<24hr processing, accuracy",Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-01-03,CAT-CO-005-01,Account Maintenance,Customer account updates and changes,Async,PPU,Transaction,Back_Office_Agent,None,4,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-006-01-01,CAT-CO-006-01,Early-Stage Collections,0-30 day delinquency outreach,N/A,PPU,Transaction,Customer_Success_Manager,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-006-02-01,CAT-CO-006-02,Mid-Stage Collections,31-90 day delinquency management,N/A,PPU,Transaction,Customer_Success_Manager,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-006-03-01,CAT-CO-006-03,Late-Stage Collections,90+ day delinquency recovery,N/A,PPU,Transaction,Customer_Success_Manager,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-006-02-02,CAT-CO-006-02,Skip Tracing,Location services for unreachable debtors,N/A,PPU,Case,Customer_Success_Manager,L1-L2,,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-007-01-01,CAT-CO-007-01,Live Chat Support,Real-time text-based customer support,Voice,PPU,Transaction,Sales_Support_Agent,None,10,Response,"ASA <30s, 75% FCR",FCR,80% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-007-02-01,CAT-CO-007-02,Email Response,Customer email inquiry handling,Voice,PPU,Transaction,Sales_Support_Agent,None,10,Response,"<4hr response, 90% FCR",FCR,90% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-007-01-02,CAT-CO-007-01,SMS Support,Customer support via text messaging,Voice,PPU,Transaction,Sales_Support_Agent,None,10,Response,<5min response,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-007-01-03,CAT-CO-007-01,In-App Messaging,Support within mobile applications,Voice,PPU,Transaction,Sales_Support_Agent,None,10,Response,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-007-01-04,CAT-CO-007-01,Chatbot Management,AI chatbot configuration and optimization,Voice,Fixed_Monthly,Month,Sales_Support_Agent,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-008-01-01,CAT-CO-008-01,Social Customer Service,Customer support via social media channels,Voice,PPU,Transaction,Specialist_Agent,L1-L3,15,Response,"<1hr response, CSAT targets",CSAT,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-008-02-01,CAT-CO-008-02,Social Monitoring,Social media listening and brand monitoring,Voice,Fixed_Monthly,Month,Specialist_Agent,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-008-01-02,CAT-CO-008-01,Community Management,Online community moderation and engagement,Voice,Fixed_Monthly,Month,Specialist_Agent,L1-L3,15,Response,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-008-01-03,CAT-CO-008-01,Review Response,Responding to online reviews,Voice,PPU,Transaction,Specialist_Agent,L1-L3,15,Response,"<24hr response, rating improvement",Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-PS-001-01-01,CAT-PS-001-01,Document Review,Legal document review for litigation and regulatory matters,N/A,PPU,Transaction,Management_Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-01-02,CAT-PS-001-01,eDiscovery Processing,Electronic discovery processing and hosting,N/A,PPU,Month,Management_Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-02-01,CAT-PS-001-02,Legal Research,Legal research and writing services,N/A,T&M,Hour,Management_Consultant,L1-L4,,Turnaround,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-02-02,CAT-PS-001-02,Contract Review,Contract review and abstraction services,N/A,PPU,Month,Management_Consultant,L1-L4,,Turnaround,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-02-03,CAT-PS-001-02,CLM Support,Contract lifecycle management support,N/A,Fixed_Monthly,Month,Management_Consultant,L1-L4,,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-03-01,CAT-PS-001-03,Patent Prosecution,Patent application preparation and prosecution,N/A,PPU,Transaction,Management_Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-03-02,CAT-PS-001-03,Trademark Management,Trademark portfolio management,N/A,PPU,Transaction,Management_Consultant,L1-L4,,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-01-03,CAT-PS-001-01,Litigation Support,Litigation support services,N/A,PPU,Case,Management_Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-02-04,CAT-PS-001-02,Legal Transcription,Legal transcription services,N/A,T&M,Hour,Management_Consultant,L1-L4,,Turnaround,24hr processing,Accuracy,99% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-001-02-05,CAT-PS-001-02,Due Diligence Support,M&A due diligence support,N/A,PPU,Transaction,Management_Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-01-01,CAT-PS-002-01,Media Planning,Media strategy and planning services,N/A,PPU,Transaction,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-01-02,CAT-PS-002-01,Media Buying,Media buying and placement,N/A,Gainshare,Month,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-02-01,CAT-PS-002-02,Digital Advertising,Digital advertising campaign management,N/A,PPU,Transaction,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-02-02,CAT-PS-002-02,SEO Services,Search engine optimization services,N/A,Fixed_Monthly,Month,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-02-03,CAT-PS-002-02,Social Media Marketing,Social media marketing management,N/A,Fixed_Monthly,Month,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-02-04,CAT-PS-002-02,Content Marketing,Content marketing strategy and execution,N/A,Fixed_Monthly,Month,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-01-03,CAT-PS-002-01,Brand Strategy,Brand strategy development,N/A,T&M,Hour,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-01-04,CAT-PS-002-01,Creative Campaign Development,Creative campaign development,N/A,PPU,Transaction,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-01-05,CAT-PS-002-01,PR Services,Public relations and communications,N/A,Fixed_Monthly,Month,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-02-05,CAT-PS-002-02,Influencer Marketing,Influencer marketing management,N/A,PPU,Transaction,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-02-06,CAT-PS-002-02,Email Marketing,Email marketing campaign management,N/A,PPU,Transaction,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-002-03-01,CAT-PS-002-03,Marketing Analytics,Marketing analytics and reporting,N/A,Fixed_Monthly,Month,Attorney,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-003-01-01,CAT-PS-003-01,Corporate Strategy Consulting,Corporate strategy development,N/A,T&M,Hour,Marketing_Specialist,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
