Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes
ST-AI-002-02-03,VND-0009,Cognizant,Leader (ISG Intelligent Automation Services) & HFS Market Leader,ISG / HFS,1,Established,1994,HIGH,2025-01,Analyst,Consulting and AI engineering teams deliver large‑scale GenAI programs including prompt engineering and LLM agent design.
ST-AI-002-02-03,VND-0010,Infosys,Major Contender / Leader across AI & analytics in ISG/HFS landscapes,ISG / HFS,,Established,1981,HIGH,2025-01,Analyst,"Provides prompt engineering, retrieval‑augmented workflows and governance as part of its AI & automation offerings."
ST-AI-002-02-03,VND-0003,TCS,Leader (ISG Intelligent Automation Services),ISG,1,Established,1968,HIGH,2025-01,Analyst,Offers enterprise prompt frameworks embedded in “Business 4.0” and AI‑at‑scale programs across sectors.
ST-AI-002-02-03,VND-0865,Humanloop,,,,Emerging,2019,LOW,2025-01,Manual,"Provides a prompt editor, versioning and evaluation platform that lets teams collaborate on prompts with domain‑expert reviewers in the loop."
ST-AI-002-02-03,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Uses “data‑centric” workflows where prompts, datasets and evaluators are tuned together, enabling systematic experimentation with prompt variants."
ST-AI-002-02-03,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Delivers consulting and implementation (chat/voice bots, NLP systems) including prompt design tuned to African and global contexts."
ST-AI-002-02-04,VND-0001,Accenture,Leader & Star Performer (AI & Generative AI Services),Everest,1,Established,1989,HIGH,2025-01,Analyst,"Builds continuous evaluation pipelines (A/B tests, human evals) to systematically optimize prompts and tool chains for production LLM apps."
ST-AI-002-02-04,VND-0004,Capgemini,Leader (AI & Generative AI Services),Everest,1,Established,1967,HIGH,2025-01,Analyst,"Uses platformized GenAI “factories” where prompts, retrieval and models are jointly tuned for cost, latency and accuracy."
ST-AI-002-02-04,VND-0009,Cognizant,HFS Market Leader & ISG Leader in AI/automation,HFS / ISG,1,Established,1994,HIGH,2025-01,Analyst,"Provides prompt optimization as part of continuous improvement for GenAI copilots in CX, IT and business processes."
ST-AI-002-02-04,VND-0010,Infosys,Major provider in AI & analytics,ISG / HFS,,Established,1981,HIGH,2025-01,Analyst,Operates GenAI “factories” and AIOps platforms with built‑in mechanics for prompt‑level experimentation and monitoring.
ST-AI-002-02-04,VND-0003,TCS,Leader (ISG Intelligent Automation Services),ISG,1,Established,1968,HIGH,2025-01,Analyst,"Embeds prompt optimization into its Global Network Delivery Model, with structured KPIs around quality and productivity."
ST-AI-002-02-04,VND-0865,Humanloop,,,,Emerging,2019,LOW,2025-01,Manual,"Core product is an eval platform that runs large prompt/model experiments, capturing automatic and human scores to iteratively improve prompts."
ST-AI-002-02-04,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Uses Encord Active for evaluation, allowing teams to identify failing prompts and optimize them against rich error analytics."
ST-AI-002-02-04,VND-1510,Surge AI,,,,Emerging,2020,LOW,2025-01,Manual,Designs complex prompt–response tasks and rubrics whose human labels are then used to choose and refine the best prompts for production models.
ST-AI-002-02-05,VND-0971,Kore.ai,Leader (Forrester Wave Conversational AI for Customer Service) & Recognized leader in Gartner MQ Conversational AI Platforms,Forrester / Gartner,1,Established,2014,HIGH,2025-01,Analyst,"Enterprise conversational AI platform with LLM orchestration and GenAI agents; widely used for contact‑center chatbots, employee bots and task automation."
ST-AI-002-02-05,VND-0516,Cognigy,Leader (Forrester Wave Conversational AI for Customer Service) & Leader in Gartner MQ Conversational AI Platforms,Forrester / Gartner,1,Established,2016,HIGH,2025-01,Analyst,Flexible conversational AI platform supporting LLM‑enhanced virtual agents across voice and digital; praised for strategy and deployment flexibility.
ST-AI-002-02-05,VND-1177,OneReach.ai,"Leader (Gartner MQ Enterprise Conversational AI Platforms, Critical Capabilities top scorer)",Gartner,1,Established,2013,HIGH,2025-01,Analyst,High‑end conversational/agentic AI platform (GSX) for designing complex multimodal agents; long track record in large enterprise deployments.
ST-AI-002-02-05,VND-1741,boost.ai,Leader (Gartner MQ Conversational AI Platforms 2025),Gartner,1,Established,2016,HIGH,2025-01,Analyst,"Nordic conversational AI platform; Gartner Leader for strong security, collaboration and persona‑building tools and robust enterprise deployments."
ST-AI-002-02-05,VND-0293,Amelia,Leader (Forrester Wave Conversational AI) & long‑standing enterprise CAI vendor,Forrester / others,1,Established,1998,HIGH,2025-01,Analyst,Conversational AI company with deep voice/omnichannel support and strong white‑glove services for large enterprises.
ST-AI-002-02-05,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Builds and operates chat and voice bots for clients in Africa and globally, combining LLMs with its annotation workforce for tailored CX solutions."
ST-AI-002-02-05,VND-0865,Humanloop,,,,Emerging,2019,LOW,2025-01,Manual,"Frequently used by SaaS teams building LLM‑powered chatbots; provides evaluation, logging and human review for chatbot prompts and flows."
ST-AI-002-02-05,VND-1510,Surge AI,,,,Emerging,2020,LOW,2025-01,Manual,"Supplies training data and eval environments for leading chatbots (e.g., ChatGPT, Claude), including multi‑turn conversation rating and safety feedback."
ST-AI-002-02-06,VND-0001,Accenture,Leader & Star Performer (AI & Generative AI Services) & HFS Market Leader,Everest / HFS,1,Established,1989,HIGH,2025-01,Analyst,"Delivers managed GenAI content programs (marketing, CX, knowledge) using proprietary platforms, LLMs and RLHF/prompt optimization frameworks."
ST-AI-002-02-06,VND-0009,Cognizant,"HFS Market Leader (Analytics, AI, Data & Automation)",HFS,1,Established,1994,HIGH,2025-01,Analyst,"Provides content‑generation solutions (marketing, documentation, CX) as part of large‑scale AI transformations."
ST-AI-002-02-06,VND-0005,IBM,Leader (Everest AI & Generative AI Services) & strong AI platform coverage,Everest / Forrester,1,Established,1911,HIGH,2025-01,Analyst,Offers watsonx‑based content and knowledge assistants with governance and RLHF‑style human review in regulated industries.
ST-AI-002-02-06,VND-0010,Infosys,Major provider in AI & analytics,ISG / HFS,,Established,1981,HIGH,2025-01,Analyst,"Runs GenAI studios that build managed content pipelines for marketing, CX and internal documentation."
ST-AI-002-02-06,VND-0008,Wipro,"HFS Market Leader (Analytics, AI, Data & Automation)",HFS,1,Established,1945,HIGH,2025-01,Analyst,Offers managed content generation and automation services as part of its AI‑led business transformation portfolio.
ST-AI-002-02-06,VND-0548,Copy.ai,,,,Emerging,2020,LOW,2025-01,Manual,GenAI content platform for marketing & sales; enterprises use it for managed campaigns and workflow automation across channels.
ST-AI-002-02-06,VND-1716,Writesonic,,,,Emerging,2020,LOW,2025-01,Manual,"AI content and SEO platform providing blog, ad, email and chatbot content at scale, with multi‑model support (GPT‑4, Claude, Gemini)."
ST-AI-002-02-06,VND-1595,Typeface,,,,Emerging,2022,LOW,2025-01,Manual,"Enterprise‑focused GenAI content system emphasizing on‑brand, personalized text/image generation integrated into marketing workflows."
ST-AI-002-03-01,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Everest DAL Leader with strong NLP/text capabilities and generative‑AI‑ready platform (Ground Truth Studio, Experts Engine)."
ST-AI-002-03-01,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Long‑time market leader in text data collection and annotation (NER, sentiment, intent, classification) supporting LLM training."
ST-AI-002-03-01,VND-0473,Centific,Leader,Everest,1,Established,2022,HIGH,2025-01,Analyst,Everest DAL Leader; strong multilingual text annotation and generative AI data services.
ST-AI-002-03-01,VND-0043,TaskUs,Leader,Everest,1,Established,2008,HIGH,2025-01,Analyst,"DAL Leader and CX BPO specializing in large‑scale text moderation, classification and quality‑controlled labeling for tech platforms."
ST-AI-002-03-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"Provides expert NLP annotation (NER, sentiment, entity linking, dialogue labeling) and RLHF‑style text evaluation."
ST-AI-002-03-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,Multimodal platform with strong text and document annotation capabilities plus active‑learning selection for LLM training.
ST-AI-002-03-01,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Provides text labeling across African and global languages, with emphasis on high‑quality, secure enterprise workflows."
ST-AI-002-03-01,VND-0591,DataVLab,,,,Emerging,2019,LOW,2025-01,Manual,"While focused on CV, DataVLab increasingly offers NLP annotation and evaluation services to European AI teams."
ST-AI-002-04-01,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Deep expertise in speech collection and labeling (transcription, language ID, emotion), powering ASR and multimodal LLMs."
ST-AI-002-04-01,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Provides multilingual speech/audio collection and annotation inherited from Lionbridge AI, now integrated in its AI Data platform."
ST-AI-002-04-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"Offers audio transcription, diarization and speech labeling (emotion, intent) across languages and domains."
ST-AI-002-04-01,VND-1398,Sama,Major Contender,Everest,2,Established,2008,HIGH,2025-01,Analyst,Well‑known for high‑quality audio and speech labeling services with ethical supply chains.
ST-AI-002-04-01,VND-0504,CloudFactory,Major Contender,Everest,2,Established,2010,HIGH,2025-01,Analyst,Provides multilingual audio transcription and tagging plus human‑in‑the‑loop QA for speech models.
ST-AI-002-04-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Supports audio and video annotation with unified timelines, transcripts and labels for multimodal LLMs."
ST-AI-002-04-01,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Collects and labels speech data, including under‑resourced African languages, for conversational AI and speech models."
ST-AI-002-04-01,VND-0591,DataVLab,,,,Emerging,2019,LOW,2025-01,Manual,"Offers audio and video annotation for AI startups, especially in Europe and MENA."
ST-AI-002-05-01,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Everest DAL report highlights its strong 2D/3D and LiDAR annotation for autonomous vehicles, with high precision and automation."
ST-AI-002-05-01,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,Long experience annotating 3D point clouds and sensor fusion data for AV and robotics clients.
ST-AI-002-05-01,VND-1398,Sama,Major Contender,Everest,2,Established,2008,HIGH,2025-01,Analyst,"High‑quality 3D bounding boxes, segmentation and sensor fusion annotation services for automotive OEMs."
ST-AI-002-05-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,Provides LiDAR and 3D point‑cloud annotation for autonomous mobility and geospatial AI.
ST-AI-002-05-01,VND-0473,Centific,Leader,Everest,1,Established,2022,HIGH,2025-01,Analyst,"Offers 3D image, video and LiDAR labeling for automotive and industrial customers as part of its DAL portfolio."
ST-AI-002-05-01,VND-1507,SuperAnnotate,,,,Emerging,2018,LOW,2025-01,Manual,"Computer‑vision‑focused platform with strong 2D/3D, LiDAR and sensor annotation plus managed teams for AV and robotics."
ST-AI-002-05-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Supports LiDAR, 3D point clouds and video with AI‑assisted labeling and QA, widely used in safety‑critical CV."
ST-AI-002-05-01,VND-1019,Lightly,,,,Emerging,2018,LOW,2025-01,Manual,"Data‑centric AI company helping teams select the most informative 3D/vision frames for annotation, reducing cost and improving model performance."
ST-AI-002-06-01,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Provides complex document annotation (OCR corrections, entities, layout, summary labels) powering document understanding and LLMs."
ST-AI-002-06-01,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Offers document AI data, including field extraction, classification and RLHF‑style evaluation for document‑based LLMs."
ST-AI-002-06-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"Strong in document annotation for finance, insurance and healthcare with expert labelers and QA."
ST-AI-002-06-01,VND-1398,Sama,Major Contender,Everest,2,Established,2008,HIGH,2025-01,Analyst,"Handles multi‑page document labeling, table extraction and QA for enterprise clients."
ST-AI-002-06-01,VND-0473,Centific,Leader,Everest,1,Established,2022,HIGH,2025-01,Analyst,Provides multilingual document annotation and layout understanding as part of its DAL and GenAI services.
ST-AI-002-06-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Supports rich document annotation (layout, entities, relations) and evaluation for document‑centric LLMs with medical and legal use cases."
ST-AI-002-06-01,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Digitizes and labels complex documents (e.g., utility, agricultural, medical) with high‑touch QA in African and global contexts."
ST-AI-002-06-01,VND-0591,DataVLab,,,,Emerging,2019,LOW,2025-01,Manual,"Provides annotation services for receipts, invoices and industrial documents for European AI startups."
ST-AI-002-07-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"Strong focus on healthcare AI; provides expert teams for radiology, pathology and other medical imaging annotation."
ST-AI-002-07-01,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Through Lionbridge AI heritage, supports medical image and document labeling with strict security and compliance."
ST-AI-002-07-01,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,Delivers medical imaging datasets and related text labels across modalities for healthcare AI clients.
ST-AI-002-07-01,VND-1398,Sama,Major Contender,Everest,2,Established,2008,HIGH,2025-01,Analyst,Provides image segmentation and annotation for healthcare imaging and diagnostics.
ST-AI-002-07-01,VND-0473,Centific,Leader,Everest,1,Established,2022,HIGH,2025-01,Analyst,"Supports healthcare / life‑sciences annotation, including DICOM and other imaging formats."
ST-AI-002-07-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Initially popularized through medical imaging pilots (e.g., with Stanford Medicine, Memorial Sloan Kettering), offering specialized DICOM workflows and QA."
ST-AI-002-07-01,VND-1507,SuperAnnotate,,,,Emerging,2018,LOW,2025-01,Manual,"Provides medical imaging annotation (e.g., segmentation, bounding boxes) via its CV platform and managed expert teams."
ST-AI-002-07-01,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Builds medical and diagnostic imaging annotation teams in West Africa, with strong training and compliance focus."
ST-AI-005-03-01,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-03-02,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-03-03,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-01-01,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-01-02,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-01-03,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-01-04,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-02-02,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-01-05,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-02-03,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-02-04,VND-0592,Databricks,Leader,Gartner,1,Established,2013,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Unified Lakehouse; MLflow native; consulting/project-based
ST-AI-005-03-01,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-03-02,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-02-01,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-01-01,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-01-02,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-01-03,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-01-04,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-02-02,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-01-05,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-02-03,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-02-04,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-04-01,VND-0588,DataRobot,Leader,Gartner,1,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; AutoML leader; managed services with AI Success Managers
ST-AI-005-03-01,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-03-02,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-03-03,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-01-01,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-01-02,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-01-03,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-01-04,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-02-02,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-01-05,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-02-03,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-02-04,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-04-01,VND-0244,AWS,Leader,Gartner,1,Established,2006,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; SageMaker ecosystem; ProServe consulting
ST-AI-005-03-02,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-03-03,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-02-01,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-01-01,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-01-02,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-01-03,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-01-04,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-02-02,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-01-05,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-02-03,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-02-04,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-04-01,VND-0811,Google Cloud,Leader,Gartner,1,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Vertex AI; strong in LLM fine-tuning and RAG
ST-AI-005-03-01,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-03-02,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-03-03,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-02-01,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-01-01,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-01-02,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-01-03,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-01-04,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-02-02,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-01-05,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-02-03,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-02-04,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-04-01,VND-1087,Microsoft Azure,Leader,Gartner,1,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from MLOps matrix; Azure ML; enterprise integration focus
ST-AI-005-03-01,VND-1693,Weights & Biases,,,,Established,2017,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; ML experiment tracking leader; platform + support model
ST-AI-005-03-02,VND-1693,Weights & Biases,,,,Established,2017,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; ML experiment tracking leader; platform + support model
ST-AI-005-01-02,VND-1693,Weights & Biases,,,,Established,2017,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; ML experiment tracking leader; platform + support model
ST-AI-005-01-04,VND-1693,Weights & Biases,,,,Established,2017,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; ML experiment tracking leader; platform + support model
ST-AI-005-02-03,VND-1693,Weights & Biases,,,,Established,2017,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; ML experiment tracking leader; platform + support model
ST-AI-005-03-01,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-03-02,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-03-03,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-02-01,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-01-01,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-01-02,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-01-04,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-02-02,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-01-05,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
ST-AI-005-02-03,VND-0621,Domino Data Lab,,,,Established,2013,LOW,2025-01,Manual,Cross-mapped from MLOps matrix; Hybrid/multi-cloud MLOps; managed platform
