Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Resource_Unit_Name,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-FA-004-01-03,CAT-FA-004-01,CAT-FA-004,Financial Consolidation,"Multi-entity aggregation, currency translation, eliminations",,PPU,Month,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-01-04,CAT-FA-004-01,CAT-FA-004,Management Reporting,"Customized reports, KPI dashboards, variance analysis",,Fixed_Monthly,Month,Tax_Specialist,Standard,L1-L3,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-01-05,CAT-FA-004-01,CAT-FA-004,Statutory Reporting,Legally required filings for jurisdictions,,PPU,Transaction,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,100% compliance,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-01-06,CAT-FA-004-01,CAT-FA-004,Flash Reporting,Rapid preliminary results for early visibility,,Fixed_Monthly,Month,Tax_Specialist,Standard,L1-L3,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-01-07,CAT-FA-004-01,CAT-FA-004,Variance Analysis,Comparison of actuals to budget/forecast with explanations,,Fixed_Monthly,Month,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-01,CAT-FA-005-01,CAT-FA-005,Daily Cash Positioning,Daily monitoring and reporting of global cash positions,Async,PPU,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-02,CAT-FA-005-01,CAT-FA-005,Cash Forecasting,Short/long-term cash flow forecasting with scenario modeling,Async,Fixed_Monthly,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,90% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-03,CAT-FA-005-01,CAT-FA-005,Treasury Bank Reconciliation,Treasury-level reconciliation of bank statements,Async,PPU,Month,Treasury_Analyst,Standard,L1-L2,10,Resolution,"Daily key accounts, 48hr resolution",Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-04,CAT-FA-005-01,CAT-FA-005,Wire Transfer Execution,"Execution of treasury payments including wires, FX",Async,PPU,Transaction,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-05,CAT-FA-005-01,CAT-FA-005,Bank Fee Analysis,"Review of bank charges, benchmarking, optimization",Async,Fixed_Monthly,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-06,CAT-FA-005-01,CAT-FA-005,In-House Banking/Netting,"Management of IC lending, pooling, netting settlements",Async,PPU,Transaction,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-07,CAT-FA-005-01,CAT-FA-005,Debt/Investment Management,"Tracking debt facilities, covenants, investment positions",Async,Fixed_Monthly,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-01-08,CAT-FA-005-01,CAT-FA-005,FX Exposure Management,Monitoring currency exposures and hedge tracking,Async,Fixed_Monthly,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-01-01,CAT-FA-006-01,CAT-FA-006,Corporate Income Tax Compliance,Preparation and filing of corporate tax returns,,PPU,Transaction,Auditor,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-01-02,CAT-FA-006-01,CAT-FA-006,Tax Provision,Quarterly/annual provision calculations and disclosures (ASC 740),,Fixed_Monthly,Month,Auditor,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-02-01,CAT-FA-006-02,CAT-FA-006,Sales & Use Tax Compliance,Calculation and filing across jurisdictions,,PPU,Transaction,Auditor,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-02-02,CAT-FA-006-02,CAT-FA-006,VAT/GST Compliance,Preparation and filing of international VAT/GST returns,,PPU,Transaction,Auditor,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-01-03,CAT-FA-006-01,CAT-FA-006,Withholding Tax Management,Calculation and remittance of withholdings,,PPU,Transaction,Auditor,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-01-04,CAT-FA-006-01,CAT-FA-006,Tax Authority Correspondence,"Management of inquiries, notices, audit responses",,PPU,Case,Auditor,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-01-05,CAT-FA-006-01,CAT-FA-006,Transfer Pricing Documentation,Contemporaneous documentation and CbC reporting,,PPU,Project,Auditor,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-02-03,CAT-FA-006-02,CAT-FA-006,Property Tax Compliance,Personal and real property tax returns and payments,,PPU,Transaction,Auditor,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-02-01,CAT-FA-004-02,CAT-FA-004,External Audit Coordination,"PBC management, auditor requests, schedule preparation",,PPU,Transaction,Tax_Specialist,Standard,L1-L3,10,Delivery,"Timeline delivery, <5% follow-ups",Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-02-02,CAT-FA-004-02,CAT-FA-004,Financial Statement Schedules,Preparation of supporting schedules and workpapers,,PPU,Transaction,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-02-03,CAT-FA-004-02,CAT-FA-004,Internal Controls Testing,Testing and documentation for SOX compliance,,PPU,Transaction,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-02-04,CAT-FA-004-02,CAT-FA-004,Account Certification,Balance certification process for all BS accounts,,PPU,Month,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-02-05,CAT-FA-004-02,CAT-FA-004,Footnote Disclosure Preparation,Preparation of GAAP/IFRS footnotes and disclosures,,PPU,Transaction,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-02-06,CAT-FA-004-02,CAT-FA-004,Audit Analytics,"Ongoing analytics for anomalies, fraud risks, exceptions",,Fixed_Monthly,Month,Tax_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-01-01,CAT-FA-007-01,CAT-FA-007,Purchase Requisition Processing,"Review, validation, routing of purchase requisitions",Async,PPU,Transaction,FP&A_Analyst,Standard,L1-L3,10,Processing,"24hr processing, 99% accuracy",Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-01-02,CAT-FA-007-01,CAT-FA-007,Purchase Order Management,"Creation, issuance, management of purchase orders",Async,PPU,Transaction,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-01-03,CAT-FA-007-01,CAT-FA-007,Supplier Onboarding,End-to-end supplier qualification and master data setup,Async,PPU,Case,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Compliance,100% compliance,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-02-01,CAT-FA-007-02,CAT-FA-007,Contract Management,"Storage, tracking, administration of supplier contracts",Async,PPU,Month,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-01-04,CAT-FA-007-01,CAT-FA-007,Catalog Management,Creation and maintenance of procurement catalogs,Async,PPU,Month,FP&A_Analyst,Standard,L1-L3,10,Processing,"24hr updates, 100% pricing accuracy",Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-03-01,CAT-FA-007-03,CAT-FA-007,Spend Analytics,Analysis of procurement spend for insights and savings,Async,Fixed_Monthly,Month,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-03-02,CAT-FA-007-03,CAT-FA-007,Sourcing Support,Administrative support for RFx and sourcing events,Async,PPU,Case,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,100% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-01-05,CAT-FA-007-01,CAT-FA-007,Goods Receipt Processing,Recording and validation of goods/services receipt,Async,PPU,Transaction,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-007-02-02,CAT-FA-007-02,CAT-FA-007,Supplier Performance Management,Tracking and reporting of supplier KPIs and scorecards,Async,PPU,Case,FP&A_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-008-01-01,CAT-FA-008-01,CAT-FA-008,Budget Development,Annual budget development and coordination,Async,PPU,Transaction,Payroll_Specialist,Standard,,3.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-008-01-02,CAT-FA-008-01,CAT-FA-008,Forecasting,Rolling forecasts and financial projections,Async,PPU,Transaction,Payroll_Specialist,Standard,,3.0,Delivery,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-008-02-01,CAT-FA-008-02,CAT-FA-008,Financial Modeling,Complex financial models for decision support,Async,PPU,Transaction,Payroll_Specialist,Standard,,3.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-008-02-02,CAT-FA-008-02,CAT-FA-008,Business Case Development,Development of business cases and ROI analysis,Async,PPU,Case,Payroll_Specialist,Standard,,3.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-008-01-03,CAT-FA-008-01,CAT-FA-008,KPI Reporting,Key performance indicator tracking and reporting,Async,Fixed_Monthly,Month,Payroll_Specialist,Standard,,3.0,Delivery,24hr processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-01-01,CAT-CO-001-01,CAT-CO-001,Tier 1 Voice Support,Inbound customer inquiry handling via phone,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Response,"ASA <30s, 80% FCR",FCR,80% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-02-01,CAT-CO-001-02,CAT-CO-001,Tier 2 Voice Support,Escalated customer support requiring specialized knowledge,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Resolution,24hr processing,CSAT,95% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-01-02,CAT-CO-001-01,CAT-CO-001,Inquiry Response,General customer inquiry handling across channels,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Response,"<24hr response, 85% FCR",FCR,85% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-01-01,CAT-CO-002-01,CAT-CO-002,Order Management,"Order entry, modification, and status inquiries",Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,99% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-03-01,CAT-CO-001-03,CAT-CO-001,Complaint Resolution,Handling and resolution of customer complaints,Voice,PPU,Case,Customer_Service_Agent,Standard,L1-L3,6.0,Resolution,"<48hr resolution, 90% satisfaction",CSAT,90% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-01-03,CAT-CO-001-01,CAT-CO-001,Premium/VIP Support,White-glove support for high-value customers,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Response,"<5min response, >95% CSAT",CSAT,95% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-01-04,CAT-CO-001-01,CAT-CO-001,After-Hours Support,Extended hours and weekend customer support,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-001-01-05,CAT-CO-001-01,CAT-CO-001,Bilingual Support,Customer support in multiple languages,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-02-01,CAT-CO-002-02,CAT-CO-002,B2B Lead Generation,Outbound calling for qualified lead generation,Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-02-02,CAT-CO-002-02,CAT-CO-002,Appointment Setting,Scheduling sales appointments for B2B teams,Live_Digital,PPU,Month,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-02-03,CAT-CO-002-02,CAT-CO-002,B2C Telesales,Consumer sales via outbound calling,Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-02-04,CAT-CO-002-02,CAT-CO-002,Upsell/Cross-sell,Revenue expansion through existing customer outreach,Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-02-05,CAT-CO-002-02,CAT-CO-002,Survey Calling,NPS and satisfaction survey administration,Live_Digital,PPU,Case,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-02-06,CAT-CO-002-02,CAT-CO-002,Renewal Calling,Proactive renewal outreach for subscriptions,Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-01-01,CAT-CO-003-01,CAT-CO-003,Tier 1 Technical Support,Basic technical troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,Standard,L1-L4,12.0,Processing,"70% FCR, <8min AHT",FCR,80% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-02-01,CAT-CO-003-02,CAT-CO-003,Tier 2 Technical Support,Advanced technical troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,Standard,L1-L4,12.0,Resolution,24hr processing,CSAT,90% csat,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-03-01,CAT-CO-003-03,CAT-CO-003,Tier 3 Technical Support,Expert technical support and escalation,Voice,PPU,Case,Technical_Support_Agent,Standard,L1-L4,12.0,Resolution,24hr processing,Accuracy,100% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-01-02,CAT-CO-003-01,CAT-CO-003,Software Application Support,Software-specific technical assistance,Voice,PPU,Transaction,Technical_Support_Agent,Standard,L1-L4,12.0,Resolution,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-01-03,CAT-CO-003-01,CAT-CO-003,Hardware/Device Support,Physical device troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,Standard,L1-L4,12.0,Resolution,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-01-04,CAT-CO-003-01,CAT-CO-003,Network Support,Network connectivity troubleshooting,Voice,PPU,Transaction,Technical_Support_Agent,Standard,L1-L4,12.0,Processing,"P1 <15min, restoration targets",Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-01-01,CAT-CO-004-01,CAT-CO-004,Customer Onboarding,New customer activation and training,Voice,PPU,Transaction,Collections_Agent,Standard,,5.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-02-01,CAT-CO-004-02,CAT-CO-004,Proactive CSM,Proactive customer success outreach,Voice,PPU,Month,Collections_Agent,Standard,,5.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-02-02,CAT-CO-004-02,CAT-CO-004,Churn Prevention,Save desk for at-risk customers,Voice,PPU,Transaction,Collections_Agent,Standard,,5.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-02-03,CAT-CO-004-02,CAT-CO-004,Win-Back Campaigns,Re-engagement of churned customers,Voice,PPU,Transaction,Collections_Agent,Standard,,5.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-01-02,CAT-CO-004-01,CAT-CO-004,Loyalty Program Support,Customer loyalty program administration,Voice,PPU,Transaction,Collections_Agent,Standard,,5.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-01-01,CAT-CO-005-01,CAT-CO-005,Order Processing,Back-office order entry and processing,Async,PPU,Transaction,Back_Office_Agent,Standard,,4.0,Processing,24hr processing,Accuracy,99% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-02-01,CAT-CO-005-02,CAT-CO-005,Data Entry,Manual data entry and capture services,Async,PPU,Transaction,Back_Office_Agent,Standard,,4.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-02-02,CAT-CO-005-02,CAT-CO-005,Document Processing,Document digitization and processing,Async,PPU,Transaction,Back_Office_Agent,Standard,,4.0,Turnaround,24hr processing,Accuracy,99% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-03-01,CAT-CO-005-03,CAT-CO-005,Claims Processing,Insurance or warranty claims processing,Async,PPU,Case,Back_Office_Agent,Standard,,4.0,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-01-02,CAT-CO-005-01,CAT-CO-005,Returns Processing,Product return authorization and processing,Async,PPU,Transaction,Back_Office_Agent,Standard,,4.0,Processing,"<24hr processing, accuracy",Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-01-03,CAT-CO-005-01,CAT-CO-005,Account Maintenance,Customer account updates and changes,Async,PPU,Transaction,Back_Office_Agent,Standard,,4.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-006-01-01,CAT-CO-006-01,CAT-CO-006,Early-Stage Collections,0-30 day delinquency outreach,,PPU,Transaction,Customer_Success_Manager,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,UNKNOWN,,Standard,,,,
ST-CO-006-02-01,CAT-CO-006-02,CAT-CO-006,Mid-Stage Collections,31-90 day delinquency management,,PPU,Transaction,Customer_Success_Manager,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,UNKNOWN,,Standard,,,,
ST-CO-006-03-01,CAT-CO-006-03,CAT-CO-006,Late-Stage Collections,90+ day delinquency recovery,,PPU,Transaction,Customer_Success_Manager,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,UNKNOWN,,Standard,,,,
ST-CO-006-02-02,CAT-CO-006-02,CAT-CO-006,Skip Tracing,Location services for unreachable debtors,,PPU,Case,Customer_Success_Manager,Standard,L1-L2,10,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,UNKNOWN,,Standard,,,,
ST-CO-007-01-01,CAT-CO-007-01,CAT-CO-007,Live Chat Support,Real-time text-based customer support,Voice,PPU,Transaction,Sales_Support_Agent,Standard,,10.0,Response,"ASA <30s, 75% FCR",FCR,80% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-007-02-01,CAT-CO-007-02,CAT-CO-007,Email Response,Customer email inquiry handling,Voice,PPU,Transaction,Sales_Support_Agent,Standard,,10.0,Response,"<4hr response, 90% FCR",FCR,90% fcr,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-007-01-02,CAT-CO-007-01,CAT-CO-007,SMS Support,Customer support via text messaging,Voice,PPU,Transaction,Sales_Support_Agent,Standard,,10.0,Response,<5min response,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-007-01-03,CAT-CO-007-01,CAT-CO-007,In-App Messaging,Support within mobile applications,Voice,PPU,Transaction,Sales_Support_Agent,Standard,,10.0,Response,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
