Mapping_ID,Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes,Maxx_Rec_Tier,Price_Position,Typical_Delivery_Location
SVM-01323,ST-HR-006-02-02,VND-1226,PeopleScout,Major Contender,Everest RPO,2,Established,2005,HIGH,2025-01,Analyst,Sourcing & acquisition; Affinix platform,,,
SVM-01324,ST-HR-006-02-03,VND-1193,Orion Talent,Star Performer,Industry Practice,2,Established,2002,MEDIUM,2025-01,Analyst,Technical applicant screening,,,
SVM-01325,ST-HR-006-02-03,VND-1235,Pierpoint,Star Performer,Industry Practice,2,Established,2006,MEDIUM,2025-01,Analyst,Screening; nearshore delivery,,,
SVM-01326,ST-HR-006-02-04,VND-0163,Hudson RPO,Major Contender,Industry Practice,2,Established,1972,HIGH,2025-01,Analyst,Interview scheduling; candidate mgmt,,,
SVM-01327,ST-HR-006-02-04,VND-0274,Alexander Mann,Major Contender,Industry Practice,2,Established,1996,HIGH,2025-01,Analyst,Full-cycle RPO; interview coordination,,,
SVM-01328,ST-HR-006-05-01,VND-0482,Checkr,Star Performer,Industry Practice,2,Emerging,2014,MEDIUM,2025-01,Analyst,"Background verification; 98% 1-hr turnaround, AI-powered",,,
SVM-01329,ST-HR-006-05-01,VND-1490,Sterling Check,Leader,Industry Practice,1,Established,1975,HIGH,2025-01,Analyst,Background checks; global leader,,,
SVM-01330,ST-HR-006-05-02,VND-1300,Quest Diagnostics,Leader,Industry Practice,1,Established,1967,HIGH,2025-01,Analyst,Drug testing coordination; compliance focus,,,
SVM-01331,ST-HR-006-05-02,VND-0983,LabCorp,Major Contender,Industry Practice,2,Established,1967,HIGH,2025-01,Analyst,Drug testing; medical screening,,,
SVM-01332,ST-HR-006-02-05,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Offer letter generation; integrated with HRIS,,,
SVM-01333,ST-HR-006-02-05,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,Offer management; e-signature integration,,,
SVM-01334,ST-HR-006-02-06,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Onboarding document collection; portal,,,
SVM-01335,ST-HR-006-02-06,VND-0382,BambooHR,Star Performer,Industry Practice,2,Established,2008,MEDIUM,2025-01,Analyst,Document collection; e-signature,,,
SVM-01336,ST-HR-006-02-07,VND-0022,Korn Ferry,Star Performer,Industry Practice,2,Established,1969,MEDIUM,2025-01,Analyst,Recruitment marketing; employer branding,,,
SVM-01337,ST-HR-006-02-07,VND-1617,Universum,Major Contender,Industry Practice,2,Established,1988,HIGH,2025-01,Analyst,Employer branding; candidate attraction,,,
SVM-01338,ST-HR-006-02-08,VND-0022,Korn Ferry,Leader,Industry Practice,1,Established,1969,HIGH,2025-01,Analyst,Campus recruiting; university relations,,,
SVM-01339,ST-HR-006-02-08,VND-1617,Universum,Star Performer,Industry Practice,2,Established,1988,MEDIUM,2025-01,Analyst,Campus talent acquisition,,,
SVM-01340,ST-HR-006-01-01,VND-0022,Korn Ferry,Leader,Industry Practice,1,Established,1969,HIGH,2025-01,Analyst,Executive search; leadership recruitment,,,
SVM-01341,ST-HR-006-01-01,VND-0033,Heidrick & Struggles,Leader,Industry Practice,1,Established,1956,HIGH,2025-01,Analyst,Executive recruitment; board placement,,,
SVM-01342,ST-HR-006-03-01,VND-0160,Kforce,Leader,Industry Practice,1,Established,1998,HIGH,2025-01,Analyst,Technical recruiting; engineering focus,,,
SVM-01343,ST-HR-006-03-01,VND-0033,Heidrick & Struggles,Major Contender,Industry Practice,2,Established,1956,HIGH,2025-01,Analyst,Technology executive recruitment,,,
SVM-01344,ST-HR-006-04-01,VND-0020,Randstad,Major Contender,Industry Practice,2,Established,1960,HIGH,2025-01,Analyst,Outplacement services; career coaching,,,
SVM-01345,ST-HR-006-04-01,VND-1012,Lee Hecht Harrison,Leader,Industry Practice,1,Established,1989,HIGH,2025-01,Analyst,Outplacement; executive coaching,,,
SVM-01346,ST-HR-006-04-02,VND-0022,Korn Ferry,Major Contender,Industry Practice,2,Established,1969,HIGH,2025-01,Analyst,Exit interviews; offboarding analytics,,,
SVM-01347,ST-HR-006-04-02,VND-0382,BambooHR,Star Performer,Industry Practice,2,Established,2008,MEDIUM,2025-01,Analyst,Exit survey administration,,,
SVM-01348,ST-HR-007-01-01,VND-1242,PlanSource,Leader,Gartner Benefits,1,Established,2006,HIGH,2025-01,Analyst,Open enrollment; guided renewal automation,,,
SVM-01349,ST-HR-007-01-01,VND-0275,Alight Solutions,Leader,Industry Practice,1,Established,1997,HIGH,2025-01,Analyst,Enrollment processing; LumenAI,,,
SVM-01350,ST-HR-007-01-02,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Benefits eligibility management; HRIS-integrated,,,
SVM-01351,ST-HR-007-01-02,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,Eligibility rules engine; automation,,,
SVM-01352,ST-HR-007-02-01,VND-0275,Alight Solutions,Leader,Industry Practice,1,Established,1997,HIGH,2025-01,Analyst,COBRA administration; compliance focus,,,
SVM-01353,ST-HR-007-02-01,VND-0533,ConnectCare,Major Contender,Industry Practice,2,Established,2000,HIGH,2025-01,Analyst,COBRA TPA services,,,
SVM-01354,ST-HR-007-01-03,VND-1242,PlanSource,Leader,Industry Practice,1,Established,2006,HIGH,2025-01,Analyst,FSA/HSA administration; compliance,,,
SVM-01355,ST-HR-007-01-03,VND-1678,WageWorks,Major Contender,Industry Practice,2,Established,2000,HIGH,2025-01,Analyst,Flexible spending accounts; claim processing,,,
SVM-01356,ST-HR-007-01-04,VND-1242,PlanSource,Star Performer,Industry Practice,2,Established,2006,MEDIUM,2025-01,Analyst,Benefits call center; mobile-first,,,
SVM-01357,ST-HR-007-01-04,VND-0275,Alight Solutions,Major Contender,Industry Practice,2,Established,1997,HIGH,2025-01,Analyst,Benefits helpdesk; multilingual support,,,
SVM-01358,ST-HR-007-03-01,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Carrier data integration; HRIS sync,,,
SVM-01359,ST-HR-007-03-01,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,Carrier connectors; EDI management,,,
SVM-01360,ST-HR-007-02-02,VND-0275,Alight Solutions,Leader,Industry Practice,1,Established,1997,HIGH,2025-01,Analyst,Dependent verification; fraud detection,,,
SVM-01361,ST-HR-007-02-02,VND-1242,PlanSource,Star Performer,Industry Practice,2,Established,2006,MEDIUM,2025-01,Analyst,Dependent auditing; compliance,,,
SVM-01362,ST-HR-007-02-03,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Benefits billing reconciliation; invoice match,,,
SVM-01363,ST-HR-007-02-03,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,Billing reconciliation; cost allocation,,,
SVM-01364,ST-HR-008-01-01,VND-0149,Cornerstone OnDemand,Leader,Gartner LMS,1,Established,1999,HIGH,2025-01,Analyst,LMS administration; content mgmt,,,
SVM-01365,ST-HR-008-01-01,VND-0014,SAP SuccessFactors,Leader,Gartner LMS,1,Established,2011,HIGH,2025-01,Analyst,LMS platform; learning operations,,,
SVM-01366,ST-HR-008-01-02,VND-0006,Conduent,Leader,Everest Learning,1,Established,2016,HIGH,2025-01,Analyst,Training content development; custom curricula,,,
SVM-01367,ST-HR-008-01-02,VND-1009,Learning Everest,Star Performer,Industry Practice,2,Emerging,2015,MEDIUM,2025-01,Analyst,Rapid eLearning content development; immersive tech,,,
SVM-01368,ST-HR-008-04-01,VND-0006,Conduent,Leader,Industry Practice,1,Established,2016,HIGH,2025-01,Analyst,Compliance training administration,,,
SVM-01369,ST-HR-008-04-01,VND-0788,GP Strategies,Major Contender,Industry Practice,2,Established,1970,HIGH,2025-01,Analyst,Compliance & regulatory training,,,
SVM-01370,ST-HR-008-02-01,VND-0022,Korn Ferry,Leader,Industry Practice,1,Established,1969,HIGH,2025-01,Analyst,Leadership development; executive coaching,,,
SVM-01371,ST-HR-008-02-01,VND-0471,Center for Creative Leadership,Star Performer,Industry Practice,2,Established,1970,MEDIUM,2025-01,Analyst,Leadership programs; custom development,,,
SVM-01372,ST-HR-008-03-01,VND-0149,Cornerstone OnDemand,Major Contender,Industry Practice,2,Established,1999,HIGH,2025-01,Analyst,New hire orientation; onboarding,,,
SVM-01373,ST-HR-008-03-01,VND-0006,Conduent,Major Contender,Industry Practice,2,Established,2016,HIGH,2025-01,Analyst,Orientation content; new employee programs,,,
SVM-01374,ST-HR-008-03-02,VND-0149,Cornerstone OnDemand,Major Contender,Industry Practice,2,Established,1999,HIGH,2025-01,Analyst,Skills assessment; competency evaluations,,,
SVM-01375,ST-HR-008-03-02,VND-0431,CEB/Gartner,Star Performer,Industry Practice,2,Established,1994,MEDIUM,2025-01,Analyst,Skills mapping; assessment tools,,,
SVM-01376,ST-HR-008-03-03,VND-1074,Mercer,Leader,Industry Practice,1,Established,1945,HIGH,2025-01,Analyst,Training needs analysis; gap identification,,,
SVM-01377,ST-HR-008-03-03,VND-0006,Conduent,Major Contender,Industry Practice,2,Established,2016,HIGH,2025-01,Analyst,Needs assessment; curriculum design,,,
SVM-01378,ST-HR-009-02-01,VND-0002,ADP,Leader,Everest MCP,1,Established,1949,HIGH,2025-01,Analyst,"Payroll processing; 140+ countries, 9.9% market share",,,
SVM-01379,ST-HR-009-02-01,VND-0475,Ceridian Dayforce,Leader,Everest MCP,1,Established,2006,HIGH,2025-01,Analyst,Global payroll engine; 160+ countries,,,
SVM-01380,ST-HR-009-02-02,VND-0002,ADP,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,Tax filing & remittance; 50-state compliance,,,
SVM-01381,ST-HR-009-02-02,VND-0011,Paychex,Major Contender,Industry Practice,2,Established,1971,HIGH,2025-01,Analyst,Tax filing services; accuracy guarantee,,,
SVM-01382,ST-HR-009-02-03,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Garnishment processing; court order mgmt,,,
SVM-01383,ST-HR-009-02-03,VND-0011,Paychex,Major Contender,Industry Practice,2,Established,1971,HIGH,2025-01,Analyst,Wage garnishment administration,,,
SVM-01384,ST-HR-009-02-04,VND-0012,UKG,Major Contender,Industry Practice,2,Established,2006,HIGH,2025-01,Analyst,Time & attendance integration; payroll sync,,,
SVM-01385,ST-HR-009-02-04,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Time data integration; accrual management,,,
SVM-01386,ST-HR-009-02-05,VND-0002,ADP,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,W-2/year-end processing; tax form management,,,
SVM-01387,ST-HR-009-02-05,VND-0011,Paychex,Major Contender,Industry Practice,2,Established,1971,HIGH,2025-01,Analyst,Year-end reporting; 1099 management,,,
SVM-01388,ST-HR-009-02-06,VND-0002,ADP,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,Multi-state payroll; 50-state tax expertise,,,
SVM-01389,ST-HR-009-02-06,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,Multi-state payroll; tax compliance,,,
SVM-01390,ST-HR-009-02-07,VND-0002,ADP,Leader,Everest MCP,1,Established,1949,HIGH,2025-01,Analyst,Global payroll coordination; 140+ countries,,,
SVM-01391,ST-HR-009-02-07,VND-0474,Ceridian,Leader,Everest MCP,1,Established,2006,HIGH,2025-01,Analyst,Multi-country payroll; unified platform,,,
SVM-01392,ST-HR-009-02-08,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Payroll inquiry resolution; helpdesk,,,
SVM-01393,ST-HR-009-02-08,VND-0011,Paychex,Major Contender,Industry Practice,2,Established,1971,HIGH,2025-01,Analyst,Payroll support services; 24/7 access,,,
SVM-01394,ST-HR-009-01-01,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Employee records management; centralized HRIS,,,
SVM-01395,ST-HR-009-01-01,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,Core HR; personnel file mgmt,,,
SVM-01396,ST-HR-009-01-02,VND-0002,ADP,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,HR help desk; employee support center,,,
SVM-01397,ST-HR-009-01-02,VND-0001,Accenture,Major Contender,Everest MPHRO,2,Established,1989,HIGH,2025-01,Analyst,Global HR service center delivery,,,
SVM-01398,ST-HR-009-01-03,VND-0002,ADP,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,I-9/E-Verify administration; compliance,,,
SVM-01399,ST-HR-009-01-03,VND-0006,Conduent,Major Contender,Industry Practice,2,Established,2016,HIGH,2025-01,Analyst,I-9 management; document verification,,,
SVM-01400,ST-HR-009-01-04,VND-0234,ADP SmartCompliance,Leader,Industry Practice,1,Established,1949,HIGH,2025-01,Analyst,Employment verification; real-time API,,,
SVM-01401,ST-HR-009-01-04,VND-0712,Experian Employer Services,Major Contender,Industry Practice,2,Established,1997,HIGH,2025-01,Analyst,Verification of employment services,,,
SVM-01402,ST-HR-009-01-05,VND-0012,UKG,Leader,NelsonHall,1,Established,2006,HIGH,2025-01,Analyst,Absence management; integrated platform,,,
SVM-01403,ST-HR-009-01-05,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,Absence tracking; accrual management,,,
SVM-01404,ST-HR-009-01-06,VND-0013,Workday,Leader,Industry Practice,1,Established,2005,HIGH,2025-01,Analyst,Workforce analytics; embedded analytics,,,
SVM-01405,ST-HR-009-01-06,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,HR analytics & reporting; predictive models,,,
SVM-01406,ST-HR-009-03-01,VND-0022,Korn Ferry,Major Contender,Industry Practice,2,Established,1969,HIGH,2025-01,Analyst,Performance improvement; coaching,,,
SVM-01407,ST-HR-009-03-01,VND-1074,Mercer,Major Contender,Industry Practice,2,Established,1945,HIGH,2025-01,Analyst,Performance management consulting,,,
SVM-01408,ST-HR-009-03-02,VND-0013,Workday,Star Performer,Industry Practice,2,Established,2005,MEDIUM,2025-01,Analyst,Employee engagement surveys; pulse feedback,,,
SVM-01409,ST-HR-009-03-02,VND-0382,BambooHR,Star Performer,Industry Practice,2,Established,2008,MEDIUM,2025-01,Analyst,Engagement survey tools; analytics,,,
SVM-01410,ST-HR-009-01-07,VND-0013,Workday,Leader,Industry Practice,1,Established,2005,HIGH,2025-01,Analyst,HRIS implementation; change mgmt,,,
SVM-01411,ST-HR-009-01-07,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,HRIS deployment; configuration,,,
SVM-01412,ST-HR-009-01-08,VND-0013,Workday,Major Contender,Industry Practice,2,Established,2005,HIGH,2025-01,Analyst,HRIS support; ongoing operations,,,
SVM-01413,ST-HR-009-01-08,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,HRIS helpdesk; technical support,,,
SVM-01414,ST-HR-009-03-03,VND-0013,Workday,Leader,Industry Practice,1,Established,2005,HIGH,2025-01,Analyst,Performance management admin,,,
SVM-01415,ST-HR-009-03-03,VND-0014,SAP SuccessFactors,Leader,Industry Practice,1,Established,2011,HIGH,2025-01,Analyst,Performance mgmt platform,,,
SVM-01416,ST-HR-009-04-01,VND-0013,Workday,Leader,Industry Practice,1,Established,2005,HIGH,2025-01,Analyst,ATS administration; recruitment mgmt,,,
SVM-01417,ST-HR-009-04-01,VND-0818,Greenhouse,Star Performer,Industry Practice,2,Established,2012,MEDIUM,2025-01,Analyst,Modern ATS; hiring workflows,,,
SVM-01418,ST-HR-009-05-01,VND-0149,Cornerstone OnDemand,Leader,Industry Practice,1,Established,1999,HIGH,2025-01,Analyst,LMS platform services; SaaS delivery,,,
SVM-01419,ST-HR-009-05-01,VND-0014,SAP SuccessFactors,Leader,Industry Practice,1,Established,2011,HIGH,2025-01,Analyst,Learning management platform,,,
SVM-01420,ST-HR-010-01-01,VND-0019,Papaya Global,Star Performer,Industry Practice,2,Emerging,2019,MEDIUM,2025-01,Analyst,Global payments; earned wage access integration,,,
SVM-01421,ST-HR-010-01-01,VND-0002,ADP,Major Contender,Industry Practice,2,Established,1949,HIGH,2025-01,Analyst,On-demand pay; payment distribution,,,
SVM-01422,ST-HR-010-01-01,VND-0017,Deel,Star Performer,Industry Practice,2,Emerging,2019,MEDIUM,2025-01,Analyst,Global payroll \+ payments; $7.3B valuation,,,
SVM-01423,ST-PS-001-01-01,VND-0114,UnitedLex,Leader,Everest Group (LPO),1,Established,2006,HIGH,2025-01,Analyst,Pioneer in enterprise legal services; heavy investment in 'Luminate' digital platform.,,,
SVM-01424,ST-PS-001-01-01,VND-0113,Consilio,Leader,,1,Established,,MEDIUM,2025-01,Analyst,2002 | Service Type Tag: (Document Review),,,
SVM-01425,ST-PS-001-01-01,VND-1106,Mindcrest,Major Contender,Everest Group,2,Established,2001,HIGH,2025-01,Analyst,Strong focus on compliance and contracts; acquired by DWF.,,,
SVM-01426,ST-PS-001-01-01,VND-1004,LawFlex,,Chambers (NewLaw),2,Emerging,2018,MEDIUM,2025-01,Analyst,Flexible legal talent model scaling rapidly in Europe and US.,,,
SVM-01427,ST-PS-001-01-01,VND-0618,DisCO,Leader,IDC MarketScape,1,Established,2013,HIGH,2025-01,Analyst,Cloud-native discovery platform known for speed and AI-tagging.,,,
SVM-01428,ST-PS-001-01-02,VND-1334,Relativity,Leader,Gartner (eDiscovery),1,Established,2001,HIGH,2025-01,Analyst,The industry standard platform (RelativityOne) for processing and hosting.,,,
SVM-01429,ST-PS-001-01-02,VND-1343,Reveal,Visionary,,1,Established,,MEDIUM,2025-01,Analyst,2008 | Service Type Tag: (eDiscovery Proc.),,,
SVM-01430,ST-PS-001-01-02,VND-1163,Nuix,Leader,IDC MarketScape,1,Established,2000,HIGH,2025-01,Analyst,Best-in-class for processing massive unstructured data sets.,,,
SVM-01431,ST-PS-001-01-02,VND-0702,Everlaw,Leader,IDC MarketScape,1,Established,2010,HIGH,2025-01,Analyst,User-experience focused cloud platform; rapid adoption by corporate legal.,,,
SVM-01432,ST-PS-001-01-02,VND-0810,GoldFynch,,G2 High Performer,3,Emerging,2018,MEDIUM,2025-01,Analyst,"Lightweight, self-service eDiscovery for smaller matters.",,,
SVM-01433,ST-PS-001-02-01,VND-0116,Integreon,Leader,Everest Group (LPO),1,Established,1998,HIGH,2025-01,Analyst,Global delivery model for heavy legal research and drafting.,,,
SVM-01434,ST-PS-001-02-01,VND-0460,Casetext,,,1,Emerging,,MEDIUM,2025-01,Research,2013 | Service Type Tag: (Legal Research),,,
SVM-01435,ST-PS-001-02-01,VND-1567,Themis,,Chambers,2,Emerging,2019,MEDIUM,2025-01,Analyst,AI-driven regulatory intelligence and compliance research.,,,
SVM-01436,ST-PS-001-02-02,VND-0365,Axiom,Leader,Chambers (NewLaw),1,Established,2000,HIGH,2025-01,Analyst,The original ALSP; massive bench of on-demand lawyers for review.,,,
SVM-01437,ST-PS-001-02-02,VND-1179,Ontra,Leader,,1,Emerging,,MEDIUM,2025-01,Analyst,2014 | Service Type Tag: (Contract Review),,,
SVM-01438,ST-PS-001-02-02,VND-1509,Superlegal,,AI Tech Awards,3,Emerging,2020,MEDIUM,2025-01,Analyst,AI-first contract review for SMBs and mid-market sales teams.,,,
SVM-01439,ST-PS-001-02-03,VND-1449,Sirion,Leader,Forrester Wave (CLM),1,Established,2012,HIGH,2025-01,Analyst,"Strongest on ""post-signature"" obligation management and AI extraction.",,,
SVM-01440,ST-PS-001-02-03,VND-0888,Icertis,Leader,,1,Established,,MEDIUM,2025-01,Analyst,2009 | Service Type Tag: (CLM Support),,,
SVM-01441,ST-PS-001-02-03,VND-0920,Ironclad,Leader,Forrester Wave,1,Emerging,2014,HIGH,2025-01,Analyst,"""Digital contracting"" leader favored by tech companies/legal ops.",,,
SVM-01442,ST-PS-001-02-03,VND-1477,SpotDraft,High Performer,G2,3,Emerging,2017,MEDIUM,2025-01,Analyst,Rapidly growing CLM for high-growth tech companies.,,,
SVM-01443,ST-PS-001-03-01,VND-0498,Clarivate (CPA Global),Leader,IDC,1,Established,1969,HIGH,2025-01,Analyst,The giant of IP renewal and patent management services.,,,
SVM-01444,ST-PS-001-03-01,VND-0609,Dennemeyer,Major Contender,,1,Established,,MEDIUM,2025-01,Analyst,1962 | Service Type Tag: (Patent Prosecution),,,
SVM-01445,ST-PS-001-03-01,VND-0260,Acumen Legal,,Industry List,2,Emerging,2018,MEDIUM,2025-01,Analyst,Boutique IP support gaining traction for cost-effective prosecution.,,,
SVM-01446,ST-PS-001-03-02,VND-0554,Corsearch,Leader,World Trademark Review,1,Established,1949,HIGH,2025-01,Analyst,Brand protection and trademark clearance leader.,,,
SVM-01447,ST-PS-001-03-02,VND-0287,Alt Legal,High Performer,,1,Emerging,,MEDIUM,2025-01,Analyst,2013 | Service Type Tag: (Trademark Mgmt),,,
SVM-01448,ST-PS-001-03-02,VND-1529,TMRW,,WTR 1000,3,Emerging,2019,MEDIUM,2025-01,Analyst,Tech-enabled trademark management specialist.,,,
SVM-01449,ST-PS-001-01-03,VND-0691,Epiq,Leader,Gartner (eDiscovery),1,Established,1988,HIGH,2025-01,Analyst,Largest global provider of court reporting and litigation support.,,,
SVM-01450,ST-PS-001-01-03,VND-1018,Lighthouse,Leader,,1,Established,,MEDIUM,2025-01,Analyst,1995 | Service Type Tag: (Litigation Support),,,
SVM-01451,ST-PS-001-01-03,VND-1324,Red Banyan,,Clutch,2,Established,2010,MEDIUM,2025-01,Analyst,Crisis PR and strategic litigation communication support.,,,
SVM-01452,ST-PS-001-02-04,VND-1649,Verbit,Leader,3rd Party Ranking,1,Emerging,2017,HIGH,2025-01,Analyst,AI-human hybrid model for transcription; extremely fast turnaround.,,,
SVM-01453,ST-PS-001-02-04,VND-0280,Allegis,Major Contender,,1,Established,,MEDIUM,2025-01,Analyst,1996 | Service Type Tag: (Legal Transcription),,,
SVM-01454,ST-PS-001-02-05,VND-0973,Kroll,Leader,Global Investigation Review,1,Established,1972,HIGH,2025-01,Analyst,The gold standard for investigative due diligence.,,,
SVM-01455,ST-PS-001-02-05,VND-0544,Control Risks,Leader,,1,Established,,MEDIUM,2025-01,Analyst,1975 | Service Type Tag: (Due Diligence),,,
SVM-01456,ST-PS-001-02-05,VND-1638,Vcheck Global,,Inc 5000,2,Emerging,2018,MEDIUM,2025-01,Analyst,Fast-growing background check and due diligence platform.,,,
SVM-01457,ST-PS-001-04-01,VND-0829,HBR Consulting,Leader,Vault,1,Established,2011,HIGH,2025-01,Analyst,Top strategy firm for law department operations/portfolio management.,,,
SVM-01458,ST-PS-001-04-01,VND-1117,Morae Global,Major Contender,,1,Established,,MEDIUM,2025-01,Analyst,2015 | Service Type Tag: (Portfolio Strategy),,,
SVM-01459,ST-PS-002-01-01,VND-0821,GroupM,Leader,Forrester (Media Mgmt),1,Established,2003,HIGH,2025-01,Analyst,World's largest media investment group; massive buying power.,,,
SVM-01460,ST-PS-002-01-01,VND-1282,Publicis Media,Leader,,1,Established,,MEDIUM,2025-01,Analyst,1926 | Service Type Tag: (Media Planning),,,
SVM-01461,ST-PS-002-01-01,VND-1570,Tinuiti,Leader,AdWeek Performance,2,Established,2004,HIGH,2025-01,Analyst,Performance-first media planning; strong in retail/Amazon.,,,
SVM-01462,ST-PS-002-01-02,VND-1173,Omnicom Media Group,Leader,Forrester,1,Established,1986,HIGH,2025-01,Analyst,Includes OMD/PHD; highly rated for creativity in buying.,,,
SVM-01463,ST-PS-002-01-02,VND-0859,Horizon Media,Leader,,1,Established,,MEDIUM,2025-01,Analyst,1989 | Service Type Tag: (Media Buying),,,
SVM-01464,ST-PS-002-01-02,VND-0934,Jellyfish,Challenger,Gartner,2,Established,2005,HIGH,2025-01,Analyst,Digital-first global partner; deep Google Marketing Platform ties.,,,
SVM-01465,ST-PS-002-02-01,VND-0610,Dept,Visionary,Gartner (Digital Agencies),2,Established,2015,MEDIUM,2025-01,Analyst,Rapidly growing digital agency combining tech and marketing.,,,
SVM-01466,ST-PS-002-02-01,VND-1063,Media.Monks,Challenger,,1,Established,,MEDIUM,2025-01,Analyst,2001 | Service Type Tag: (Digital Advertising),,,
SVM-01467,ST-PS-002-02-01,VND-1007,LeadOrigin,,AdWeek Fastest Growing,3,Emerging,2021,MEDIUM,2025-01,Analyst,Data-driven boutique agency growing 500%+ YoY.,,,
SVM-01468,ST-PS-002-02-02,VND-1077,Merkle,Leader,Forrester (Customer Data),1,Established,1971,HIGH,2025-01,Analyst,Dentsu-owned; definitive leader in data-driven SEO/CRM.,,,
SVM-01469,ST-PS-002-02-02,VND-0418,BrightEdge,Leader,,1,Established,,MEDIUM,2025-01,Analyst,2007 | Service Type Tag: (SEO Services),,,
SVM-01470,ST-PS-002-02-02,VND-1136,NP Digital,Leader,AdWeek Fastest Growing,2,Emerging,2017,HIGH,2025-01,Analyst,Co-founded by Neil Patel; massive growth in enterprise SEO.,,,
SVM-01471,ST-PS-002-02-03,VND-1637,VaynerMedia,,AdAge A-List,2,Established,2009,MEDIUM,2025-01,Analyst,Social-first agency; dominates Tikok/Reels strategy for Fortune 500\.,,,
SVM-01472,ST-PS-002-02-03,VND-1698,Whalar,,,1,Emerging,,MEDIUM,2025-01,Research,2016 | Service Type Tag: (Social Media Mkt),,,
SVM-01473,ST-PS-002-02-03,VND-1112,Moburst,,AdWeek Fastest Growing,3,Emerging,2013,MEDIUM,2025-01,Analyst,Mobile-first specialist; excels in app store social and viral loops.,,,
SVM-01474,ST-PS-002-02-04,VND-0541,Contently,Leader,Gartner (Content Mkt),1,Established,2010,HIGH,2025-01,Analyst,Enterprise content platform \+ massive freelancer network.,,,
SVM-01475,ST-PS-002-02-04,VND-1453,Skyword,Leader,,1,Established,,MEDIUM,2025-01,Analyst,2010 | Service Type Tag: (Content Marketing),,,
SVM-01476,ST-PS-002-02-04,VND-0510,Codeless,,Clutch,3,Emerging,2016,MEDIUM,2025-01,Analyst,"High-volume, high-technical specialized content production.",,,
SVM-01477,ST-PS-002-01-03,VND-0908,Interbrand,Leader,Industry Standard,1,Established,1974,HIGH,2025-01,Analyst,The reference for global brand valuation and strategy.,,,
SVM-01478,ST-PS-002-01-03,VND-0995,Landor & Fitch,Leader,,1,Established,,MEDIUM,2025-01,Analyst,1941 | Service Type Tag: (Brand Strategy),,,
SVM-01479,ST-PS-002-01-03,VND-1323,Red Antler,,Fast Company,2,Established,2007,MEDIUM,2025-01,Analyst,"Famous for launching D2C ""unicorns"" (Casper, Allbirds).",,,
SVM-01480,ST-PS-002-01-04,VND-0625,Droga5,Leader,AdAge Agency of Year,1,Established,2006,HIGH,2025-01,Analyst,Accenture Song owned; top-tier creative campaigns.,,,
SVM-01481,ST-PS-002-01-04,VND-1703,Wieden+Kennedy,Leader,,1,Established,,MEDIUM,2025-01,Analyst,1982 | Service Type Tag: (Creative Campaign),,,
SVM-01482,ST-PS-002-01-04,VND-1110,Mischief,,AdAge Agency of Year,2,Emerging,2020,MEDIUM,2025-01,Analyst,"Breakout creative shop known for viral, edgy campaigns.",,,
SVM-01483,ST-PS-002-01-05,VND-0659,Edelman,Leader,O'Dwyer's Rankings,1,Established,1952,HIGH,2025-01,Analyst,World's largest independent PR firm; full-service trust barometer.,,,
