Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence,Source,Usage_Count,Created_Date,Is_Active,Tower_Code
ALI-00233,coffee & beverage services,ST-FR-007-04-01,Coffee & Beverage Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00234,coffee services,ST-FR-005-01-05,Coffee Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00235,cold storage,ST-SC-004-03-01,Cold Storage Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00236,cold storage services,ST-SC-004-03-01,Cold Storage Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00237,collections,ST-FA-002-02-01,Collections Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00238,collections management,ST-FA-002-02-01,Collections Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00239,color grading,ST-ME-002-01-02,Color Grading,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00240,commercial contracts,ST-PS-004-04-01,Commercial Contracts Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00241,commercial contracts services,ST-PS-004-04-01,Commercial Contracts Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00242,common area,ST-FR-002-01-02,Common Area Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00243,common area management,ST-FR-002-01-02,Common Area Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00244,communications,ST-HR-007-01-01,Open Enrollment Processing,LOW,SEED,0,2025-01-01,TRUE,
ALI-00245,community,ST-CO-008-01-02,Community Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00246,community,ST-COP-002-01-05,Community Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00247,community management,ST-CO-008-01-02,Community Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00248,community management,ST-COP-002-01-05,Community Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00249,compensation benchmarking,ST-HR-002-03-01,Compensation Benchmarking,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00250,competitive intelligence,ST-PS-007-01-04,Competitive Intelligence,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00251,competitive intelligence,ST-PS-009-03-01,Competitive Intelligence Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00252,competitive intelligence services,ST-PS-009-03-01,Competitive Intelligence Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00253,complaint resolution,ST-CO-001-03-01,Complaint Resolution,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00254,compliance & audit support,ST-IT-005-03-01,Compliance & Audit Support,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00255,compliance editing,ST-ME-006-01-05,Compliance Editing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00256,compliance training,ST-HR-008-04-01,Compliance Training Administration,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00257,compliance training administration,ST-HR-008-04-01,Compliance Training Administration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00258,compression,ST-EN-006-03-01,Compression Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00259,compression services,ST-EN-006-03-01,Compression Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00260,conference,ST-FR-008-03-01,Conference Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00261,conference services,ST-FR-008-03-01,Conference Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00262,configuration,ST-IT-002-02-05,Configuration Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00263,configuration management,ST-IT-002-02-05,Configuration Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00264,configure-to-order,ST-MO-006-01-04,Configure-to-Order,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00265,consignment programs,ST-SC-007-04-01,Consignment Programs Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00266,consignment programs services,ST-SC-007-04-01,Consignment Programs Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00267,constitutional ai feedback,ST-AI-002-02-01,Constitutional AI Feedback,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00268,consumer products co-manufacturing,ST-MO-001-03-01,Consumer Products Co-Manufacturing Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00269,consumer products co-manufacturing services,ST-MO-001-03-01,Consumer Products Co-Manufacturing Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00270,consumer research,ST-PS-007-01-01,Consumer Research,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00271,contact center,ST-CO-001-01-01,Tier 1 Voice Support,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00272,contact center technology,ST-IT-008-04-01,Contact Center Technology Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00273,contact center technology services,ST-IT-008-04-01,Contact Center Technology Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00274,content,ST-HR-008-01-01,LMS Administration,LOW,SEED,0,2025-01-01,TRUE,
ALI-00275,content aggregation,ST-COP-004-03-01,Content Aggregation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00276,content archival,ST-COP-004-05-01,Content Archival,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00277,content cataloging,ST-ME-007-01-05,Content Cataloging,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00278,content governance,ST-COP-004-04-01,Content Governance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00279,content marketing,ST-PS-002-02-04,Content Marketing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00280,content migration,ST-COP-004-02-01,Content Migration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00281,content moderation decisions and account actions,ST-ME-008-04-01,Appeals & Escalation Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00282,content refresh,ST-COP-004-01-02,Content Refresh,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00283,content restoration,ST-ME-006-04-01,Content Restoration Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00284,content restoration services,ST-ME-006-04-01,Content Restoration Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00285,content safety moderation,ST-AI-004-04-02,Content Safety Moderation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00286,content tagging,ST-COP-004-03-03,Content Tagging,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00287,contingent workforce,ST-HR-003-01-01,Contingent Workforce Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00288,contingent workforce management,ST-HR-003-01-01,Contingent Workforce Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00289,contract,ST-FA-007-02-01,Contract Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00290,contract filling,ST-MO-008-01-03,Contract Filling,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00291,contract management,ST-FA-007-02-01,Contract Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00292,contract packaging,ST-SC-009-03-01,Contract Packaging Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00293,contract packaging services,ST-SC-009-03-01,Contract Packaging Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00294,contract review,ST-PS-001-02-02,Contract Review,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00295,contribution/distribution,ST-ME-002-04-01,Contribution/Distribution Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00296,contribution/distribution services,ST-ME-002-04-01,Contribution/Distribution Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00297,control center operations,ST-EN-002-01-01,Control Center Operations,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00298,control tower,ST-SC-006-02-01,Control Tower Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00299,control tower,ST-SC-012-04-01,Control Tower Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00300,control tower services,ST-SC-006-02-01,Control Tower Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00301,control tower services,ST-SC-012-04-01,Control Tower Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00302,copy editing,ST-COP-005-01-02,Copy Editing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00303,corporate income tax compliance,ST-FA-006-01-01,Corporate Income Tax Compliance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00304,corporate strategy consulting,ST-PS-003-01-01,Corporate Strategy Consulting,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00305,corrective maintenance,ST-IT-001-02-02,Corrective Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00306,cost transformation,ST-PS-004-01-04,Cost Transformation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00307,creative campaign development,ST-PS-002-01-04,Creative Campaign Development,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00308,credit,ST-FA-002-02-02,Credit Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00309,credit,ST-FA-002-03-01,Credit Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00310,credit management,ST-FA-002-02-02,Credit Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00311,credit management,ST-FA-002-03-01,Credit Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00312,credits & incentives,ST-FA-005-04-01,Credits & Incentives Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00313,credits & incentives services,ST-FA-005-04-01,Credits & Incentives Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00314,crew staffing,ST-ME-001-04-01,Production Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00315,criminal,ST-HR-006-05-01,Background Verification,LOW,SEED,0,2025-01-01,TRUE,
ALI-00316,crisis communications,ST-PS-008-02-01,Crisis Communications Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00317,crisis communications services,ST-PS-008-02-01,Crisis Communications Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00318,critical date,ST-FR-002-03-01,Critical Date Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00319,critical date management,ST-FR-002-03-01,Critical Date Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00320,cross-docking,ST-SC-004-01-05,Cross-Docking,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00321,csam detection,ST-COP-002-04-01,CSAM Detection,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00322,ctd module writing,ST-CL-006-01-06,CTD Module Writing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00323,cultural integration and productivity,ST-HR-008-03-01,New Hire Orientation,LOW,SEED,0,2025-01-01,TRUE,
ALI-00324,cultural validation,ST-COP-005-03-01,Cultural Validation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00325,current and former employees,ST-HR-009-01-04,Employment Verification,LOW,SEED,0,2025-01-01,TRUE,
ALI-00326,custom application development,ST-IT-001-01-01,Custom Application Development,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00327,custom research,ST-PS-009-02-01,Custom Research Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00328,custom research services,ST-PS-009-02-01,Custom Research Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00329,customer invoicing,ST-FA-002-01-01,Customer Invoicing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00330,customer master data,ST-FA-002-01-04,Customer Master Data Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00331,customer master data management,ST-FA-002-01-04,Customer Master Data Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00332,customer onboarding,ST-CO-004-01-01,Customer Onboarding,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00333,customer service,ST-CO-001-01-01,Tier 1 Voice Support,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00334,customer support,ST-CO-001-01-01,Tier 1 Voice Support,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00335,customer support,ST-CO-008-01-01,Social Customer Service,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00336,customs brokerage,ST-SC-007-01-01,Customs Brokerage,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00337,cx,ST-CO-001-01-01,Tier 1 Voice Support,LOW,SEED,0,2025-01-01,TRUE,
ALI-00338,cx,ST-CO-008-01-01,Social Customer Service,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00339,cx research,ST-PS-007-02-01,CX Research,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00340,dailies,ST-ME-001-01-01,Dailies Processing,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00341,dailies processing,ST-ME-001-01-01,Dailies Processing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00342,daily cash positioning,ST-FA-005-01-01,Daily Cash Positioning,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00343,data archival & purging,ST-IT-002-05-08,Data Archival & Purging,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00344,data center operations,ST-IT-002-01-01,Data Center Operations,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00345,data connectivity,ST-IT-008-02-01,Data Connectivity Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00346,data connectivity services,ST-IT-008-02-01,Data Connectivity Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00347,data drift detection,ST-AI-005-03-03,Data Drift Detection,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00348,data engineering,ST-IT-006-01-01,Data Engineering Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00349,data engineering services,ST-IT-006-01-01,Data Engineering Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00350,data entry,ST-CO-005-02-01,Data Entry,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00351,data governance,ST-IT-006-04-01,Data Governance Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00352,data governance services,ST-IT-006-04-01,Data Governance Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00353,data keying,ST-CO-005-02-01,Data Entry,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00354,data pipeline maintenance,ST-AI-003-01-02,Data Pipeline Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00355,data quality,ST-AI-003-02-02,Data Quality Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00356,data quality management,ST-AI-003-02-02,Data Quality Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00357,data science / ml,ST-IT-006-03-01,Data Science / ML Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00358,data science / ml services,ST-IT-006-03-01,Data Science / ML Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00359,data warehouse design,ST-AI-003-02-01,Data Warehouse Design,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00360,database,ST-CL-004-01-02,Database Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00361,database backup & recovery,ST-IT-002-05-03,Database Backup & Recovery,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00362,database management,ST-CL-004-01-02,Database Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00363,database migration,ST-IT-002-05-09,Database Migration Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00364,database migration services,ST-IT-002-05-09,Database Migration Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00365,database monitoring,ST-IT-002-05-01,Database Monitoring,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00366,database patching & upgrades,ST-IT-002-05-05,Database Patching & Upgrades,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00367,database performance tuning,ST-IT-002-05-02,Database Performance Tuning,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00368,database provisioning,ST-IT-002-05-07,Database Provisioning,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00369,database security,ST-IT-002-05-04,Database Security Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00370,database security management,ST-IT-002-05-04,Database Security Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00371,day porter,ST-FR-005-02-01,Day Porter Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00372,day porter services,ST-FR-005-02-01,Day Porter Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00373,dcp mastering,ST-ME-003-01-01,DCP Mastering,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00374,debt/investment,ST-FA-005-01-07,Debt/Investment Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00375,debt/investment management,ST-FA-005-01-07,Debt/Investment Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00376,decision support,ST-FA-008-02-01,Financial Modeling,LOW,SEED,0,2025-01-01,TRUE,
ALI-00377,decommissioning & remediation,ST-EN-007-03-01,Decommissioning & Remediation Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00378,decommissioning & remediation services,ST-EN-007-03-01,Decommissioning & Remediation Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00379,deductions/disputes,ST-FA-002-01-03,Deductions/Disputes Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00380,deductions/disputes management,ST-FA-002-01-03,Deductions/Disputes Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00381,demand forecasting,ST-SC-006-01-02,Demand Forecasting,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00382,demand planning,ST-SC-007-03-01,Demand Planning Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00383,demand planning services,ST-SC-007-03-01,Demand Planning Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00384,demand response,ST-EN-008-01-01,Demand Response Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00385,demand response management,ST-EN-008-01-01,Demand Response Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00386,departing employees,ST-HR-006-04-01,Outplacement Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00387,dependent verification,ST-HR-007-02-02,Dependent Verification,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00388,desktop imaging,ST-IT-003-03-01,Desktop Imaging,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00389,desktop repair,ST-IT-003-02-03,Desktop Repair,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00390,devops implementation,ST-IT-001-05-01,DevOps Implementation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00391,dfm analysis,ST-MO-004-01-02,DFM Analysis,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00392,die casting tooling,ST-MO-005-01-02,Die Casting Tooling,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00393,digital advertising,ST-PS-002-02-01,Digital Advertising,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00394,digital analytics,ST-ME-007-02-01,Digital Analytics Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00395,digital analytics services,ST-ME-007-02-01,Digital Analytics Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00396,digital archive,ST-ME-007-01-04,Digital Archive Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00397,digital archive management,ST-ME-007-01-04,Digital Archive Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00398,digital compositing,ST-ME-008-01-04,Digital Compositing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00399,digital mailroom,ST-FR-006-01-03,Digital Mailroom,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00400,digital marketing,ST-PS-007-03-01,Digital Marketing Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00401,digital marketing services,ST-PS-007-03-01,Digital Marketing Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00402,digital strategy,ST-PS-003-02-01,Digital Strategy,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00403,digitization,ST-ME-006-02-01,Digitization Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00404,digitization services,ST-ME-006-02-01,Digitization Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00405,direct load control,ST-EN-008-01-03,Direct Load Control,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00406,disaster recovery as a,ST-IT-002-03-03,Disaster Recovery as a Service,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00407,disaster recovery as a service,ST-IT-002-03-03,Disaster Recovery as a Service,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00408,discount capture optimization,ST-FA-001-01-05,Discount Capture Optimization,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00409,dispute & litigation support,ST-PS-006-04-01,Dispute & Litigation Support Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00410,dispute & litigation support services,ST-PS-006-04-01,Dispute & Litigation Support Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00411,distribution center operations,ST-SC-004-04-01,Distribution Center Operations Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00412,distribution center operations services,ST-SC-004-04-01,Distribution Center Operations Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00413,distribution maintenance,ST-EN-004-02-01,Distribution Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00414,dns/dhcp,ST-IT-002-04-07,DNS/DHCP Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00415,dns/dhcp management,ST-IT-002-04-07,DNS/DHCP Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00416,document,ST-CO-005-02-02,Document Processing,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00417,document annotation,ST-AI-002-06-01,Document Annotation Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00418,document annotation services,ST-AI-002-06-01,Document Annotation Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00419,document intelligence,ST-AI-001-03-03,Document Intelligence,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00420,document processing,ST-CO-005-02-02,Document Processing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00421,document review,ST-PS-001-01-01,Document Review,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00422,domain expert rlhf,ST-AI-002-02-02,Domain Expert RLHF,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00423,dpo data generation,ST-AI-002-01-03,DPO Data Generation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00424,drug testing coordination,ST-HR-006-05-02,Drug Testing Coordination,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00425,due diligence support,ST-PS-001-02-05,Due Diligence Support,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00426,duplicate payment prevention,ST-FA-001-01-04,Duplicate Payment Prevention,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00427,e-commerce,ST-SC-009-01-01,Fulfillment Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00428,e-commerce fulfillment,ST-SC-005-04-01,E-commerce Fulfillment Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00429,e-commerce fulfillment services,ST-SC-005-04-01,E-commerce Fulfillment Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00430,early visibility,ST-FA-004-01-06,Flash Reporting,LOW,SEED,0,2025-01-01,TRUE,
ALI-00431,early-stage collections,ST-CO-006-01-01,Early-Stage Collections,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00432,ecommerce fulfillment,ST-SC-004-02-01,eCommerce Fulfillment,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00433,ecrf design,ST-CL-004-01-01,eCRF Design,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00434,ectd publishing,ST-CL-002-01-05,eCTD Publishing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00435,edc/cdms implementation,ST-CL-006-03-01,EDC/CDMS Implementation Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00436,edc/cdms implementation services,ST-CL-006-03-01,EDC/CDMS Implementation Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00437,ediscovery,ST-PS-001-01-02,eDiscovery Processing,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00438,ediscovery processing,ST-PS-001-01-02,eDiscovery Processing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00439,edr,ST-IT-005-01-08,EDR Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00440,edr management,ST-IT-005-01-08,EDR Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00441,elearning content,ST-COP-001-05-01,eLearning Content,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00442,electrical design,ST-PS-005-01-03,Electrical Design,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00443,electrical systems,ST-FR-003-01-02,Electrical Systems,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00444,electromechanical integration,ST-MO-001-02-02,Electromechanical Integration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00445,electronic sub-assembly,ST-MO-006-01-02,Electronic Sub-Assembly,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00446,elevator maintenance,ST-FR-003-01-05,Elevator Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00447,email marketing,ST-PS-002-02-06,Email Marketing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00448,email response,ST-CO-007-02-01,Email Response,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00449,embedded systems development,ST-PS-005-02-01,Embedded Systems Development,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00450,emergencies,ST-IT-002-05-10,24/7 DBA On-Call Support,LOW,SEED,0,2025-01-01,TRUE,
ALI-00451,emergency,ST-FR-004-02-01,Emergency Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00452,emergency management,ST-FR-004-02-01,Emergency Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00453,emergency restoration,ST-EN-004-01-01,Emergency Restoration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00454,employee assistance programs,ST-HR-005-01-01,Employee Assistance Programs,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00455,employee benefits inquiries,ST-HR-007-01-04,Benefits Call Center,LOW,SEED,0,2025-01-01,TRUE,
ALI-00456,employee engagement surveys,ST-HR-009-03-02,Employee Engagement Surveys,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00457,employee investigations,ST-HR-002-05-01,Employee Investigations,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00458,employee records,ST-HR-009-01-01,Employee Records Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00459,employee records management,ST-HR-009-01-01,Employee Records Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00460,employees across multiple state jurisdictions,ST-HR-009-02-06,Multi-State Payroll,LOW,SEED,0,2025-01-01,TRUE,
ALI-00461,employment verification,ST-HR-009-01-04,Employment Verification,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00462,ems operations,ST-EN-002-01-04,EMS Operations,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00463,energy,ST-FR-003-02-02,Energy Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00464,energy consulting,ST-FR-010-02-01,Energy Consulting Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00465,energy consulting services,ST-FR-010-02-01,Energy Consulting Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00466,energy efficiency programs,ST-EN-008-02-01,Energy Efficiency Programs,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00467,energy management,ST-FR-003-02-02,Energy Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00468,energy risk,ST-EN-006-02-01,Energy Risk Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00469,energy risk management,ST-EN-006-02-01,Energy Risk Management,HIGH,SEED,0,2025-01-01,TRUE,
